Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Ticey from team SweetNsour has the following stats: R2.0: 1.1 ACS: 238.3 K:D: 1.14 KAST: 71.0 ADR: 155.8 KPR: 0.83 APR: 0.19 FKPR: 0.19 FDPR: 0.17 HS%: 19.0 CL%: 14.0 KMax: 31.0 K: 990.0 D: 871.0 A: 228.0 FK: 228.0 FD: 199.0 Rnd: 1187,Ticey,SweetNsour,"raze, jett, skye",228.0,238.3,155.8,0.19,,14.0,871.0,199.0,0.17,228.0,0.19,19.0,990.0,1.14,71.0,31.0,0.83,1.1,1187
Player lukxo from team Galorys has the following stats: R2.0: 1.1 ACS: 219.5 K:D: 1.12 KAST: 72.0 ADR: 145.9 KPR: 0.77 APR: 0.31 FKPR: 0.1 FDPR: 0.09 HS%: 31.0 CL%: 17.0 KMax: 32.0 K: 1167.0 D: 1041.0 A: 467.0 FK: 147.0 FD: 133.0 Rnd: 1513,lukxo,Galorys,"omen, viper, astra",467.0,219.5,145.9,0.31,,17.0,1041.0,133.0,0.09,147.0,0.1,31.0,1167.0,1.12,72.0,32.0,0.77,1.1,1513
Player riyabtw from team Oblivion Force has the following stats: R2.0: 1.1 ACS: 225.4 K:D: 1.16 KAST: 71.0 ADR: 148.9 KPR: 0.79 APR: 0.2 FKPR: 0.13 FDPR: 0.15 HS%: 28.0 CL%: 7.0 KMax: 31.0 K: 278.0 D: 240.0 A: 69.0 FK: 45.0 FD: 52.0 Rnd: 350,riyabtw,Oblivion Force,"raze, jett, neon",69.0,225.4,148.9,0.2,,7.0,240.0,52.0,0.15,45.0,0.13,28.0,278.0,1.16,71.0,31.0,0.79,1.1,350
Player f4ngeer from team trashcan has the following stats: R2.0: 1.1 ACS: 232.1 K:D: 1.12 KAST: 71.0 ADR: 156.3 KPR: 0.83 APR: 0.18 FKPR: 0.15 FDPR: 0.16 HS%: 28.0 CL%: 11.0 KMax: 31.0 K: 541.0 D: 483.0 A: 120.0 FK: 100.0 FD: 102.0 Rnd: 651,f4ngeer,trashcan,"jett, raze, killjoy",120.0,232.1,156.3,0.18,,11.0,483.0,102.0,0.16,100.0,0.15,28.0,541.0,1.12,71.0,31.0,0.83,1.1,651
Player Ash from team FearX has the following stats: R2.0: 1.03 ACS: 223.07 K:D: 1.03 KAST: 68.78 ADR: 147.17 KPR: 0.78 APR: 0.21 FKPR: 0.17 FDPR: 0.15 HS%: 28.0 CL%: 22.53 KMax: 27.15 K: 348.73 D: 335.24 A: 88.85 FK: 78.19 FD: 69.85 Rnd: 858,Ash,FearX,"jett, raze, neon",88.85,223.07,147.17,0.21,,22.53,335.24,69.85,0.15,78.19,0.17,28.0,348.73,1.03,68.78,27.15,0.78,1.03,858
Player kumi from team ENVEE Esports has the following stats: R2.0: 1.09 ACS: 235.3 K:D: 1.1 KAST: 71.0 ADR: 155.3 KPR: 0.83 APR: 0.21 FKPR: 0.19 FDPR: 0.14 HS%: 26.0 CL%: 14.0 KMax: 30.0 K: 491.0 D: 446.0 A: 127.0 FK: 112.0 FD: 86.0 Rnd: 595,kumi,ENVEE Esports,"jett, raze, neon",127.0,235.3,155.3,0.21,,14.0,446.0,86.0,0.14,112.0,0.19,26.0,491.0,1.1,71.0,30.0,0.83,1.09,595
Player Yohpa from team Cicadas Gaming has the following stats: R2.0: 1.09 ACS: 214.9 K:D: 1.12 KAST: 72.0 ADR: 145.2 KPR: 0.8 APR: 0.19 FKPR: 0.08 FDPR: 0.1 HS%: 31.0 CL%: 17.0 KMax: 22.0 K: 217.0 D: 193.0 A: 51.0 FK: 23.0 FD: 27.0 Rnd: 271,Yohpa,Cicadas Gaming,"raze, sova, yoru",51.0,214.9,145.2,0.19,,17.0,193.0,27.0,0.1,23.0,0.08,31.0,217.0,1.12,72.0,22.0,0.8,1.09,271
Player Pa1nt from team Blue Otter has the following stats: R2.0: 1.09 ACS: 252.4 K:D: 1.17 KAST: 71.0 ADR: 158.7 KPR: 0.88 APR: 0.15 FKPR: 0.24 FDPR: 0.19 HS%: 27.0 CL%: 15.0 KMax: 32.0 K: 774.0 D: 660.0 A: 133.0 FK: 213.0 FD: 166.0 Rnd: 880,Pa1nt,Blue Otter,"jett, raze, neon",133.0,252.4,158.7,0.15,,15.0,660.0,166.0,0.19,213.0,0.24,27.0,774.0,1.17,71.0,32.0,0.88,1.09,880
Player Saitama from team Vatles Esports has the following stats: R2.0: 1.09 ACS: 211.5 K:D: 1.04 KAST: 72.0 ADR: 138.7 KPR: 0.72 APR: 0.37 FKPR: 0.14 FDPR: 0.07 HS%: 31.0 CL%: 6.0 KMax: 27.0 K: 229.0 D: 221.0 A: 117.0 FK: 43.0 FD: 23.0 Rnd: 316,Saitama,Vatles Esports,"omen, brimstone, viper",117.0,211.5,138.7,0.37,,6.0,221.0,23.0,0.07,43.0,0.14,31.0,229.0,1.04,72.0,27.0,0.72,1.09,316
Player Avvix from team The Ultimates has the following stats: R2.0: 1.09 ACS: 199.8 K:D: 1.03 KAST: 74.0 ADR: 135.9 KPR: 0.7 APR: 0.29 FKPR: 0.07 FDPR: 0.06 HS%: 31.0 CL%: 13.0 KMax: 27.0 K: 759.0 D: 736.0 A: 315.0 FK: 71.0 FD: 67.0 Rnd: 1081,Avvix,The Ultimates,"sova, killjoy, breach",315.0,199.8,135.9,0.29,,13.0,736.0,67.0,0.06,71.0,0.07,31.0,759.0,1.03,74.0,27.0,0.7,1.09,1081
Player Dasani from team Koopa Troopas has the following stats: R2.0: 1.09 ACS: 215.3 K:D: 1.14 KAST: 72.0 ADR: 146.8 KPR: 0.77 APR: 0.2 FKPR: 0.19 FDPR: 0.12 HS%: 32.0 CL%: 3.0 KMax: 23.0 K: 232.0 D: 203.0 A: 59.0 FK: 57.0 FD: 37.0 Rnd: 302,Dasani,Koopa Troopas,"jett, raze, chamber",59.0,215.3,146.8,0.2,,3.0,203.0,37.0,0.12,57.0,0.19,32.0,232.0,1.14,72.0,23.0,0.77,1.09,302
Player cheK from team United Gaming has the following stats: R2.0: 1.09 ACS: 215.1 K:D: 1.1 KAST: 70.0 ADR: 142.1 KPR: 0.76 APR: 0.3 FKPR: 0.1 FDPR: 0.1 HS%: 25.0 CL%: 18.0 KMax: 27.0 K: 401.0 D: 364.0 A: 157.0 FK: 52.0 FD: 53.0 Rnd: 530,cheK,United Gaming,"jett, omen, viper",157.0,215.1,142.1,0.3,,18.0,364.0,53.0,0.1,52.0,0.1,25.0,401.0,1.1,70.0,27.0,0.76,1.09,530
Player gobera from team DELIRA has the following stats: R2.0: 1.09 ACS: 235.3 K:D: 1.14 KAST: 71.0 ADR: 154.9 KPR: 0.82 APR: 0.19 FKPR: 0.18 FDPR: 0.18 HS%: 20.0 CL%: 14.0 KMax: 30.0 K: 824.0 D: 723.0 A: 190.0 FK: 183.0 FD: 176.0 Rnd: 1000,gobera,DELIRA,"jett, raze, chamber",190.0,235.3,154.9,0.19,,14.0,723.0,176.0,0.18,183.0,0.18,20.0,824.0,1.14,71.0,30.0,0.82,1.09,1000
Player zery from team Xperion NXT has the following stats: R2.0: 1.09 ACS: 245.5 K:D: 1.06 KAST: 67.0 ADR: 166.6 KPR: 0.84 APR: 0.19 FKPR: 0.19 FDPR: 0.16 HS%: 24.0 CL%: 15.0 KMax: 33.0 K: 370.0 D: 348.0 A: 85.0 FK: 84.0 FD: 72.0 Rnd: 440,zery,Xperion NXT,"jett, sova, raze",85.0,245.5,166.6,0.19,,15.0,348.0,72.0,0.16,84.0,0.19,24.0,370.0,1.06,67.0,33.0,0.84,1.09,440
Player Lumo from team SCARZ has the following stats: R2.0: 1.09 ACS: 190.5 K:D: 1.08 KAST: 79.0 ADR: 122.5 KPR: 0.67 APR: 0.48 FKPR: 0.04 FDPR: 0.05 HS%: 22.0 CL%: 14.0 KMax: 27.0 K: 444.0 D: 411.0 A: 318.0 FK: 29.0 FD: 32.0 Rnd: 663,Lumo,SCARZ,"omen, skye, kayo",318.0,190.5,122.5,0.48,,14.0,411.0,32.0,0.05,29.0,0.04,22.0,444.0,1.08,79.0,27.0,0.67,1.09,663
Player jowa from team Life's a Game has the following stats: R2.0: 1.08 ACS: 200.0 K:D: 0.96 KAST: 71.0 ADR: 132.4 KPR: 0.65 APR: 0.29 FKPR: 0.05 FDPR: 0.06 HS%: 31.0 CL%: 19.0 KMax: 21.0 K: 200.0 D: 208.0 A: 88.0 FK: 14.0 FD: 17.0 Rnd: 307,jowa,Life's a Game,"breach, sova, jett",88.0,200.0,132.4,0.29,,19.0,208.0,17.0,0.06,14.0,0.05,31.0,200.0,0.96,71.0,21.0,0.65,1.08,307
Player 123 from team 123 has the following stats: R2.0: 1.08 ACS: 237.6 K:D: 1.07 KAST: 67.0 ADR: 162.7 KPR: 0.83 APR: 0.16 FKPR: 0.16 FDPR: 0.17 HS%: 27.0 CL%: 26.0 KMax: 33.0 K: 264.0 D: 246.0 A: 52.0 FK: 51.0 FD: 54.0 Rnd: 319,123,123,"jett, raze, omen",52.0,237.6,162.7,0.16,,26.0,246.0,54.0,0.17,51.0,0.16,27.0,264.0,1.07,67.0,33.0,0.83,1.08,319
Player Crazy NY from team XSOUL has the following stats: R2.0: 1.08 ACS: 209.5 K:D: 1.12 KAST: 70.0 ADR: 143.6 KPR: 0.75 APR: 0.26 FKPR: 0.07 FDPR: 0.08 HS%: 31.0 CL%: 13.0 KMax: 29.0 K: 473.0 D: 421.0 A: 163.0 FK: 42.0 FD: 53.0 Rnd: 630,Crazy NY,XSOUL,"sova, viper, brimstone",163.0,209.5,143.6,0.26,,13.0,421.0,53.0,0.08,42.0,0.07,31.0,473.0,1.12,70.0,29.0,0.75,1.08,630
Player XnB from team LazerrFreeks Mythic has the following stats: R2.0: 1.08 ACS: 189.9 K:D: 0.96 KAST: 75.0 ADR: 124.6 KPR: 0.65 APR: 0.46 FKPR: 0.05 FDPR: 0.05 HS%: 29.0 CL%: 13.0 KMax: 21.0 K: 136.0 D: 142.0 A: 97.0 FK: 9.0 FD: 10.0 Rnd: 209,XnB,LazerrFreeks Mythic,"omen, kayo, astra",97.0,189.9,124.6,0.46,,13.0,142.0,10.0,0.05,9.0,0.05,29.0,136.0,0.96,75.0,21.0,0.65,1.08,209
Player roompa from team Ambrosia has the following stats: R2.0: 1.08 ACS: 210.4 K:D: 1.07 KAST: 73.0 ADR: 138.2 KPR: 0.73 APR: 0.29 FKPR: 0.06 FDPR: 0.08 HS%: 34.0 CL%: 14.0 KMax: 31.0 K: 583.0 D: 544.0 A: 230.0 FK: 48.0 FD: 63.0 Rnd: 796,roompa,Ambrosia,"sova, fade, skye",230.0,210.4,138.2,0.29,,14.0,544.0,63.0,0.08,48.0,0.06,34.0,583.0,1.07,73.0,31.0,0.73,1.08,796
Player T0BA from team Requiem has the following stats: R2.0: 1.07 ACS: 204.4 K:D: 1.1 KAST: 73.0 ADR: 137.1 KPR: 0.72 APR: 0.28 FKPR: 0.09 FDPR: 0.08 HS%: 24.0 CL%: 15.0 KMax: 28.0 K: 535.0 D: 487.0 A: 205.0 FK: 67.0 FD: 62.0 Rnd: 743,T0BA,Requiem,"cypher, killjoy, sova",205.0,204.4,137.1,0.28,,15.0,487.0,62.0,0.08,67.0,0.09,24.0,535.0,1.1,73.0,28.0,0.72,1.07,743
Player ianto from team Requiem has the following stats: R2.0: 1.07 ACS: 199.7 K:D: 1.1 KAST: 76.0 ADR: 131.6 KPR: 0.7 APR: 0.31 FKPR: 0.08 FDPR: 0.09 HS%: 26.0 CL%: 23.0 KMax: 23.0 K: 522.0 D: 476.0 A: 232.0 FK: 63.0 FD: 66.0 Rnd: 742,ianto,Requiem,"viper, jett, killjoy",232.0,199.7,131.6,0.31,,23.0,476.0,66.0,0.09,63.0,0.08,26.0,522.0,1.1,76.0,23.0,0.7,1.07,742
Player Blessed from team FOCUSGG has the following stats: R2.0: 1.07 ACS: 208.7 K:D: 1.05 KAST: 72.0 ADR: 134.2 KPR: 0.72 APR: 0.38 FKPR: 0.11 FDPR: 0.1 HS%: 30.0 CL%: 18.0 KMax: 28.0 K: 606.0 D: 575.0 A: 318.0 FK: 90.0 FD: 85.0 Rnd: 847,Blessed,FOCUSGG,"breach, viper, kayo",318.0,208.7,134.2,0.38,,18.0,575.0,85.0,0.1,90.0,0.11,30.0,606.0,1.05,72.0,28.0,0.72,1.07,847
Player N/A from team N/A has the following stats: R2.0: 1.06 ACS: 219.1 K:D: 1.11 KAST: 72.78 ADR: 145.36 KPR: 0.78 APR: 0.28 FKPR: 0.12 FDPR: 0.12 HS%: 27.11 CL%: 13.93 KMax: 29.58 K: 933.66 D: 838.04 A: 293.04 FK: 157.76 FD: 155.56 Rnd: 2163,N/A,N/A,,293.04,219.1,145.36,0.28,,13.93,838.04,155.56,0.12,157.76,0.12,27.11,933.66,1.11,72.78,29.58,0.78,1.06,2163
Player Pa1ze from team Diamant Esports has the following stats: R2.0: 1.07 ACS: 243.3 K:D: 1.13 KAST: 69.0 ADR: 153.9 KPR: 0.83 APR: 0.18 FKPR: 0.21 FDPR: 0.2 HS%: 25.0 CL%: 17.0 KMax: 29.0 K: 1005.0 D: 889.0 A: 213.0 FK: 255.0 FD: 243.0 Rnd: 1207,Pa1ze,Diamant Esports,"raze, jett, neon",213.0,243.3,153.9,0.18,,17.0,889.0,243.0,0.2,255.0,0.21,25.0,1005.0,1.13,69.0,29.0,0.83,1.07,1207
Player ReQz from team NXT has the following stats: R2.0: 1.07 ACS: 214.2 K:D: 1.04 KAST: 69.0 ADR: 141.1 KPR: 0.76 APR: 0.29 FKPR: 0.11 FDPR: 0.13 HS%: 28.0 CL%: 15.0 KMax: 27.0 K: 384.0 D: 368.0 A: 147.0 FK: 53.0 FD: 68.0 Rnd: 504,ReQz,NXT,"skye, sage, killjoy",147.0,214.2,141.1,0.29,,15.0,368.0,68.0,0.13,53.0,0.11,28.0,384.0,1.04,69.0,27.0,0.76,1.07,504
Player Recoil from team OREGON HACK has the following stats: R2.0: 1.07 ACS: 211.9 K:D: 1.09 KAST: 76.0 ADR: 139.4 KPR: 0.74 APR: 0.35 FKPR: 0.04 FDPR: 0.05 HS%: 34.0 CL%: 18.0 KMax: 26.0 K: 262.0 D: 241.0 A: 124.0 FK: 15.0 FD: 17.0 Rnd: 352,Recoil,OREGON HACK,"omen, viper, breach",124.0,211.9,139.4,0.35,,18.0,241.0,17.0,0.05,15.0,0.04,34.0,262.0,1.09,76.0,26.0,0.74,1.07,352
Player Xross from team Nongshim RedForce has the following stats: R2.0: 1.07 ACS: 205.1 K:D: 1.13 KAST: 73.0 ADR: 135.1 KPR: 0.73 APR: 0.29 FKPR: 0.08 FDPR: 0.06 HS%: 23.0 CL%: 12.0 KMax: 31.0 K: 529.0 D: 469.0 A: 209.0 FK: 56.0 FD: 46.0 Rnd: 728,Xross,Nongshim RedForce,"killjoy, yoru, cypher",209.0,205.1,135.1,0.29,,12.0,469.0,46.0,0.06,56.0,0.08,23.0,529.0,1.13,73.0,31.0,0.73,1.07,728
Player Creamydreamy from team SweetNsour has the following stats: R2.0: 1.07 ACS: 193.3 K:D: 1.01 KAST: 74.0 ADR: 125.3 KPR: 0.69 APR: 0.51 FKPR: 0.07 FDPR: 0.06 HS%: 32.0 CL%: 13.0 KMax: 24.0 K: 817.0 D: 812.0 A: 603.0 FK: 82.0 FD: 67.0 Rnd: 1187,Creamydreamy,SweetNsour,"skye, kayo, breach",603.0,193.3,125.3,0.51,,13.0,812.0,67.0,0.06,82.0,0.07,32.0,817.0,1.01,74.0,24.0,0.69,1.07,1187
Player Kally from team SUPERFECT Esports has the following stats: R2.0: 1.07 ACS: 205.8 K:D: 1.06 KAST: 68.0 ADR: 130.2 KPR: 0.74 APR: 0.26 FKPR: 0.1 FDPR: 0.07 HS%: 28.0 CL%: 16.0 KMax: 26.0 K: 184.0 D: 173.0 A: 64.0 FK: 24.0 FD: 17.0 Rnd: 247,Kally,SUPERFECT Esports,"cypher, killjoy, astra",64.0,205.8,130.2,0.26,,16.0,173.0,17.0,0.07,24.0,0.1,28.0,184.0,1.06,68.0,26.0,0.74,1.07,247
Player Br1ckzl from team Vision Esports has the following stats: R2.0: 1.07 ACS: 208.4 K:D: 1.0 KAST: 72.0 ADR: 136.7 KPR: 0.73 APR: 0.35 FKPR: 0.08 FDPR: 0.07 HS%: 31.0 CL%: 4.0 KMax: 27.0 K: 482.0 D: 483.0 A: 230.0 FK: 54.0 FD: 44.0 Rnd: 656,Br1ckzl,Vision Esports,"omen, viper, jett",230.0,208.4,136.7,0.35,,4.0,483.0,44.0,0.07,54.0,0.08,31.0,482.0,1.0,72.0,27.0,0.73,1.07,656
Player Hals from team REJECT has the following stats: R2.0: 1.06 ACS: 206.0 K:D: 1.08 KAST: 72.0 ADR: 138.1 KPR: 0.72 APR: 0.25 FKPR: 0.08 FDPR: 0.1 HS%: 22.0 CL%: 29.0 KMax: 24.0 K: 554.0 D: 511.0 A: 193.0 FK: 63.0 FD: 80.0 Rnd: 771,Hals,REJECT,"jett, cypher, killjoy",193.0,206.0,138.1,0.25,,29.0,511.0,80.0,0.1,63.0,0.08,22.0,554.0,1.08,72.0,24.0,0.72,1.06,771
Player umaruchans from team XOXO-01 has the following stats: R2.0: 1.06 ACS: 213.3 K:D: 0.99 KAST: 69.0 ADR: 144.7 KPR: 0.76 APR: 0.2 FKPR: 0.08 FDPR: 0.06 HS%: 35.0 CL%: 10.0 KMax: 22.0 K: 167.0 D: 169.0 A: 45.0 FK: 18.0 FD: 14.0 Rnd: 220,umaruchans,XOXO-01,"killjoy, skye, gekko",45.0,213.3,144.7,0.2,,10.0,169.0,14.0,0.06,18.0,0.08,35.0,167.0,0.99,69.0,22.0,0.76,1.06,220
Player ALL3Y from team Team Occupy has the following stats: R2.0: 1.06 ACS: 232.2 K:D: 1.14 KAST: 68.0 ADR: 147.0 KPR: 0.83 APR: 0.1 FKPR: 0.21 FDPR: 0.18 HS%: 31.0 CL%: 21.0 KMax: 27.0 K: 418.0 D: 367.0 A: 49.0 FK: 106.0 FD: 88.0 Rnd: 502,ALL3Y,Team Occupy,"jett, chamber, raze",49.0,232.2,147.0,0.1,,21.0,367.0,88.0,0.18,106.0,0.21,31.0,418.0,1.14,68.0,27.0,0.83,1.06,502
Player Zhannn from team ROA Esport has the following stats: R2.0: 1.06 ACS: 204.4 K:D: 1.01 KAST: 69.0 ADR: 136.2 KPR: 0.74 APR: 0.3 FKPR: 0.06 FDPR: 0.04 HS%: 28.0 CL%: 9.0 KMax: 30.0 K: 217.0 D: 215.0 A: 89.0 FK: 18.0 FD: 11.0 Rnd: 294,Zhannn,ROA Esport,"viper, omen, astra",89.0,204.4,136.2,0.3,,9.0,215.0,11.0,0.04,18.0,0.06,28.0,217.0,1.01,69.0,30.0,0.74,1.06,294
Player NeFi from team Szach Mat has the following stats: R2.0: 1.06 ACS: 198.9 K:D: 1.0 KAST: 73.0 ADR: 134.3 KPR: 0.7 APR: 0.34 FKPR: 0.06 FDPR: 0.09 HS%: 33.0 CL%: 21.0 KMax: 20.0 K: 204.0 D: 203.0 A: 99.0 FK: 17.0 FD: 26.0 Rnd: 292,NeFi,Szach Mat,"skye, viper, kayo",99.0,198.9,134.3,0.34,,21.0,203.0,26.0,0.09,17.0,0.06,33.0,204.0,1.0,73.0,20.0,0.7,1.06,292
Player Ali from team Boryoku has the following stats: R2.0: 1.06 ACS: 222.6 K:D: 1.1 KAST: 70.0 ADR: 140.6 KPR: 0.79 APR: 0.27 FKPR: 0.12 FDPR: 0.11 HS%: 30.0 CL%: 22.0 KMax: 21.0 K: 232.0 D: 211.0 A: 78.0 FK: 36.0 FD: 31.0 Rnd: 292,Ali,Boryoku,"omen, viper, brimstone",78.0,222.6,140.6,0.27,,22.0,211.0,31.0,0.11,36.0,0.12,30.0,232.0,1.1,70.0,21.0,0.79,1.06,292
Player ExciteMVP from team West Virginia University has the following stats: R2.0: 1.06 ACS: 182.4 K:D: 1.1 KAST: 71.0 ADR: 126.6 KPR: 0.64 APR: 0.27 FKPR: 0.08 FDPR: 0.08 HS%: 32.0 CL%: 16.0 KMax: 20.0 K: 160.0 D: 146.0 A: 68.0 FK: 21.0 FD: 19.0 Rnd: 250,ExciteMVP,West Virginia University,"sova, skye, fade",68.0,182.4,126.6,0.27,,16.0,146.0,19.0,0.08,21.0,0.08,32.0,160.0,1.1,71.0,20.0,0.64,1.06,250
Player luckyMrJ from team trashcan has the following stats: R2.0: 1.06 ACS: 199.4 K:D: 1.04 KAST: 73.0 ADR: 128.4 KPR: 0.72 APR: 0.24 FKPR: 0.1 FDPR: 0.08 HS%: 29.0 CL%: 15.0 KMax: 24.0 K: 409.0 D: 395.0 A: 138.0 FK: 60.0 FD: 48.0 Rnd: 572,luckyMrJ,trashcan,"killjoy, cypher, viper",138.0,199.4,128.4,0.24,,15.0,395.0,48.0,0.08,60.0,0.1,29.0,409.0,1.04,73.0,24.0,0.72,1.06,572
Player chloric from team Maryville University has the following stats: R2.0: 1.06 ACS: 175.9 K:D: 1.01 KAST: 76.0 ADR: 119.8 KPR: 0.63 APR: 0.37 FKPR: 0.07 FDPR: 0.04 HS%: 24.0 CL%: 16.0 KMax: 21.0 K: 250.0 D: 248.0 A: 146.0 FK: 26.0 FD: 17.0 Rnd: 400,chloric,Maryville University,"sova, raze, kayo",146.0,175.9,119.8,0.37,,16.0,248.0,17.0,0.04,26.0,0.07,24.0,250.0,1.01,76.0,21.0,0.63,1.06,400
Player Magnus from team ALTERNATE aTTaX has the following stats: R2.0: 1.05 ACS: 224.8 K:D: 1.12 KAST: 69.0 ADR: 143.3 KPR: 0.8 APR: 0.13 FKPR: 0.19 FDPR: 0.15 HS%: 22.0 CL%: 5.0 KMax: 31.0 K: 530.0 D: 473.0 A: 87.0 FK: 128.0 FD: 100.0 Rnd: 661,Magnus,ALTERNATE aTTaX,"jett, raze, cypher",87.0,224.8,143.3,0.13,,5.0,473.0,100.0,0.15,128.0,0.19,22.0,530.0,1.12,69.0,31.0,0.8,1.05,661
Player silentzz from team 2Game Esports has the following stats: R2.0: 1.05 ACS: 232.4 K:D: 1.12 KAST: 72.0 ADR: 151.2 KPR: 0.83 APR: 0.14 FKPR: 0.18 FDPR: 0.12 HS%: 31.0 CL%: 9.0 KMax: 35.0 K: 1159.0 D: 1038.0 A: 198.0 FK: 249.0 FD: 173.0 Rnd: 1394,silentzz,2Game Esports,"jett, raze, sova",198.0,232.4,151.2,0.14,,9.0,1038.0,173.0,0.12,249.0,0.18,31.0,1159.0,1.12,72.0,35.0,0.83,1.05,1394
Player Shinon from team Bandit ESC has the following stats: R2.0: 1.05 ACS: 201.1 K:D: 1.01 KAST: 72.0 ADR: 132.9 KPR: 0.69 APR: 0.33 FKPR: 0.07 FDPR: 0.09 HS%: 31.0 CL%: 15.0 KMax: 21.0 K: 150.0 D: 149.0 A: 72.0 FK: 15.0 FD: 19.0 Rnd: 218,Shinon,Bandit ESC,"omen, viper, astra",72.0,201.1,132.9,0.33,,15.0,149.0,19.0,0.09,15.0,0.07,31.0,150.0,1.01,72.0,21.0,0.69,1.05,218
Player WanZeru from team B8 Esports has the following stats: R2.0: 1.05 ACS: 240.2 K:D: 1.05 KAST: 68.0 ADR: 158.6 KPR: 0.83 APR: 0.16 FKPR: 0.21 FDPR: 0.19 HS%: 22.0 CL%: 11.0 KMax: 32.0 K: 753.0 D: 717.0 A: 146.0 FK: 186.0 FD: 170.0 Rnd: 907,WanZeru,B8 Esports,"raze, jett, neon",146.0,240.2,158.6,0.16,,11.0,717.0,170.0,0.19,186.0,0.21,22.0,753.0,1.05,68.0,32.0,0.83,1.05,907
Player shinnok from team genziary has the following stats: R2.0: 1.05 ACS: 199.3 K:D: 1.02 KAST: 69.0 ADR: 137.2 KPR: 0.72 APR: 0.2 FKPR: 0.06 FDPR: 0.06 HS%: 28.0 CL%: 10.0 KMax: 25.0 K: 330.0 D: 324.0 A: 92.0 FK: 28.0 FD: 28.0 Rnd: 456,shinnok,genziary,"cypher, killjoy, jett",92.0,199.3,137.2,0.2,,10.0,324.0,28.0,0.06,28.0,0.06,28.0,330.0,1.02,69.0,25.0,0.72,1.05,456
Player kadiri from team EDGE has the following stats: R2.0: 1.05 ACS: 239.4 K:D: 1.03 KAST: 66.0 ADR: 157.8 KPR: 0.82 APR: 0.19 FKPR: 0.15 FDPR: 0.11 HS%: 34.0 CL%: 14.0 KMax: 27.0 K: 324.0 D: 314.0 A: 75.0 FK: 60.0 FD: 44.0 Rnd: 394,kadiri,EDGE,"jett, raze, yoru",75.0,239.4,157.8,0.19,,14.0,314.0,44.0,0.11,60.0,0.15,34.0,324.0,1.03,66.0,27.0,0.82,1.05,394
Player dokja from team Peace And Love has the following stats: R2.0: 1.05 ACS: 225.5 K:D: 1.07 KAST: 70.0 ADR: 141.2 KPR: 0.81 APR: 0.17 FKPR: 0.07 FDPR: 0.11 HS%: 28.0 CL%: 15.0 KMax: 24.0 K: 260.0 D: 244.0 A: 56.0 FK: 24.0 FD: 36.0 Rnd: 322,dokja,Peace And Love,"neon, reyna, phoenix",56.0,225.5,141.2,0.17,,15.0,244.0,36.0,0.11,24.0,0.07,28.0,260.0,1.07,70.0,24.0,0.81,1.05,322
Player Unfair from team Unicorns of Love has the following stats: R2.0: 1.05 ACS: 216.0 K:D: 1.09 KAST: 69.0 ADR: 150.1 KPR: 0.78 APR: 0.15 FKPR: 0.1 FDPR: 0.09 HS%: 33.0 CL%: 7.0 KMax: 28.0 K: 182.0 D: 167.0 A: 35.0 FK: 24.0 FD: 20.0 Rnd: 232,Unfair,Unicorns of Love,"sova, reyna, jett",35.0,216.0,150.1,0.15,,7.0,167.0,20.0,0.09,24.0,0.1,33.0,182.0,1.09,69.0,28.0,0.78,1.05,232
Player blowz from team THE 7 has the following stats: R2.0: 1.05 ACS: 228.5 K:D: 1.09 KAST: 71.0 ADR: 147.4 KPR: 0.78 APR: 0.26 FKPR: 0.14 FDPR: 0.12 HS%: 28.0 CL%: 15.0 KMax: 26.0 K: 785.0 D: 721.0 A: 265.0 FK: 141.0 FD: 117.0 Rnd: 1001,blowz,THE 7,"skye, raze, sova",265.0,228.5,147.4,0.26,,15.0,721.0,117.0,0.12,141.0,0.14,28.0,785.0,1.09,71.0,26.0,0.78,1.05,1001
Player Mot1on from team Gamax Esports has the following stats: R2.0: 1.04 ACS: 189.5 K:D: 0.93 KAST: 70.0 ADR: 129.4 KPR: 0.67 APR: 0.32 FKPR: 0.04 FDPR: 0.05 HS%: 29.0 CL%: 11.0 KMax: 24.0 K: 435.0 D: 470.0 A: 207.0 FK: 25.0 FD: 32.0 Rnd: 653,Mot1on,Gamax Esports,"kayo, sova, fade",207.0,189.5,129.4,0.32,,11.0,470.0,32.0,0.05,25.0,0.04,29.0,435.0,0.93,70.0,24.0,0.67,1.04,653
Player SemberN from team Formulation Gaming has the following stats: R2.0: 1.04 ACS: 210.4 K:D: 1.07 KAST: 70.0 ADR: 140.2 KPR: 0.75 APR: 0.22 FKPR: 0.09 FDPR: 0.06 HS%: 27.0 CL%: 8.0 KMax: 24.0 K: 552.0 D: 515.0 A: 160.0 FK: 65.0 FD: 45.0 Rnd: 733,SemberN,Formulation Gaming,"cypher, killjoy, viper",160.0,210.4,140.2,0.22,,8.0,515.0,45.0,0.06,65.0,0.09,27.0,552.0,1.07,70.0,24.0,0.75,1.04,733
