Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Boni from team special grade has the following stats: R2.0: 1.04 ACS: 210.4 K:D: 1.02 KAST: 70.0 ADR: 139.2 KPR: 0.74 APR: 0.33 FKPR: 0.11 FDPR: 0.13 HS%: 26.0 CL%: 14.0 KMax: 28.0 K: 258.0 D: 253.0 A: 114.0 FK: 38.0 FD: 47.0 Rnd: 350,Boni,special grade,"breach, raze, jett",114.0,210.4,139.2,0.33,,14.0,253.0,47.0,0.13,38.0,0.11,26.0,258.0,1.02,70.0,28.0,0.74,1.04,350
Player Korsonix from team UST Esports has the following stats: R2.0: 1.04 ACS: 207.8 K:D: 1.08 KAST: 72.0 ADR: 131.6 KPR: 0.75 APR: 0.2 FKPR: 0.05 FDPR: 0.04 HS%: 23.0 CL%: 5.0 KMax: 20.0 K: 156.0 D: 144.0 A: 42.0 FK: 10.0 FD: 9.0 Rnd: 207,Korsonix,UST Esports,"killjoy, cypher, viper",42.0,207.8,131.6,0.2,,5.0,144.0,9.0,0.04,10.0,0.05,23.0,156.0,1.08,72.0,20.0,0.75,1.04,207
Player rkz from team Ivy League Gaming has the following stats: R2.0: 1.04 ACS: 190.3 K:D: 1.01 KAST: 68.0 ADR: 134.4 KPR: 0.72 APR: 0.29 FKPR: 0.04 FDPR: 0.05 HS%: 25.0 CL%: 24.0 KMax: 33.0 K: 158.0 D: 157.0 A: 64.0 FK: 9.0 FD: 11.0 Rnd: 219,rkz,Ivy League Gaming,"viper, omen, breach",64.0,190.3,134.4,0.29,,24.0,157.0,11.0,0.05,9.0,0.04,25.0,158.0,1.01,68.0,33.0,0.72,1.04,219
Player Bard0lf from team NOM Esports has the following stats: R2.0: 1.04 ACS: 224.0 K:D: 1.04 KAST: 70.0 ADR: 150.0 KPR: 0.79 APR: 0.28 FKPR: 0.09 FDPR: 0.1 HS%: 43.0 CL%: 10.0 KMax: 31.0 K: 346.0 D: 334.0 A: 123.0 FK: 39.0 FD: 44.0 Rnd: 438,Bard0lf,NOM Esports,"sage, omen, viper",123.0,224.0,150.0,0.28,,10.0,334.0,44.0,0.1,39.0,0.09,43.0,346.0,1.04,70.0,31.0,0.79,1.04,438
Player nex1SphiX from team The MongolZ has the following stats: R2.0: 1.04 ACS: 199.3 K:D: 1.02 KAST: 72.0 ADR: 132.2 KPR: 0.71 APR: 0.39 FKPR: 0.05 FDPR: 0.07 HS%: 32.0 CL%: 9.0 KMax: 24.0 K: 226.0 D: 221.0 A: 126.0 FK: 17.0 FD: 23.0 Rnd: 319,nex1SphiX,The MongolZ,"omen, cypher, brimstone",126.0,199.3,132.2,0.39,,9.0,221.0,23.0,0.07,17.0,0.05,32.0,226.0,1.02,72.0,24.0,0.71,1.04,319
Player snw from team RETA Esports has the following stats: R2.0: 1.04 ACS: 242.7 K:D: 1.14 KAST: 71.0 ADR: 160.2 KPR: 0.84 APR: 0.17 FKPR: 0.22 FDPR: 0.19 HS%: 23.0 CL%: 15.0 KMax: 30.0 K: 533.0 D: 468.0 A: 105.0 FK: 139.0 FD: 118.0 Rnd: 633,snw,RETA Esports,"jett, raze, chamber",105.0,242.7,160.2,0.17,,15.0,468.0,118.0,0.19,139.0,0.22,23.0,533.0,1.14,71.0,30.0,0.84,1.04,633
Player Caedye from team RIDDLE ORDER has the following stats: R2.0: 1.04 ACS: 221.0 K:D: 1.12 KAST: 71.0 ADR: 142.8 KPR: 0.79 APR: 0.2 FKPR: 0.13 FDPR: 0.12 HS%: 28.0 CL%: 27.0 KMax: 26.0 K: 394.0 D: 352.0 A: 101.0 FK: 64.0 FD: 61.0 Rnd: 500,Caedye,RIDDLE ORDER,"raze, sova, viper",101.0,221.0,142.8,0.2,,27.0,352.0,61.0,0.12,64.0,0.13,28.0,394.0,1.12,71.0,26.0,0.79,1.04,500
Player vAgue from team United Gaming has the following stats: R2.0: 1.04 ACS: 238.0 K:D: 1.12 KAST: 68.0 ADR: 152.6 KPR: 0.85 APR: 0.12 FKPR: 0.21 FDPR: 0.19 HS%: 35.0 CL%: 13.0 KMax: 31.0 K: 1246.0 D: 1115.0 A: 170.0 FK: 309.0 FD: 272.0 Rnd: 1470,vAgue,United Gaming,"raze, jett, omen",170.0,238.0,152.6,0.12,,13.0,1115.0,272.0,0.19,309.0,0.21,35.0,1246.0,1.12,68.0,31.0,0.85,1.04,1470
Player szoren from team Requiem has the following stats: R2.0: 1.04 ACS: 200.7 K:D: 1.07 KAST: 72.0 ADR: 131.3 KPR: 0.73 APR: 0.33 FKPR: 0.07 FDPR: 0.09 HS%: 30.0 CL%: 7.0 KMax: 28.0 K: 505.0 D: 474.0 A: 228.0 FK: 46.0 FD: 61.0 Rnd: 690,szoren,Requiem,"raze, jett, kayo",228.0,200.7,131.3,0.33,,7.0,474.0,61.0,0.09,46.0,0.07,30.0,505.0,1.07,72.0,28.0,0.73,1.04,690
Player zenox from team EDGE has the following stats: R2.0: 1.04 ACS: 246.9 K:D: 1.05 KAST: 73.0 ADR: 157.5 KPR: 0.84 APR: 0.25 FKPR: 0.16 FDPR: 0.15 HS%: 22.0 CL%: 15.0 KMax: 24.0 K: 265.0 D: 253.0 A: 78.0 FK: 52.0 FD: 46.0 Rnd: 317,zenox,EDGE,"raze, jett, killjoy",78.0,246.9,157.5,0.25,,15.0,253.0,46.0,0.15,52.0,0.16,22.0,265.0,1.05,73.0,24.0,0.84,1.04,317
Player Luca from team Metizport has the following stats: R2.0: 1.04 ACS: 204.9 K:D: 1.01 KAST: 67.0 ADR: 141.2 KPR: 0.74 APR: 0.18 FKPR: 0.09 FDPR: 0.06 HS%: 29.0 CL%: 19.0 KMax: 22.0 K: 232.0 D: 229.0 A: 58.0 FK: 27.0 FD: 20.0 Rnd: 314,Luca,Metizport,"omen, jett, killjoy",58.0,204.9,141.2,0.18,,19.0,229.0,20.0,0.06,27.0,0.09,29.0,232.0,1.01,67.0,22.0,0.74,1.04,314
Player yatsuka from team RIDDLE ORDER has the following stats: R2.0: 1.04 ACS: 189.5 K:D: 1.04 KAST: 73.0 ADR: 128.0 KPR: 0.69 APR: 0.27 FKPR: 0.07 FDPR: 0.08 HS%: 37.0 CL%: 18.0 KMax: 26.0 K: 344.0 D: 330.0 A: 137.0 FK: 36.0 FD: 38.0 Rnd: 500,yatsuka,RIDDLE ORDER,"omen, killjoy, cypher",137.0,189.5,128.0,0.27,,18.0,330.0,38.0,0.08,36.0,0.07,37.0,344.0,1.04,73.0,26.0,0.69,1.04,500
Player Cal from team GTZ Esports has the following stats: R2.0: 1.03 ACS: 192.2 K:D: 0.97 KAST: 73.0 ADR: 125.3 KPR: 0.68 APR: 0.35 FKPR: 0.09 FDPR: 0.1 HS%: 28.0 CL%: 9.0 KMax: 23.0 K: 188.0 D: 194.0 A: 97.0 FK: 26.0 FD: 27.0 Rnd: 275,Cal,GTZ Esports,"killjoy, sova, viper",97.0,192.2,125.3,0.35,,9.0,194.0,27.0,0.1,26.0,0.09,28.0,188.0,0.97,73.0,23.0,0.68,1.03,275
Player Kajuks from team B8 Esports has the following stats: R2.0: 1.03 ACS: 201.7 K:D: 0.98 KAST: 71.0 ADR: 131.2 KPR: 0.71 APR: 0.35 FKPR: 0.08 FDPR: 0.07 HS%: 27.0 CL%: 16.0 KMax: 30.0 K: 609.0 D: 624.0 A: 295.0 FK: 71.0 FD: 56.0 Rnd: 853,Kajuks,B8 Esports,"omen, breach, raze",295.0,201.7,131.2,0.35,,16.0,624.0,56.0,0.07,71.0,0.08,27.0,609.0,0.98,71.0,30.0,0.71,1.03,853
Player sacred from team YFP Gaming has the following stats: R2.0: 1.03 ACS: 199.9 K:D: 1.02 KAST: 67.0 ADR: 130.7 KPR: 0.73 APR: 0.26 FKPR: 0.08 FDPR: 0.09 HS%: 34.0 CL%: 16.0 KMax: 24.0 K: 203.0 D: 200.0 A: 72.0 FK: 23.0 FD: 25.0 Rnd: 280,sacred,YFP Gaming,"killjoy, cypher, viper",72.0,199.9,130.7,0.26,,16.0,200.0,25.0,0.09,23.0,0.08,34.0,203.0,1.02,67.0,24.0,0.73,1.03,280
Player gloom from team JFT has the following stats: R2.0: 1.03 ACS: 195.6 K:D: 1.01 KAST: 73.0 ADR: 124.7 KPR: 0.69 APR: 0.42 FKPR: 0.11 FDPR: 0.1 HS%: 22.0 CL%: 25.0 KMax: 23.0 K: 272.0 D: 269.0 A: 166.0 FK: 43.0 FD: 38.0 Rnd: 396,gloom,JFT,"kayo, omen, breach",166.0,195.6,124.7,0.42,,25.0,269.0,38.0,0.1,43.0,0.11,22.0,272.0,1.01,73.0,23.0,0.69,1.03,396
Player Nythan from team ARF TEAM has the following stats: R2.0: 1.03 ACS: 197.5 K:D: 1.01 KAST: 73.0 ADR: 130.3 KPR: 0.71 APR: 0.33 FKPR: 0.07 FDPR: 0.08 HS%: 29.0 CL%: 21.0 KMax: 26.0 K: 549.0 D: 544.0 A: 256.0 FK: 56.0 FD: 60.0 Rnd: 772,Nythan,ARF TEAM,"skye, sage, breach",256.0,197.5,130.3,0.33,,21.0,544.0,60.0,0.08,56.0,0.07,29.0,549.0,1.01,73.0,26.0,0.71,1.03,772
Player stonezy from team 325 has the following stats: R2.0: 1.03 ACS: 207.4 K:D: 1.02 KAST: 60.0 ADR: 138.6 KPR: 0.76 APR: 0.13 FKPR: 0.15 FDPR: 0.15 HS%: 21.0 CL%: 21.0 KMax: 25.0 K: 158.0 D: 155.0 A: 26.0 FK: 31.0 FD: 32.0 Rnd: 207,stonezy,325,"jett, killjoy, raze",26.0,207.4,138.6,0.13,,21.0,155.0,32.0,0.15,31.0,0.15,21.0,158.0,1.02,60.0,25.0,0.76,1.03,207
Player Myth from team FOCUSGG has the following stats: R2.0: 1.03 ACS: 187.7 K:D: 0.99 KAST: 74.0 ADR: 119.0 KPR: 0.65 APR: 0.4 FKPR: 0.07 FDPR: 0.07 HS%: 25.0 CL%: 17.0 KMax: 26.0 K: 548.0 D: 554.0 A: 341.0 FK: 57.0 FD: 57.0 Rnd: 847,Myth,FOCUSGG,"astra, sova, omen",341.0,187.7,119.0,0.4,,17.0,554.0,57.0,0.07,57.0,0.07,25.0,548.0,0.99,74.0,26.0,0.65,1.03,847
Player swagzor from team Team Occupy has the following stats: R2.0: 1.03 ACS: 242.3 K:D: 1.04 KAST: 66.0 ADR: 155.3 KPR: 0.84 APR: 0.13 FKPR: 0.21 FDPR: 0.15 HS%: 27.0 CL%: 18.0 KMax: 26.0 K: 337.0 D: 324.0 A: 53.0 FK: 85.0 FD: 59.0 Rnd: 400,swagzor,Team Occupy,"raze, jett, neon",53.0,242.3,155.3,0.13,,18.0,324.0,59.0,0.15,85.0,0.21,27.0,337.0,1.04,66.0,26.0,0.84,1.03,400
Player ghoul33 from team THE 7 has the following stats: R2.0: 1.03 ACS: 239.0 K:D: 1.14 KAST: 70.0 ADR: 154.8 KPR: 0.86 APR: 0.18 FKPR: 0.18 FDPR: 0.14 HS%: 37.0 CL%: 15.0 KMax: 27.0 K: 511.0 D: 450.0 A: 108.0 FK: 106.0 FD: 84.0 Rnd: 594,ghoul33,THE 7,"jett, iso, raze",108.0,239.0,154.8,0.18,,15.0,450.0,84.0,0.14,106.0,0.18,37.0,511.0,1.14,70.0,27.0,0.86,1.03,594
Player Jefz from team Cynical has the following stats: R2.0: 1.03 ACS: 224.1 K:D: 1.0 KAST: 71.0 ADR: 151.1 KPR: 0.77 APR: 0.22 FKPR: 0.17 FDPR: 0.2 HS%: 13.0 CL%: 24.0 KMax: 24.0 K: 227.0 D: 226.0 A: 66.0 FK: 49.0 FD: 58.0 Rnd: 296,Jefz,Cynical,"jett, raze, viper",66.0,224.1,151.1,0.22,,24.0,226.0,58.0,0.2,49.0,0.17,13.0,227.0,1.0,71.0,24.0,0.77,1.03,296
Player jvhz from team XSOUL has the following stats: R2.0: 1.03 ACS: 221.3 K:D: 1.06 KAST: 70.0 ADR: 145.5 KPR: 0.76 APR: 0.22 FKPR: 0.19 FDPR: 0.18 HS%: 22.0 CL%: 12.0 KMax: 31.0 K: 478.0 D: 450.0 A: 136.0 FK: 117.0 FD: 116.0 Rnd: 630,jvhz,XSOUL,"jett, raze, neon",136.0,221.3,145.5,0.22,,12.0,450.0,116.0,0.18,117.0,0.19,22.0,478.0,1.06,70.0,31.0,0.76,1.03,630
Player SecondLove from team JustUs has the following stats: R2.0: 1.03 ACS: 200.5 K:D: 0.98 KAST: 67.0 ADR: 139.7 KPR: 0.71 APR: 0.23 FKPR: 0.06 FDPR: 0.08 HS%: 28.0 CL%: 14.0 KMax: 33.0 K: 543.0 D: 554.0 A: 179.0 FK: 47.0 FD: 64.0 Rnd: 763,SecondLove,JustUs,"killjoy, cypher, sova",179.0,200.5,139.7,0.23,,14.0,554.0,64.0,0.08,47.0,0.06,28.0,543.0,0.98,67.0,33.0,0.71,1.03,763
Player Uyen from team Carti World has the following stats: R2.0: 1.03 ACS: 209.0 K:D: 0.99 KAST: 72.0 ADR: 143.4 KPR: 0.73 APR: 0.29 FKPR: 0.12 FDPR: 0.1 HS%: 24.0 CL%: 16.0 KMax: 26.0 K: 214.0 D: 217.0 A: 85.0 FK: 35.0 FD: 28.0 Rnd: 294,Uyen,Carti World,"raze, sova, viper",85.0,209.0,143.4,0.29,,16.0,217.0,28.0,0.1,35.0,0.12,24.0,214.0,0.99,72.0,26.0,0.73,1.03,294
Player bstrdd from team Team Liquid Brazil has the following stats: R2.0: 1.02 ACS: 219.8 K:D: 1.03 KAST: 71.0 ADR: 152.7 KPR: 0.76 APR: 0.19 FKPR: 0.17 FDPR: 0.2 HS%: 27.0 CL%: 13.0 KMax: 29.0 K: 220.0 D: 214.0 A: 55.0 FK: 48.0 FD: 59.0 Rnd: 289,bstrdd,Team Liquid Brazil,"jett, raze, skye",55.0,219.8,152.7,0.19,,13.0,214.0,59.0,0.2,48.0,0.17,27.0,220.0,1.03,71.0,29.0,0.76,1.02,289
Player Kalkkuna from team apinaorkesteri has the following stats: R2.0: 1.02 ACS: 224.9 K:D: 1.02 KAST: 71.0 ADR: 148.6 KPR: 0.78 APR: 0.2 FKPR: 0.16 FDPR: 0.14 HS%: 25.0 CL%: 13.0 KMax: 29.0 K: 652.0 D: 639.0 A: 166.0 FK: 132.0 FD: 121.0 Rnd: 839,Kalkkuna,apinaorkesteri,"jett, raze, chamber",166.0,224.9,148.6,0.2,,13.0,639.0,121.0,0.14,132.0,0.16,25.0,652.0,1.02,71.0,29.0,0.78,1.02,839
Player Snowi from team OnlyFins has the following stats: R2.0: 1.02 ACS: 183.5 K:D: 0.95 KAST: 73.0 ADR: 121.6 KPR: 0.65 APR: 0.44 FKPR: 0.05 FDPR: 0.06 HS%: 26.0 CL%: 19.0 KMax: 26.0 K: 643.0 D: 678.0 A: 439.0 FK: 51.0 FD: 64.0 Rnd: 991,Snowi,OnlyFins,"sova, breach, kayo",439.0,183.5,121.6,0.44,,19.0,678.0,64.0,0.06,51.0,0.05,26.0,643.0,0.95,73.0,26.0,0.65,1.02,991
Player erde from team Furious Gaming has the following stats: R2.0: 1.02 ACS: 207.2 K:D: 0.99 KAST: 71.0 ADR: 138.0 KPR: 0.71 APR: 0.32 FKPR: 0.1 FDPR: 0.1 HS%: 25.0 CL%: 20.0 KMax: 22.0 K: 459.0 D: 462.0 A: 208.0 FK: 62.0 FD: 66.0 Rnd: 646,erde,Furious Gaming,"breach, sova, skye",208.0,207.2,138.0,0.32,,20.0,462.0,66.0,0.1,62.0,0.1,25.0,459.0,0.99,71.0,22.0,0.71,1.02,646
Player Pkm from team SUPERFECT Esports has the following stats: R2.0: 1.02 ACS: 222.5 K:D: 1.05 KAST: 70.0 ADR: 146.3 KPR: 0.78 APR: 0.2 FKPR: 0.17 FDPR: 0.14 HS%: 28.0 CL%: 16.0 KMax: 32.0 K: 603.0 D: 576.0 A: 157.0 FK: 132.0 FD: 111.0 Rnd: 773,Pkm,SUPERFECT Esports,"raze, viper, neon",157.0,222.5,146.3,0.2,,16.0,576.0,111.0,0.14,132.0,0.17,28.0,603.0,1.05,70.0,32.0,0.78,1.02,773
Player SID from team Nongshim RedForce has the following stats: R2.0: 1.02 ACS: 219.0 K:D: 1.05 KAST: 69.0 ADR: 143.3 KPR: 0.76 APR: 0.23 FKPR: 0.13 FDPR: 0.13 HS%: 28.0 CL%: 22.0 KMax: 26.0 K: 437.0 D: 416.0 A: 132.0 FK: 75.0 FD: 74.0 Rnd: 578,SID,Nongshim RedForce,"jett, raze, viper",132.0,219.0,143.3,0.23,,22.0,416.0,74.0,0.13,75.0,0.13,28.0,437.0,1.05,69.0,26.0,0.76,1.02,578
Player jcz from team OXEN has the following stats: R2.0: 1.02 ACS: 205.6 K:D: 0.99 KAST: 71.0 ADR: 131.6 KPR: 0.72 APR: 0.29 FKPR: 0.06 FDPR: 0.06 HS%: 30.0 CL%: 9.0 KMax: 19.0 K: 189.0 D: 190.0 A: 75.0 FK: 15.0 FD: 15.0 Rnd: 262,jcz,OXEN,"gekko, deadlock, sova",75.0,205.6,131.6,0.29,,9.0,190.0,15.0,0.06,15.0,0.06,30.0,189.0,0.99,71.0,19.0,0.72,1.02,262
Player Kozok from team B8 Esports has the following stats: R2.0: 1.02 ACS: 204.5 K:D: 0.99 KAST: 71.0 ADR: 134.2 KPR: 0.71 APR: 0.27 FKPR: 0.06 FDPR: 0.08 HS%: 25.0 CL%: 19.0 KMax: 26.0 K: 198.0 D: 200.0 A: 74.0 FK: 17.0 FD: 23.0 Rnd: 277,Kozok,B8 Esports,"sova, fade, breach",74.0,204.5,134.2,0.27,,19.0,200.0,23.0,0.08,17.0,0.06,25.0,198.0,0.99,71.0,26.0,0.71,1.02,277
Player phi from team iPGN has the following stats: R2.0: 1.02 ACS: 193.2 K:D: 0.98 KAST: 72.0 ADR: 123.5 KPR: 0.69 APR: 0.43 FKPR: 0.06 FDPR: 0.05 HS%: 27.0 CL%: 12.0 KMax: 24.0 K: 418.0 D: 425.0 A: 259.0 FK: 38.0 FD: 30.0 Rnd: 607,phi,iPGN,"omen, viper, breach",259.0,193.2,123.5,0.43,,12.0,425.0,30.0,0.05,38.0,0.06,27.0,418.0,0.98,72.0,24.0,0.69,1.02,607
Player pudj from team ELEVATE has the following stats: R2.0: 1.02 ACS: 188.7 K:D: 1.01 KAST: 72.0 ADR: 128.9 KPR: 0.68 APR: 0.29 FKPR: 0.06 FDPR: 0.09 HS%: 25.0 CL%: 17.0 KMax: 32.0 K: 357.0 D: 354.0 A: 153.0 FK: 30.0 FD: 47.0 Rnd: 528,pudj,ELEVATE,"jett, omen, viper",153.0,188.7,128.9,0.29,,17.0,354.0,47.0,0.09,30.0,0.06,25.0,357.0,1.01,72.0,32.0,0.68,1.02,528
Player MCD from team DIVIZON has the following stats: R2.0: 1.02 ACS: 176.6 K:D: 1.06 KAST: 67.0 ADR: 122.7 KPR: 0.66 APR: 0.16 FKPR: 0.06 FDPR: 0.07 HS%: 36.0 CL%: 18.0 KMax: 24.0 K: 253.0 D: 239.0 A: 61.0 FK: 22.0 FD: 26.0 Rnd: 383,MCD,DIVIZON,"cypher, killjoy, viper",61.0,176.6,122.7,0.16,,18.0,239.0,26.0,0.07,22.0,0.06,36.0,253.0,1.06,67.0,24.0,0.66,1.02,383
Player brock from team Koopa Troopas has the following stats: R2.0: 1.02 ACS: 221.9 K:D: 0.99 KAST: 69.0 ADR: 144.2 KPR: 0.75 APR: 0.34 FKPR: 0.15 FDPR: 0.13 HS%: 25.0 CL%: 16.0 KMax: 25.0 K: 270.0 D: 273.0 A: 122.0 FK: 53.0 FD: 47.0 Rnd: 362,brock,Koopa Troopas,"sova, fade, raze",122.0,221.9,144.2,0.34,,16.0,273.0,47.0,0.13,53.0,0.15,25.0,270.0,0.99,69.0,25.0,0.75,1.02,362
Player Kibojn from team Medal Esports has the following stats: R2.0: 1.02 ACS: 178.5 K:D: 0.96 KAST: 73.0 ADR: 116.0 KPR: 0.64 APR: 0.36 FKPR: 0.05 FDPR: 0.04 HS%: 31.0 CL%: 14.0 KMax: 25.0 K: 472.0 D: 491.0 A: 271.0 FK: 34.0 FD: 32.0 Rnd: 743,Kibojn,Medal Esports,"breach, kayo, skye",271.0,178.5,116.0,0.36,,14.0,491.0,32.0,0.04,34.0,0.05,31.0,472.0,0.96,73.0,25.0,0.64,1.02,743
Player JSP from team Converse NBG has the following stats: R2.0: 1.02 ACS: 197.2 K:D: 1.07 KAST: 69.0 ADR: 136.5 KPR: 0.69 APR: 0.23 FKPR: 0.09 FDPR: 0.05 HS%: 27.0 CL%: 22.0 KMax: 25.0 K: 172.0 D: 161.0 A: 58.0 FK: 23.0 FD: 12.0 Rnd: 250,JSP,Converse NBG,"jett, omen, raze",58.0,197.2,136.5,0.23,,22.0,161.0,12.0,0.05,23.0,0.09,27.0,172.0,1.07,69.0,25.0,0.69,1.02,250
Player Aace from team RIDDLE ORDER has the following stats: R2.0: 1.01 ACS: 194.3 K:D: 1.08 KAST: 74.0 ADR: 129.4 KPR: 0.73 APR: 0.29 FKPR: 0.06 FDPR: 0.07 HS%: 32.0 CL%: 11.0 KMax: 25.0 K: 367.0 D: 340.0 A: 146.0 FK: 31.0 FD: 34.0 Rnd: 500,Aace,RIDDLE ORDER,"viper, omen, raze",146.0,194.3,129.4,0.29,,11.0,340.0,34.0,0.07,31.0,0.06,32.0,367.0,1.08,74.0,25.0,0.73,1.01,500
Player RedLight from team SLT Seongnam has the following stats: R2.0: 1.01 ACS: 190.9 K:D: 0.97 KAST: 70.0 ADR: 123.6 KPR: 0.68 APR: 0.3 FKPR: 0.07 FDPR: 0.06 HS%: 24.0 CL%: 15.0 KMax: 27.0 K: 378.0 D: 388.0 A: 165.0 FK: 38.0 FD: 35.0 Rnd: 558,RedLight,SLT Seongnam,"viper, killjoy, omen",165.0,190.9,123.6,0.3,,15.0,388.0,35.0,0.06,38.0,0.07,24.0,378.0,0.97,70.0,27.0,0.68,1.01,558
Player forbanz from team XLD Gaming has the following stats: R2.0: 1.01 ACS: 229.3 K:D: 1.02 KAST: 68.0 ADR: 152.4 KPR: 0.79 APR: 0.19 FKPR: 0.15 FDPR: 0.16 HS%: 23.0 CL%: 13.0 KMax: 34.0 K: 911.0 D: 893.0 A: 218.0 FK: 179.0 FD: 188.0 Rnd: 1160,forbanz,XLD Gaming,"jett, raze, neon",218.0,229.3,152.4,0.19,,13.0,893.0,188.0,0.16,179.0,0.15,23.0,911.0,1.02,68.0,34.0,0.79,1.01,1160
Player B1ngXun from team Five Ace Esports has the following stats: R2.0: 1.01 ACS: 198.6 K:D: 1.02 KAST: 67.0 ADR: 136.1 KPR: 0.7 APR: 0.21 FKPR: 0.06 FDPR: 0.09 HS%: 34.0 CL%: 17.0 KMax: 22.0 K: 202.0 D: 199.0 A: 59.0 FK: 16.0 FD: 27.0 Rnd: 287,B1ngXun,Five Ace Esports,"killjoy, cypher, viper",59.0,198.6,136.1,0.21,,17.0,199.0,27.0,0.09,16.0,0.06,34.0,202.0,1.02,67.0,22.0,0.7,1.01,287
Player bones from team FLUFFY AIMERS has the following stats: R2.0: 1.01 ACS: 217.1 K:D: 1.07 KAST: 72.0 ADR: 140.0 KPR: 0.75 APR: 0.27 FKPR: 0.13 FDPR: 0.15 HS%: 24.0 CL%: 19.0 KMax: 26.0 K: 660.0 D: 618.0 A: 239.0 FK: 115.0 FD: 134.0 Rnd: 885,bones,FLUFFY AIMERS,"raze, skye, kayo",239.0,217.1,140.0,0.27,,19.0,618.0,134.0,0.15,115.0,0.13,24.0,660.0,1.07,72.0,26.0,0.75,1.01,885
Player Dignified from team OLD STINKY CAT has the following stats: R2.0: 1.01 ACS: 191.2 K:D: 0.94 KAST: 70.0 ADR: 128.4 KPR: 0.69 APR: 0.36 FKPR: 0.07 FDPR: 0.05 HS%: 41.0 CL%: 10.0 KMax: 21.0 K: 234.0 D: 248.0 A: 121.0 FK: 22.0 FD: 18.0 Rnd: 338,Dignified,OLD STINKY CAT,"skye, kayo, gekko",121.0,191.2,128.4,0.36,,10.0,248.0,18.0,0.05,22.0,0.07,41.0,234.0,0.94,70.0,21.0,0.69,1.01,338
Player Zoestol from team Blue Otter has the following stats: R2.0: 1.01 ACS: 177.6 K:D: 0.99 KAST: 76.0 ADR: 115.2 KPR: 0.62 APR: 0.41 FKPR: 0.07 FDPR: 0.09 HS%: 21.0 CL%: 17.0 KMax: 25.0 K: 289.0 D: 293.0 A: 189.0 FK: 32.0 FD: 40.0 Rnd: 464,Zoestol,Blue Otter,"omen, viper, astra",189.0,177.6,115.2,0.41,,17.0,293.0,40.0,0.09,32.0,0.07,21.0,289.0,0.99,76.0,25.0,0.62,1.01,464
Player khz from team XSOUL has the following stats: R2.0: 1.01 ACS: 199.7 K:D: 1.07 KAST: 69.0 ADR: 133.7 KPR: 0.73 APR: 0.19 FKPR: 0.1 FDPR: 0.11 HS%: 29.0 CL%: 12.0 KMax: 26.0 K: 317.0 D: 297.0 A: 84.0 FK: 43.0 FD: 48.0 Rnd: 437,khz,XSOUL,"killjoy, cypher, breach",84.0,199.7,133.7,0.19,,12.0,297.0,48.0,0.11,43.0,0.1,29.0,317.0,1.07,69.0,26.0,0.73,1.01,437
Player par scofield from team JustUs has the following stats: R2.0: 1.01 ACS: 220.8 K:D: 1.0 KAST: 65.0 ADR: 151.8 KPR: 0.78 APR: 0.18 FKPR: 0.17 FDPR: 0.16 HS%: 27.0 CL%: 19.0 KMax: 31.0 K: 598.0 D: 600.0 A: 136.0 FK: 128.0 FD: 119.0 Rnd: 763,par scofield,JustUs,"reyna, jett, raze",136.0,220.8,151.8,0.18,,19.0,600.0,119.0,0.16,128.0,0.17,27.0,598.0,1.0,65.0,31.0,0.78,1.01,763
Player Nasty from team PAPA ESPORTS has the following stats: R2.0: 1.01 ACS: 220.3 K:D: 1.02 KAST: 66.0 ADR: 141.3 KPR: 0.78 APR: 0.1 FKPR: 0.19 FDPR: 0.16 HS%: 27.0 CL%: 14.0 KMax: 31.0 K: 353.0 D: 346.0 A: 45.0 FK: 85.0 FD: 73.0 Rnd: 453,Nasty,PAPA ESPORTS,"jett, raze, iso",45.0,220.3,141.3,0.1,,14.0,346.0,73.0,0.16,85.0,0.19,27.0,353.0,1.02,66.0,31.0,0.78,1.01,453
Player Deqadz from team Requiem has the following stats: R2.0: 1.01 ACS: 195.4 K:D: 1.0 KAST: 72.0 ADR: 125.6 KPR: 0.68 APR: 0.38 FKPR: 0.09 FDPR: 0.1 HS%: 19.0 CL%: 13.0 KMax: 25.0 K: 452.0 D: 453.0 A: 252.0 FK: 57.0 FD: 64.0 Rnd: 662,Deqadz,Requiem,"omen, viper, brimstone",252.0,195.4,125.6,0.38,,13.0,453.0,64.0,0.1,57.0,0.09,19.0,452.0,1.0,72.0,25.0,0.68,1.01,662
Player RizoN from team Underground Gaming has the following stats: R2.0: 1.01 ACS: 204.0 K:D: 0.98 KAST: 72.0 ADR: 139.7 KPR: 0.72 APR: 0.34 FKPR: 0.1 FDPR: 0.12 HS%: 31.0 CL%: 10.0 KMax: 25.0 K: 498.0 D: 506.0 A: 236.0 FK: 72.0 FD: 82.0 Rnd: 692,RizoN,Underground Gaming,"raze, sage, kayo",236.0,204.0,139.7,0.34,,10.0,506.0,82.0,0.12,72.0,0.1,31.0,498.0,0.98,72.0,25.0,0.72,1.01,692
