Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Qlutch from team NMG Celeste has the following stats: R2.0: 0.74 ACS: 169.4 K:D: 0.7 KAST: 67.0 ADR: 113.3 KPR: 0.58 APR: 0.34 FKPR: 0.06 FDPR: 0.14 HS%: 25.0 CL%: 9.0 KMax: 22.0 K: 225.0 D: 322.0 A: 133.0 FK: 23.0 FD: 56.0 Rnd: 387,Qlutch,NMG Celeste,"kayo, skye, killjoy",133.0,169.4,113.3,0.34,9.0,322.0,56.0,0.14,23.0,0.06,25.0,225.0,0.7,67.0,22.0,0.58,0.74,387
Player niciplesss from team Last9 has the following stats: R2.0: 0.74 ACS: 166.0 K:D: 0.71 KAST: 62.0 ADR: 107.3 KPR: 0.56 APR: 0.23 FKPR: 0.05 FDPR: 0.1 HS%: 20.0 CL%: 17.0 KMax: 21.0 K: 171.0 D: 241.0 A: 72.0 FK: 15.0 FD: 30.0 Rnd: 308,niciplesss,Last9,"cypher, killjoy, viper",72.0,166.0,107.3,0.23,17.0,241.0,30.0,0.1,15.0,0.05,20.0,171.0,0.71,62.0,21.0,0.56,0.74,308
Player Mile from team Team Opulence Black has the following stats: R2.0: 0.73 ACS: 135.6 K:D: 0.63 KAST: 63.0 ADR: 91.3 KPR: 0.46 APR: 0.28 FKPR: 0.04 FDPR: 0.08 HS%: 19.0 CL%: 11.0 KMax: 19.0 K: 174.0 D: 276.0 A: 106.0 FK: 14.0 FD: 29.0 Rnd: 378,Mile,Team Opulence Black,"skye, sova, fade",106.0,135.6,91.3,0.28,11.0,276.0,29.0,0.08,14.0,0.04,19.0,174.0,0.63,63.0,19.0,0.46,0.73,378
Player chjna4q from team NOORG has the following stats: R2.0: 0.72 ACS: 177.6 K:D: 0.7 KAST: 60.0 ADR: 118.5 KPR: 0.61 APR: 0.29 FKPR: 0.08 FDPR: 0.13 HS%: 24.0 CL%: 11.0 KMax: 25.0 K: 191.0 D: 273.0 A: 90.0 FK: 25.0 FD: 40.0 Rnd: 313,chjna4q,NOORG,"kayo, breach, jett",90.0,177.6,118.5,0.29,11.0,273.0,40.0,0.13,25.0,0.08,24.0,191.0,0.7,60.0,25.0,0.61,0.72,313
Player chip from team YFP X has the following stats: R2.0: 0.71 ACS: 168.5 K:D: 0.68 KAST: 69.0 ADR: 109.8 KPR: 0.54 APR: 0.35 FKPR: 0.08 FDPR: 0.14 HS%: 21.0 CL%: 6.0 KMax: 20.0 K: 117.0 D: 173.0 A: 75.0 FK: 18.0 FD: 31.0 Rnd: 215,chip,YFP X,"omen, viper, jett",75.0,168.5,109.8,0.35,6.0,173.0,31.0,0.14,18.0,0.08,21.0,117.0,0.68,69.0,20.0,0.54,0.71,215
Player Destina from team L2W Fiore has the following stats: R2.0: 0.69 ACS: 150.8 K:D: 0.58 KAST: 60.0 ADR: 105.8 KPR: 0.46 APR: 0.28 FKPR: 0.05 FDPR: 0.06 HS%: 27.0 CL%: 3.0 KMax: 15.0 K: 118.0 D: 204.0 A: 72.0 FK: 13.0 FD: 15.0 Rnd: 257,Destina,L2W Fiore,"sova, sage, fade",72.0,150.8,105.8,0.28,3.0,204.0,15.0,0.06,13.0,0.05,27.0,118.0,0.58,60.0,15.0,0.46,0.69,257
Player lezinha from team o tal do cachorro theo has the following stats: R2.0: 0.68 ACS: 152.2 K:D: 0.64 KAST: 59.0 ADR: 101.7 KPR: 0.55 APR: 0.21 FKPR: 0.07 FDPR: 0.1 HS%: 28.0 CL%: 3.0 KMax: 23.0 K: 132.0 D: 206.0 A: 50.0 FK: 17.0 FD: 23.0 Rnd: 241,lezinha,o tal do cachorro theo,"killjoy, cypher, astra",50.0,152.2,101.7,0.21,3.0,206.0,23.0,0.1,17.0,0.07,28.0,132.0,0.64,59.0,23.0,0.55,0.68,241
Player quiNtbia from team 100org has the following stats: R2.0: 0.67 ACS: 130.3 K:D: 0.63 KAST: 64.0 ADR: 85.6 KPR: 0.47 APR: 0.18 FKPR: 0.05 FDPR: 0.04 HS%: 27.0 CL%: 4.0 KMax: 21.0 K: 141.0 D: 225.0 A: 53.0 FK: 15.0 FD: 11.0 Rnd: 297,quiNtbia,100org,"sova, breach, fade",53.0,130.3,85.6,0.18,4.0,225.0,11.0,0.04,15.0,0.05,27.0,141.0,0.63,64.0,21.0,0.47,0.67,297
Player heist from team Gen.G Black has the following stats: R2.0: 0.67 ACS: 133.6 K:D: 0.59 KAST: 65.0 ADR: 91.0 KPR: 0.47 APR: 0.27 FKPR: 0.06 FDPR: 0.07 HS%: 27.0 CL%: 4.0 KMax: 18.0 K: 155.0 D: 262.0 A: 89.0 FK: 19.0 FD: 23.0 Rnd: 330,heist,Gen.G Black,"jett, omen, viper",89.0,133.6,91.0,0.27,4.0,262.0,23.0,0.07,19.0,0.06,27.0,155.0,0.59,65.0,18.0,0.47,0.67,330
Player rushhh from team QoR GC has the following stats: R2.0: 0.67 ACS: 143.9 K:D: 0.67 KAST: 64.0 ADR: 94.8 KPR: 0.51 APR: 0.16 FKPR: 0.05 FDPR: 0.08 HS%: 21.0 CL%: 6.0 KMax: 16.0 K: 198.0 D: 297.0 A: 61.0 FK: 18.0 FD: 30.0 Rnd: 387,rushhh,QoR GC,"sova, breach, viper",61.0,143.9,94.8,0.16,6.0,297.0,30.0,0.08,18.0,0.05,21.0,198.0,0.67,64.0,16.0,0.51,0.67,387
Player napeR from team DELIRA Female has the following stats: R2.0: 0.64 ACS: 151.4 K:D: 0.59 KAST: 58.0 ADR: 96.2 KPR: 0.49 APR: 0.2 FKPR: 0.09 FDPR: 0.09 HS%: 25.0 CL%: 10.0 KMax: 18.0 K: 140.0 D: 238.0 A: 59.0 FK: 25.0 FD: 26.0 Rnd: 288,napeR,DELIRA Female,"astra, viper, omen",59.0,151.4,96.2,0.2,10.0,238.0,26.0,0.09,25.0,0.09,25.0,140.0,0.59,58.0,18.0,0.49,0.64,288
Player Ames from team RITUAL RED has the following stats: R2.0: 0.62 ACS: 160.7 K:D: 0.62 KAST: 54.0 ADR: 110.3 KPR: 0.54 APR: 0.14 FKPR: 0.12 FDPR: 0.27 HS%: 24.0 CL%: 18.0 KMax: 24.0 K: 158.0 D: 254.0 A: 42.0 FK: 34.0 FD: 79.0 Rnd: 292,Ames,RITUAL RED,"neon, kayo, jett",42.0,160.7,110.3,0.14,18.0,254.0,79.0,0.27,34.0,0.12,24.0,158.0,0.62,54.0,24.0,0.54,0.62,292
Player maze from team eliminated has the following stats: R2.0: 0.62 ACS: 141.7 K:D: 0.59 KAST: 53.0 ADR: 97.0 KPR: 0.48 APR: 0.21 FKPR: 0.09 FDPR: 0.13 HS%: 27.0 CL%: 8.0 KMax: 24.0 K: 106.0 D: 181.0 A: 47.0 FK: 19.0 FD: 29.0 Rnd: 223,maze,eliminated,"omen, skye, sova",47.0,141.7,97.0,0.21,8.0,181.0,29.0,0.13,19.0,0.09,27.0,106.0,0.59,53.0,24.0,0.48,0.62,223
Player Jupiter from team SHIFT X has the following stats: R2.0: 0.58 ACS: 135.7 K:D: 0.52 KAST: 57.0 ADR: 91.1 KPR: 0.44 APR: 0.26 FKPR: 0.04 FDPR: 0.09 HS%: 25.0 CL%: 3.0 KMax: 13.0 K: 94.0 D: 182.0 A: 56.0 FK: 9.0 FD: 20.0 Rnd: 213,Jupiter,SHIFT X,"kayo, breach, omen",56.0,135.7,91.1,0.26,3.0,182.0,20.0,0.09,9.0,0.04,25.0,94.0,0.52,57.0,13.0,0.44,0.58,213
Player bakkushaw from team Anorthosis Famagusta Esports Female has the following stats: R2.0: 1.37 ACS: 263.3 K:D: 1.41 KAST: 81.0 ADR: 168.0 KPR: 0.97 APR: 0.43 FKPR: 0.14 FDPR: 0.06 HS%: 30.0 CL%: 10.0 KMax: 27.0 K: 225.0 D: 160.0 A: 100.0 FK: 32.0 FD: 15.0 Rnd: 233,bakkushaw,Anorthosis Famagusta Esports Female,"breach, skye, kayo",100.0,263.3,168.0,0.43,10.0,160.0,15.0,0.06,32.0,0.14,30.0,225.0,1.41,81.0,27.0,0.97,1.37,233
Player Lizhi from team Chao Hui EDward Gaming has the following stats: R2.0: 1.32 ACS: 282.1 K:D: 1.48 KAST: 76.0 ADR: 177.1 KPR: 0.98 APR: 0.23 FKPR: 0.24 FDPR: 0.14 HS%: 25.0 CL%: 8.0 KMax: 30.0 K: 227.0 D: 153.0 A: 53.0 FK: 56.0 FD: 32.0 Rnd: 231,Lizhi,Chao Hui EDward Gaming,"chamber, raze, jett",53.0,282.1,177.1,0.23,8.0,153.0,32.0,0.14,56.0,0.24,25.0,227.0,1.48,76.0,30.0,0.98,1.32,231
Player YamzzI from team FENNEL GC has the following stats: R2.0: 1.15 ACS: 206.2 K:D: 1.2 KAST: 72.76 ADR: 137.23 KPR: 0.76 APR: 0.3 FKPR: 0.08 FDPR: 0.07 HS%: 31.0 CL%: 20.59 KMax: 28.06 K: 394.52 D: 339.85 A: 171.47 FK: 41.12 FD: 34.94 Rnd: 1029,YamzzI,FENNEL GC,"killjoy, omen, chamber",171.47,206.2,137.23,0.3,20.59,339.85,34.94,0.07,41.12,0.08,31.0,394.52,1.2,72.76,28.06,0.76,1.15,1029
Player Yusin from team Chao Hui EDward Gaming has the following stats: R2.0: 1.27 ACS: 216.9 K:D: 1.28 KAST: 77.0 ADR: 137.8 KPR: 0.8 APR: 0.52 FKPR: 0.06 FDPR: 0.03 HS%: 22.0 CL%: 24.0 KMax: 32.0 K: 245.0 D: 191.0 A: 158.0 FK: 18.0 FD: 9.0 Rnd: 306,Yusin,Chao Hui EDward Gaming,"omen, viper, astra",158.0,216.9,137.8,0.52,24.0,191.0,9.0,0.03,18.0,0.06,22.0,245.0,1.28,77.0,32.0,0.8,1.27,306
Player srN from team MIBR GC has the following stats: R2.0: 1.28 ACS: 291.98 K:D: 1.38 KAST: 74.24 ADR: 188.3 KPR: 1.02 APR: 0.2 FKPR: 0.28 FDPR: 0.2 HS%: 24.88 CL%: 22.61 KMax: 37.44 K: 636.64 D: 459.67 A: 124.73 FK: 171.27 FD: 122.63 Rnd: 1232,srN,MIBR GC,"raze, jett, reyna",124.73,291.98,188.3,0.2,22.61,459.67,122.63,0.2,171.27,0.28,24.88,636.64,1.38,74.24,37.44,1.02,1.28,1232
Player Moco from team ZETA DIVISION GC has the following stats: R2.0: 1.24 ACS: 222.21 K:D: 1.32 KAST: 79.0 ADR: 140.11 KPR: 0.8 APR: 0.47 FKPR: 0.07 FDPR: 0.05 HS%: 26.25 CL%: 21.49 KMax: 24.75 K: 400.75 D: 306.31 A: 245.29 FK: 37.82 FD: 26.74 Rnd: 947,Moco,ZETA DIVISION GC,"omen, viper, killjoy",245.29,222.21,140.11,0.47,21.49,306.31,26.74,0.05,37.82,0.07,26.25,400.75,1.32,79.0,24.75,0.8,1.24,947
Player Jade from team ALTERNATE aTTaX Ruby has the following stats: R2.0: 1.23 ACS: 243.31 K:D: 1.22 KAST: 76.49 ADR: 156.46 KPR: 0.86 APR: 0.41 FKPR: 0.13 FDPR: 0.08 HS%: 33.77 CL%: 21.1 KMax: 28.26 K: 487.92 D: 408.84 A: 268.3 FK: 60.46 FD: 33.63 Rnd: 941,Jade,ALTERNATE aTTaX Ruby,"breach, kayo, jett",268.3,243.31,156.46,0.41,21.1,408.84,33.63,0.08,60.46,0.13,33.77,487.92,1.22,76.49,28.26,0.86,1.23,941
Player StarBound from team FlyQuest RED has the following stats: R2.0: 1.18 ACS: 224.08 K:D: 1.28 KAST: 75.32 ADR: 149.85 KPR: 0.8 APR: 0.2 FKPR: 0.09 FDPR: 0.07 HS%: 20.0 CL%: 16.3 KMax: 27.66 K: 1033.8 D: 809.44 A: 271.0 FK: 112.3 FD: 88.08 Rnd: 2371,StarBound,FlyQuest RED,"killjoy, cypher, jett",271.0,224.08,149.85,0.2,16.3,809.44,88.08,0.07,112.3,0.09,20.0,1033.8,1.28,75.32,27.66,0.8,1.18,2371
Player madv from team Team Falcons Vega has the following stats: R2.0: 1.15 ACS: 216.5 K:D: 1.15 KAST: 75.46 ADR: 139.06 KPR: 0.78 APR: 0.4 FKPR: 0.09 FDPR: 0.08 HS%: 38.39 CL%: 18.93 KMax: 30.07 K: 921.65 D: 807.11 A: 480.77 FK: 102.11 FD: 93.97 Rnd: 2389,madv,Team Falcons Vega,"breach, kayo, omen",480.77,216.5,139.06,0.4,18.93,807.11,93.97,0.08,102.11,0.09,38.39,921.65,1.15,75.46,30.07,0.78,1.15,2389
Player mads from team MAD Lions KOI has the following stats: R2.0: 1.18 ACS: 240.89 K:D: 1.19 KAST: 74.97 ADR: 158.16 KPR: 0.86 APR: 0.26 FKPR: 0.12 FDPR: 0.1 HS%: 21.97 CL%: 16.03 KMax: 32.73 K: 461.49 D: 387.15 A: 140.41 FK: 64.16 FD: 54.61 Rnd: 1079,mads,MAD Lions KOI,"raze, skye, jett",140.41,240.89,158.16,0.26,16.03,387.15,54.61,0.1,64.16,0.12,21.97,461.49,1.19,74.97,32.73,0.86,1.18,1079
Player miggie from team FT Silvxs has the following stats: R2.0: 1.2 ACS: 250.3 K:D: 1.24 KAST: 65.0 ADR: 164.0 KPR: 0.91 APR: 0.12 FKPR: 0.15 FDPR: 0.08 HS%: 30.0 CL%: 15.0 KMax: 34.0 K: 205.0 D: 165.0 A: 27.0 FK: 35.0 FD: 17.0 Rnd: 226,miggie,FT Silvxs,"killjoy, sage, viper",27.0,250.3,164.0,0.12,15.0,165.0,17.0,0.08,35.0,0.15,30.0,205.0,1.24,65.0,34.0,0.91,1.2,226
Player Shabi from team Kizuna Tsuki has the following stats: R2.0: 1.19 ACS: 226.7 K:D: 1.22 KAST: 77.0 ADR: 146.0 KPR: 0.79 APR: 0.4 FKPR: 0.09 FDPR: 0.1 HS%: 27.0 CL%: 13.0 KMax: 30.0 K: 218.0 D: 179.0 A: 110.0 FK: 26.0 FD: 28.0 Rnd: 276,Shabi,Kizuna Tsuki,"chamber, astra, omen",110.0,226.7,146.0,0.4,13.0,179.0,28.0,0.1,26.0,0.09,27.0,218.0,1.22,77.0,30.0,0.79,1.19,276
Player yuchan from team Watermelon has the following stats: R2.0: 1.18 ACS: 235.8 K:D: 1.16 KAST: 74.0 ADR: 156.8 KPR: 0.81 APR: 0.36 FKPR: 0.12 FDPR: 0.1 HS%: 28.0 CL%: 14.0 KMax: 27.0 K: 303.0 D: 262.0 A: 135.0 FK: 44.0 FD: 38.0 Rnd: 375,yuchan,Watermelon,"raze, breach, jett",135.0,235.8,156.8,0.36,14.0,262.0,38.0,0.1,44.0,0.12,28.0,303.0,1.16,74.0,27.0,0.81,1.18,375
Player adora from team HEROIC Valkyries has the following stats: R2.0: 1.03 ACS: 230.09 K:D: 1.05 KAST: 67.07 ADR: 152.71 KPR: 0.8 APR: 0.16 FKPR: 0.16 FDPR: 0.17 HS%: 29.03 CL%: 11.0 KMax: 28.62 K: 539.87 D: 529.75 A: 112.96 FK: 108.69 FD: 116.99 Rnd: 1261,adora,HEROIC Valkyries,"raze, jett, reyna",112.96,230.09,152.71,0.16,11.0,529.75,116.99,0.17,108.69,0.16,29.03,539.87,1.05,67.07,28.62,0.8,1.03,1261
Player anesilia from team BLVKHVND has the following stats: R2.0: 1.15 ACS: 209.95 K:D: 1.09 KAST: 77.44 ADR: 138.84 KPR: 0.72 APR: 0.48 FKPR: 0.07 FDPR: 0.06 HS%: 22.04 CL%: 21.84 KMax: 29.56 K: 352.2 D: 322.68 A: 234.2 FK: 38.0 FD: 31.08 Rnd: 979,anesilia,BLVKHVND,"skye, breach, killjoy",234.2,209.95,138.84,0.48,21.84,322.68,31.08,0.06,38.0,0.07,22.04,352.2,1.09,77.44,29.56,0.72,1.15,979
Player waved from team LOUD GC has the following stats: R2.0: 1.18 ACS: 270.76 K:D: 1.21 KAST: 71.12 ADR: 180.12 KPR: 0.94 APR: 0.18 FKPR: 0.23 FDPR: 0.16 HS%: 27.11 CL%: 15.23 KMax: 30.78 K: 387.29 D: 322.38 A: 75.78 FK: 93.52 FD: 66.95 Rnd: 818,waved,LOUD GC,"jett, raze, neon",75.78,270.76,180.12,0.18,15.23,322.38,66.95,0.16,93.52,0.23,27.11,387.29,1.21,71.12,30.78,0.94,1.18,818
Player miNt from team FENNEL GC has the following stats: R2.0: 1.18 ACS: 260.26 K:D: 1.28 KAST: 70.18 ADR: 164.29 KPR: 0.94 APR: 0.14 FKPR: 0.23 FDPR: 0.17 HS%: 33.82 CL%: 18.94 KMax: 29.18 K: 497.95 D: 388.02 A: 77.87 FK: 122.34 FD: 91.93 Rnd: 1029,miNt,FENNEL GC,"raze, jett, killjoy",77.87,260.26,164.29,0.14,18.94,388.02,91.93,0.17,122.34,0.23,33.82,497.95,1.28,70.18,29.18,0.94,1.18,1029
Player Tastyy from team FUSION X has the following stats: R2.0: 1.15 ACS: 234.5 K:D: 1.17 KAST: 70.0 ADR: 150.3 KPR: 0.84 APR: 0.32 FKPR: 0.11 FDPR: 0.15 HS%: 29.0 CL%: 19.0 KMax: 32.0 K: 382.0 D: 326.0 A: 144.0 FK: 52.0 FD: 70.0 Rnd: 454,Tastyy,FUSION X,"skye, jett, kayo",144.0,234.5,150.3,0.32,19.0,326.0,70.0,0.15,52.0,0.11,29.0,382.0,1.17,70.0,32.0,0.84,1.15,454
Player Soto from team Wingman Patrol has the following stats: R2.0: 1.13 ACS: 234.0 K:D: 1.24 KAST: 72.0 ADR: 154.1 KPR: 0.86 APR: 0.24 FKPR: 0.1 FDPR: 0.1 HS%: 34.0 CL%: 17.0 KMax: 28.0 K: 397.0 D: 319.0 A: 108.0 FK: 46.0 FD: 45.0 Rnd: 459,Soto,Wingman Patrol,"chamber, killjoy, reyna",108.0,234.0,154.1,0.24,17.0,319.0,45.0,0.1,46.0,0.1,34.0,397.0,1.24,72.0,28.0,0.86,1.13,459
Player mizzy from team Deagle Ravagers has the following stats: R2.0: 1.13 ACS: 222.3 K:D: 1.02 KAST: 72.0 ADR: 146.1 KPR: 0.75 APR: 0.43 FKPR: 0.08 FDPR: 0.08 HS%: 28.0 CL%: 11.0 KMax: 25.0 K: 230.0 D: 225.0 A: 131.0 FK: 24.0 FD: 26.0 Rnd: 306,mizzy,Deagle Ravagers,"omen, viper, gekko",131.0,222.3,146.1,0.43,11.0,225.0,26.0,0.08,24.0,0.08,28.0,230.0,1.02,72.0,25.0,0.75,1.13,306
Player RKNY from team PENTA KILL has the following stats: R2.0: 1.12 ACS: 226.9 K:D: 1.11 KAST: 72.0 ADR: 155.9 KPR: 0.77 APR: 0.23 FKPR: 0.09 FDPR: 0.07 HS%: 17.0 CL%: 15.0 KMax: 34.0 K: 373.0 D: 335.0 A: 111.0 FK: 43.0 FD: 32.0 Rnd: 484,RKNY,PENTA KILL,"killjoy, viper, cypher",111.0,226.9,155.9,0.23,15.0,335.0,32.0,0.07,43.0,0.09,17.0,373.0,1.11,72.0,34.0,0.77,1.12,484
Player avu from team BabyBeast Free Agent has the following stats: R2.0: 1.12 ACS: 212.3 K:D: 1.12 KAST: 71.0 ADR: 145.8 KPR: 0.74 APR: 0.2 FKPR: 0.09 FDPR: 0.09 HS%: 24.0 CL%: 16.0 KMax: 24.0 K: 247.0 D: 220.0 A: 66.0 FK: 30.0 FD: 31.0 Rnd: 332,avu,BabyBeast Free Agent,"killjoy, omen, chamber",66.0,212.3,145.8,0.2,16.0,220.0,31.0,0.09,30.0,0.09,24.0,247.0,1.12,71.0,24.0,0.74,1.12,332
Player Lynnie from team BIGG Siren has the following stats: R2.0: 1.12 ACS: 214.7 K:D: 1.2 KAST: 72.0 ADR: 135.7 KPR: 0.78 APR: 0.2 FKPR: 0.1 FDPR: 0.08 HS%: 20.0 CL%: 15.0 KMax: 25.0 K: 176.0 D: 147.0 A: 46.0 FK: 23.0 FD: 17.0 Rnd: 225,Lynnie,BIGG Siren,"killjoy, viper, cypher",46.0,214.7,135.7,0.2,15.0,147.0,17.0,0.08,23.0,0.1,20.0,176.0,1.2,72.0,25.0,0.78,1.12,225
Player Natalcia from team Last Second has the following stats: R2.0: 1.09 ACS: 228.98 K:D: 1.1 KAST: 70.65 ADR: 154.9 KPR: 0.8 APR: 0.23 FKPR: 0.11 FDPR: 0.09 HS%: 31.06 CL%: 11.35 KMax: 30.06 K: 853.67 D: 758.86 A: 235.99 FK: 123.29 FD: 89.53 Rnd: 1473,Natalcia,Last Second,"killjoy, cypher, viper",235.99,228.98,154.9,0.23,11.35,758.86,89.53,0.09,123.29,0.11,31.06,853.67,1.1,70.65,30.06,0.8,1.09,1473
Player xann from team KS Hunters has the following stats: R2.0: 1.01 ACS: 238.16 K:D: 1.02 KAST: 67.71 ADR: 155.45 KPR: 0.81 APR: 0.19 FKPR: 0.21 FDPR: 0.2 HS%: 28.14 CL%: 11.15 KMax: 27.42 K: 621.78 D: 625.22 A: 154.88 FK: 161.06 FD: 160.3 Rnd: 1313,xann,KS Hunters,"jett, raze, yoru",154.88,238.16,155.45,0.19,11.15,625.22,160.3,0.2,161.06,0.21,28.14,621.78,1.02,67.71,27.42,0.81,1.01,1313
Player Koyorii from team ForsaKen has the following stats: R2.0: 1.11 ACS: 194.8 K:D: 1.08 KAST: 82.0 ADR: 125.5 KPR: 0.72 APR: 0.49 FKPR: 0.09 FDPR: 0.06 HS%: 24.0 CL%: 17.0 KMax: 22.0 K: 202.0 D: 187.0 A: 139.0 FK: 24.0 FD: 16.0 Rnd: 282,Koyorii,ForsaKen,"omen, killjoy, sage",139.0,194.8,125.5,0.49,17.0,187.0,16.0,0.06,24.0,0.09,24.0,202.0,1.08,82.0,22.0,0.72,1.11,282
Player BySmall from team Ketçaplı Ruffles has the following stats: R2.0: 1.05 ACS: 197.23 K:D: 1.04 KAST: 73.14 ADR: 133.72 KPR: 0.71 APR: 0.29 FKPR: 0.05 FDPR: 0.05 HS%: 30.39 CL%: 19.5 KMax: 25.97 K: 209.26 D: 200.68 A: 86.75 FK: 14.5 FD: 15.22 Rnd: 586,BySmall,Ketçaplı Ruffles,"sova, sage, fade",86.75,197.23,133.72,0.29,19.5,200.68,15.22,0.05,14.5,0.05,30.39,209.26,1.04,73.14,25.97,0.71,1.05,586
Player Dano from team FUSION X has the following stats: R2.0: 1.08 ACS: 199.23 K:D: 1.05 KAST: 75.03 ADR: 134.45 KPR: 0.69 APR: 0.45 FKPR: 0.05 FDPR: 0.06 HS%: 25.97 CL%: 13.0 KMax: 26.0 K: 510.89 D: 491.95 A: 340.7 FK: 36.56 FD: 41.29 Rnd: 1313,Dano,FUSION X,"skye, breach, kayo",340.7,199.23,134.45,0.45,13.0,491.95,41.29,0.06,36.56,0.05,25.97,510.89,1.05,75.03,26.0,0.69,1.08,1313
Player coalZ from team Egresadas has the following stats: R2.0: 1.11 ACS: 213.2 K:D: 1.13 KAST: 68.0 ADR: 142.6 KPR: 0.79 APR: 0.17 FKPR: 0.08 FDPR: 0.1 HS%: 24.0 CL%: 18.0 KMax: 43.0 K: 237.0 D: 210.0 A: 51.0 FK: 25.0 FD: 30.0 Rnd: 300,coalZ,Egresadas,"killjoy, raze, jett",51.0,213.2,142.6,0.17,18.0,210.0,30.0,0.1,25.0,0.08,24.0,237.0,1.13,68.0,43.0,0.79,1.11,300
Player Blossi from team ALTERNATE aTTaX Ruby has the following stats: R2.0: 0.92 ACS: 171.55 K:D: 0.87 KAST: 70.33 ADR: 113.41 KPR: 0.6 APR: 0.43 FKPR: 0.05 FDPR: 0.09 HS%: 26.0 CL%: 10.56 KMax: 25.23 K: 341.58 D: 414.87 A: 243.18 FK: 32.32 FD: 55.91 Rnd: 941,Blossi,ALTERNATE aTTaX Ruby,"killjoy, omen, viper",243.18,171.55,113.41,0.43,10.56,414.87,55.91,0.09,32.32,0.05,26.0,341.58,0.87,70.33,25.23,0.6,0.92,941
Player leeni from team FOKUS Sakura has the following stats: R2.0: 0.97 ACS: 221.65 K:D: 0.95 KAST: 67.15 ADR: 147.66 KPR: 0.76 APR: 0.18 FKPR: 0.2 FDPR: 0.2 HS%: 19.71 CL%: 14.87 KMax: 25.75 K: 345.03 D: 377.4 A: 86.68 FK: 94.64 FD: 95.35 Rnd: 801,leeni,FOKUS Sakura,"raze, jett, reyna",86.68,221.65,147.66,0.18,14.87,377.4,95.35,0.2,94.64,0.2,19.71,345.03,0.95,67.15,25.75,0.76,0.97,801
Player safiaa from team NASR Ignite has the following stats: R2.0: 1.05 ACS: 202.62 K:D: 1.04 KAST: 69.42 ADR: 140.78 KPR: 0.73 APR: 0.21 FKPR: 0.1 FDPR: 0.09 HS%: 29.42 CL%: 19.58 KMax: 32.05 K: 463.06 D: 446.45 A: 140.94 FK: 58.78 FD: 53.16 Rnd: 1239,safiaa,NASR Ignite,"killjoy, cypher, omen",140.94,202.62,140.78,0.21,19.58,446.45,53.16,0.09,58.78,0.1,29.42,463.06,1.04,69.42,32.05,0.73,1.05,1239
Player keila from team FOKUS Sakura has the following stats: R2.0: 1.1 ACS: 252.9 K:D: 1.15 KAST: 72.0 ADR: 166.3 KPR: 0.93 APR: 0.12 FKPR: 0.2 FDPR: 0.13 HS%: 32.0 CL%: 6.0 KMax: 32.0 K: 262.0 D: 227.0 A: 34.0 FK: 56.0 FD: 36.0 Rnd: 283,keila,FOKUS Sakura,"jett, raze, reyna",34.0,252.9,166.3,0.12,6.0,227.0,36.0,0.13,56.0,0.2,32.0,262.0,1.15,72.0,32.0,0.93,1.1,283
Player Rue from team The Ultimates Odyssey has the following stats: R2.0: 1.09 ACS: 193.0 K:D: 1.21 KAST: 79.0 ADR: 129.8 KPR: 0.73 APR: 0.21 FKPR: 0.04 FDPR: 0.04 HS%: 22.0 CL%: 18.0 KMax: 23.0 K: 149.0 D: 123.0 A: 42.0 FK: 9.0 FD: 9.0 Rnd: 203,Rue,The Ultimates Odyssey,"sova, viper, omen",42.0,193.0,129.8,0.21,18.0,123.0,9.0,0.04,9.0,0.04,22.0,149.0,1.21,79.0,23.0,0.73,1.09,203
Player Emi from team swaglord9000 has the following stats: R2.0: 1.12 ACS: 227.43 K:D: 1.13 KAST: 74.22 ADR: 146.12 KPR: 0.78 APR: 0.35 FKPR: 0.15 FDPR: 0.12 HS%: 21.22 CL%: 22.51 KMax: 23.0 K: 510.43 D: 457.02 A: 240.53 FK: 98.14 FD: 82.57 Rnd: 1004,Emi,swaglord9000,"kayo, jett, phoenix",240.53,227.43,146.12,0.35,22.51,457.02,82.57,0.12,98.14,0.15,21.22,510.43,1.13,74.22,23.0,0.78,1.12,1004
Player FLOW3R from team Reverse 7 has the following stats: R2.0: 1.08 ACS: 234.7 K:D: 1.02 KAST: 72.0 ADR: 155.3 KPR: 0.79 APR: 0.31 FKPR: 0.17 FDPR: 0.12 HS%: 26.0 CL%: 19.0 KMax: 28.0 K: 161.0 D: 158.0 A: 62.0 FK: 34.0 FD: 25.0 Rnd: 203,FLOW3R,Reverse 7,"raze, jett, skye",62.0,234.7,155.3,0.31,19.0,158.0,25.0,0.12,34.0,0.17,26.0,161.0,1.02,72.0,28.0,0.79,1.08,203
Player AlexaIsHot from team KS Hunters has the following stats: R2.0: 0.99 ACS: 208.85 K:D: 1.02 KAST: 71.15 ADR: 133.76 KPR: 0.73 APR: 0.29 FKPR: 0.11 FDPR: 0.12 HS%: 19.86 CL%: 14.56 KMax: 21.85 K: 480.49 D: 486.01 A: 198.97 FK: 68.63 FD: 75.64 Rnd: 1126,AlexaIsHot,KS Hunters,"kayo, raze, gekko",198.97,208.85,133.76,0.29,14.56,486.01,75.64,0.12,68.63,0.11,19.86,480.49,1.02,71.15,21.85,0.73,0.99,1126
