Content,Player,Team,Agents Played,A,ACS,ADR,APR,CL%,D,FD,FDPR,FK,FKPR,HS%,K,K:D,KAST,KMax,KPR,R2.0,Rnd
Player Luj from team Team Falcons Vega has the following stats: R2.0: 1.03 ACS: 198.28 K:D: 1.03 KAST: 72.22 ADR: 131.63 KPR: 0.71 APR: 0.33 FKPR: 0.08 FDPR: 0.07 HS%: 36.22 CL%: 10.61 KMax: 30.65 K: 685.78 D: 654.27 A: 324.32 FK: 79.82 FD: 64.52 Rnd: 1824,Luj,Team Falcons Vega,"viper, omen, brimstone",324.32,198.28,131.63,0.33,10.61,654.27,64.52,0.07,79.82,0.08,36.22,685.78,1.03,72.22,30.65,0.71,1.03,1824
Player unstable from team Passion Project has the following stats: R2.0: 1.11 ACS: 229.2 K:D: 1.21 KAST: 74.31 ADR: 145.09 KPR: 0.83 APR: 0.23 FKPR: 0.18 FDPR: 0.13 HS%: 30.31 CL%: 16.31 KMax: 32.15 K: 608.75 D: 502.63 A: 171.15 FK: 125.93 FD: 90.65 Rnd: 1434,unstable,Passion Project,"jett, skye, raze",171.15,229.2,145.09,0.23,16.31,502.63,90.65,0.13,125.93,0.18,30.31,608.75,1.21,74.31,32.15,0.83,1.11,1434
Player lexa from team Twisted Minds Orchid has the following stats: R2.0: 1.1 ACS: 217.51 K:D: 1.13 KAST: 73.23 ADR: 146.14 KPR: 0.76 APR: 0.25 FKPR: 0.1 FDPR: 0.09 HS%: 26.91 CL%: 15.63 KMax: 26.91 K: 674.18 D: 618.21 A: 233.76 FK: 90.19 FD: 76.56 Rnd: 1388,lexa,Twisted Minds Orchid,"cypher, killjoy, jett",233.76,217.51,146.14,0.25,15.63,618.21,76.56,0.09,90.19,0.1,26.91,674.18,1.13,73.23,26.91,0.76,1.1,1388
Player A1ka from team DRX Changers has the following stats: R2.0: 1.07 ACS: 210.2 K:D: 1.03 KAST: 69.0 ADR: 147.2 KPR: 0.71 APR: 0.15 FKPR: 0.13 FDPR: 0.09 HS%: 23.0 CL%: 23.0 KMax: 24.0 K: 202.0 D: 196.0 A: 44.0 FK: 36.0 FD: 25.0 Rnd: 284,A1ka,DRX Changers,"killjoy, cypher, chamber",44.0,210.2,147.2,0.15,23.0,196.0,25.0,0.09,36.0,0.13,23.0,202.0,1.03,69.0,24.0,0.71,1.07,284
Player piano from team Cerial Killers has the following stats: R2.0: 1.07 ACS: 188.7 K:D: 1.01 KAST: 76.0 ADR: 122.3 KPR: 0.67 APR: 0.46 FKPR: 0.05 FDPR: 0.07 HS%: 25.0 CL%: 28.0 KMax: 23.0 K: 276.0 D: 273.0 A: 190.0 FK: 21.0 FD: 30.0 Rnd: 412,piano,Cerial Killers,"kayo, breach, brimstone",190.0,188.7,122.3,0.46,28.0,273.0,30.0,0.07,21.0,0.05,25.0,276.0,1.01,76.0,23.0,0.67,1.07,412
Player Nidxvilco from team MAD Lions KOI has the following stats: R2.0: 1.02 ACS: 188.68 K:D: 1.01 KAST: 71.0 ADR: 123.91 KPR: 0.68 APR: 0.33 FKPR: 0.06 FDPR: 0.08 HS%: 26.3 CL%: 17.99 KMax: 25.7 K: 417.3 D: 411.0 A: 200.54 FK: 39.9 FD: 52.49 Rnd: 1117,Nidxvilco,MAD Lions KOI,"viper, brimstone, omen",200.54,188.68,123.91,0.33,17.99,411.0,52.49,0.08,39.9,0.06,26.3,417.3,1.01,71.0,25.7,0.68,1.02,1117
Player Anva from team BLVKHVND has the following stats: R2.0: 1.09 ACS: 228.87 K:D: 1.13 KAST: 71.52 ADR: 148.96 KPR: 0.8 APR: 0.2 FKPR: 0.11 FDPR: 0.1 HS%: 22.51 CL%: 12.58 KMax: 25.03 K: 481.92 D: 429.01 A: 123.46 FK: 67.25 FD: 56.65 Rnd: 1207,Anva,BLVKHVND,"sova, skye, raze",123.46,228.87,148.96,0.2,12.58,429.01,56.65,0.1,67.25,0.11,22.51,481.92,1.13,71.52,25.03,0.8,1.09,1207
Player Aranel from team LXT ESPORTS has the following stats: R2.0: 1.06 ACS: 201.0 K:D: 0.98 KAST: 71.0 ADR: 133.6 KPR: 0.73 APR: 0.25 FKPR: 0.05 FDPR: 0.06 HS%: 31.0 CL%: 13.0 KMax: 25.0 K: 255.0 D: 259.0 A: 87.0 FK: 16.0 FD: 22.0 Rnd: 349,Aranel,LXT ESPORTS,"killjoy, brimstone, viper",87.0,201.0,133.6,0.25,13.0,259.0,22.0,0.06,16.0,0.05,31.0,255.0,0.98,71.0,25.0,0.73,1.06,349
Player sereen from team The Ultimates Odyssey has the following stats: R2.0: 1.01 ACS: 211.85 K:D: 0.99 KAST: 72.34 ADR: 133.8 KPR: 0.72 APR: 0.31 FKPR: 0.14 FDPR: 0.14 HS%: 20.39 CL%: 22.3 KMax: 21.83 K: 294.18 D: 299.54 A: 121.83 FK: 62.73 FD: 59.95 Rnd: 773,sereen,The Ultimates Odyssey,"omen, raze, skye",121.83,211.85,133.8,0.31,22.3,299.54,59.95,0.14,62.73,0.14,20.39,294.18,0.99,72.34,21.83,0.72,1.01,773
Player DEXA from team BabyBeast Free Agent has the following stats: R2.0: 1.06 ACS: 211.1 K:D: 0.97 KAST: 67.0 ADR: 141.4 KPR: 0.71 APR: 0.41 FKPR: 0.12 FDPR: 0.09 HS%: 25.0 CL%: 19.0 KMax: 29.0 K: 236.0 D: 243.0 A: 137.0 FK: 39.0 FD: 31.0 Rnd: 332,DEXA,BabyBeast Free Agent,"omen, viper, sova",137.0,211.1,141.4,0.41,19.0,243.0,31.0,0.09,39.0,0.12,25.0,236.0,0.97,67.0,29.0,0.71,1.06,332
Player Leyre from team The Ultimates Odyssey has the following stats: R2.0: 1.06 ACS: 209.53 K:D: 1.06 KAST: 73.0 ADR: 137.05 KPR: 0.74 APR: 0.38 FKPR: 0.09 FDPR: 0.08 HS%: 34.73 CL%: 13.73 KMax: 28.49 K: 588.51 D: 553.64 A: 289.75 FK: 68.47 FD: 61.23 Rnd: 1127,Leyre,The Ultimates Odyssey,"omen, brimstone, astra",289.75,209.53,137.05,0.38,13.73,553.64,61.23,0.08,68.47,0.09,34.73,588.51,1.06,73.0,28.49,0.74,1.06,1127
Player NAKSU from team GnG Amazigh White has the following stats: R2.0: 1.0 ACS: 230.51 K:D: 1.03 KAST: 67.41 ADR: 149.24 KPR: 0.8 APR: 0.15 FKPR: 0.17 FDPR: 0.15 HS%: 28.28 CL%: 20.0 KMax: 26.41 K: 307.76 D: 302.56 A: 59.18 FK: 61.62 FD: 58.04 Rnd: 759,NAKSU,GnG Amazigh White,"raze, jett, killjoy",59.18,230.51,149.24,0.15,20.0,302.56,58.04,0.15,61.62,0.17,28.28,307.76,1.03,67.41,26.41,0.8,1.0,759
Player skyelyse from team 9to5 workers has the following stats: R2.0: 1.05 ACS: 217.3 K:D: 1.08 KAST: 73.0 ADR: 146.4 KPR: 0.75 APR: 0.21 FKPR: 0.11 FDPR: 0.1 HS%: 21.0 CL%: 11.0 KMax: 28.0 K: 723.0 D: 667.0 A: 198.0 FK: 102.0 FD: 99.0 Rnd: 960,skyelyse,9to5 workers,"killjoy, sage, kayo",198.0,217.3,146.4,0.21,11.0,667.0,99.0,0.1,102.0,0.11,21.0,723.0,1.08,73.0,28.0,0.75,1.05,960
Player tokameite from team NASR Ignite has the following stats: R2.0: 1.03 ACS: 195.58 K:D: 0.99 KAST: 71.46 ADR: 131.46 KPR: 0.7 APR: 0.35 FKPR: 0.06 FDPR: 0.06 HS%: 29.08 CL%: 13.92 KMax: 33.93 K: 383.5 D: 386.73 A: 191.02 FK: 37.08 FD: 32.46 Rnd: 1085,tokameite,NASR Ignite,"sova, breach, fade",191.02,195.58,131.46,0.35,13.92,386.73,32.46,0.06,37.08,0.06,29.08,383.5,0.99,71.46,33.93,0.7,1.03,1085
Player jubs from team MIBR GC has the following stats: R2.0: 0.94 ACS: 179.64 K:D: 0.93 KAST: 68.71 ADR: 123.66 KPR: 0.63 APR: 0.18 FKPR: 0.07 FDPR: 0.06 HS%: 24.14 CL%: 11.42 KMax: 21.29 K: 348.48 D: 376.47 A: 108.25 FK: 36.99 FD: 34.56 Rnd: 968,jubs,MIBR GC,"killjoy, viper, cypher",108.25,179.64,123.66,0.18,11.42,376.47,34.56,0.06,36.99,0.07,24.14,348.48,0.93,68.71,21.29,0.63,0.94,968
Player Clem from team Chao Hui EDward Gaming has the following stats: R2.0: 1.05 ACS: 215.1 K:D: 1.08 KAST: 74.0 ADR: 152.8 KPR: 0.76 APR: 0.19 FKPR: 0.1 FDPR: 0.11 HS%: 31.0 CL%: 17.0 KMax: 31.0 K: 233.0 D: 215.0 A: 59.0 FK: 32.0 FD: 35.0 Rnd: 306,Clem,Chao Hui EDward Gaming,"astra, killjoy, brimstone",59.0,215.1,152.8,0.19,17.0,215.0,35.0,0.11,32.0,0.1,31.0,233.0,1.08,74.0,31.0,0.76,1.05,306
Player Nami from team NASR Ignite has the following stats: R2.0: 1.02 ACS: 202.17 K:D: 1.01 KAST: 73.22 ADR: 129.23 KPR: 0.72 APR: 0.38 FKPR: 0.07 FDPR: 0.08 HS%: 32.89 CL%: 12.11 KMax: 27.77 K: 593.8 D: 588.45 A: 309.51 FK: 59.2 FD: 65.45 Rnd: 1609,Nami,NASR Ignite,"omen, astra, viper",309.51,202.17,129.23,0.38,12.11,588.45,65.45,0.08,59.2,0.07,32.89,593.8,1.01,73.22,27.77,0.72,1.02,1609
Player fluxxy from team HEROIC Valkyries has the following stats: R2.0: 1.08 ACS: 213.64 K:D: 1.07 KAST: 73.02 ADR: 142.11 KPR: 0.75 APR: 0.29 FKPR: 0.1 FDPR: 0.1 HS%: 25.54 CL%: 15.49 KMax: 28.51 K: 678.27 D: 636.73 A: 265.4 FK: 88.88 FD: 93.21 Rnd: 1813,fluxxy,HEROIC Valkyries,"omen, cypher, viper",265.4,213.64,142.11,0.29,15.49,636.73,93.21,0.1,88.88,0.1,25.54,678.27,1.07,73.02,28.51,0.75,1.08,1813
Player romia from team FENNEL GC has the following stats: R2.0: 1.05 ACS: 199.57 K:D: 1.11 KAST: 70.99 ADR: 133.11 KPR: 0.72 APR: 0.2 FKPR: 0.08 FDPR: 0.08 HS%: 26.52 CL%: 20.47 KMax: 22.48 K: 430.2 D: 387.2 A: 119.39 FK: 47.49 FD: 47.91 Rnd: 1195,romia,FENNEL GC,"killjoy, cypher, sova",119.39,199.57,133.11,0.2,20.47,387.2,47.91,0.08,47.49,0.08,26.52,430.2,1.11,70.99,22.48,0.72,1.05,1195
Player karie from team oomfies has the following stats: R2.0: 1.03 ACS: 203.3 K:D: 1.04 KAST: 70.65 ADR: 137.26 KPR: 0.73 APR: 0.19 FKPR: 0.08 FDPR: 0.07 HS%: 26.05 CL%: 9.65 KMax: 29.4 K: 539.14 D: 516.69 A: 142.29 FK: 55.65 FD: 48.2 Rnd: 1302,karie,oomfies,"killjoy, cypher, chamber",142.29,203.3,137.26,0.19,9.65,516.69,48.2,0.07,55.65,0.08,26.05,539.14,1.04,70.65,29.4,0.73,1.03,1302
Player Cendary from team LILAX has the following stats: R2.0: 1.08 ACS: 235.11 K:D: 1.02 KAST: 75.2 ADR: 155.67 KPR: 0.8 APR: 0.39 FKPR: 0.13 FDPR: 0.11 HS%: 25.2 CL%: 16.59 KMax: 25.61 K: 200.99 D: 197.37 A: 101.35 FK: 33.19 FD: 29.19 Rnd: 501,Cendary,LILAX,"astra, viper, clove",101.35,235.11,155.67,0.39,16.59,197.37,29.19,0.11,33.19,0.13,25.2,200.99,1.02,75.2,25.61,0.8,1.08,501
Player Golden from team The Ultimates Odyssey has the following stats: R2.0: 0.98 ACS: 192.08 K:D: 1.0 KAST: 69.95 ADR: 132.22 KPR: 0.7 APR: 0.2 FKPR: 0.08 FDPR: 0.08 HS%: 22.0 CL%: 21.13 KMax: 26.27 K: 281.12 D: 284.13 A: 80.15 FK: 35.01 FD: 37.28 Rnd: 773,Golden,The Ultimates Odyssey,"killjoy, viper, cypher",80.15,192.08,132.22,0.2,21.13,284.13,37.28,0.08,35.01,0.08,22.0,281.12,1.0,69.95,26.27,0.7,0.98,773
Player Noor from team The Ultimates Odyssey has the following stats: R2.0: 1.01 ACS: 191.81 K:D: 0.98 KAST: 76.0 ADR: 123.37 KPR: 0.67 APR: 0.43 FKPR: 0.06 FDPR: 0.1 HS%: 28.83 CL%: 17.25 KMax: 24.54 K: 222.54 D: 226.33 A: 140.16 FK: 20.21 FD: 33.25 Rnd: 659,Noor,The Ultimates Odyssey,"skye, kayo, breach",140.16,191.81,123.37,0.43,17.25,226.33,33.25,0.1,20.21,0.06,28.83,222.54,0.98,76.0,24.54,0.67,1.01,659
Player Puffy from team Shrubs has the following stats: R2.0: 1.03 ACS: 228.3 K:D: 1.02 KAST: 65.0 ADR: 147.6 KPR: 0.8 APR: 0.24 FKPR: 0.14 FDPR: 0.14 HS%: 28.0 CL%: 6.0 KMax: 30.0 K: 167.0 D: 164.0 A: 49.0 FK: 30.0 FD: 30.0 Rnd: 208,Puffy,Shrubs,"jett, raze, astra",49.0,228.3,147.6,0.24,6.0,164.0,30.0,0.14,30.0,0.14,28.0,167.0,1.02,65.0,30.0,0.8,1.03,208
Player sombd1 from team N/A has the following stats: R2.0: 1.03 ACS: 188.9 K:D: 1.05 KAST: 71.0 ADR: 125.6 KPR: 0.68 APR: 0.22 FKPR: 0.07 FDPR: 0.08 HS%: 35.0 CL%: 5.0 KMax: 26.0 K: 175.0 D: 167.0 A: 57.0 FK: 19.0 FD: 22.0 Rnd: 259,sombd1,N/A,"killjoy, breach, sova",57.0,188.9,125.6,0.22,5.0,167.0,22.0,0.08,19.0,0.07,35.0,175.0,1.05,71.0,26.0,0.68,1.03,259
Player els from team BLAZE has the following stats: R2.0: 1.03 ACS: 214.3 K:D: 1.02 KAST: 74.0 ADR: 143.8 KPR: 0.79 APR: 0.38 FKPR: 0.14 FDPR: 0.1 HS%: 23.0 CL%: 0.0 KMax: 29.0 K: 177.0 D: 173.0 A: 86.0 FK: 32.0 FD: 23.0 Rnd: 224,els,BLAZE,"jett, raze, breach",86.0,214.3,143.8,0.38,0.0,173.0,23.0,0.1,32.0,0.14,23.0,177.0,1.02,74.0,29.0,0.79,1.03,224
Player yukina from team HeX eSports has the following stats: R2.0: 1.03 ACS: 210.1 K:D: 1.06 KAST: 73.0 ADR: 145.5 KPR: 0.74 APR: 0.21 FKPR: 0.1 FDPR: 0.08 HS%: 25.0 CL%: 13.0 KMax: 28.0 K: 213.0 D: 201.0 A: 61.0 FK: 30.0 FD: 23.0 Rnd: 289,yukina,HeX eSports,"killjoy, jett, raze",61.0,210.1,145.5,0.21,13.0,201.0,23.0,0.08,30.0,0.1,25.0,213.0,1.06,73.0,28.0,0.74,1.03,289
Player ella from team ECO Akuma has the following stats: R2.0: 1.03 ACS: 190.0 K:D: 0.99 KAST: 69.0 ADR: 127.1 KPR: 0.69 APR: 0.26 FKPR: 0.08 FDPR: 0.07 HS%: 21.0 CL%: 17.0 KMax: 34.0 K: 202.0 D: 204.0 A: 77.0 FK: 23.0 FD: 21.0 Rnd: 291,ella,ECO Akuma,"killjoy, cypher, viper",77.0,190.0,127.1,0.26,17.0,204.0,21.0,0.07,23.0,0.08,21.0,202.0,0.99,69.0,34.0,0.69,1.03,291
Player valusia from team Solidarity has the following stats: R2.0: 1.03 ACS: 205.6 K:D: 0.97 KAST: 75.0 ADR: 137.3 KPR: 0.73 APR: 0.37 FKPR: 0.08 FDPR: 0.07 HS%: 27.0 CL%: 3.0 KMax: 29.0 K: 168.0 D: 174.0 A: 85.0 FK: 19.0 FD: 16.0 Rnd: 231,valusia,Solidarity,"fade, breach, skye",85.0,205.6,137.3,0.37,3.0,174.0,16.0,0.07,19.0,0.08,27.0,168.0,0.97,75.0,29.0,0.73,1.03,231
Player Ixela from team Ketçaplı Ruffles has the following stats: R2.0: 0.86 ACS: 170.42 K:D: 0.81 KAST: 68.71 ADR: 110.88 KPR: 0.59 APR: 0.4 FKPR: 0.07 FDPR: 0.09 HS%: 26.97 CL%: 10.68 KMax: 19.08 K: 187.36 D: 244.61 A: 126.65 FK: 24.81 FD: 31.1 Rnd: 599,Ixela,Ketçaplı Ruffles,"omen, breach, viper",126.65,170.42,110.88,0.4,10.68,244.61,31.1,0.09,24.81,0.07,26.97,187.36,0.81,68.71,19.08,0.59,0.86,599
Player sabooboo from team Reformed GC has the following stats: R2.0: 0.94 ACS: 187.43 K:D: 0.92 KAST: 71.97 ADR: 121.3 KPR: 0.66 APR: 0.33 FKPR: 0.08 FDPR: 0.08 HS%: 24.43 CL%: 14.45 KMax: 21.62 K: 271.41 D: 299.44 A: 133.43 FK: 32.05 FD: 31.13 Rnd: 754,sabooboo,Reformed GC,"omen, sova, skye",133.43,187.43,121.3,0.33,14.45,299.44,31.13,0.08,32.05,0.08,24.43,271.41,0.92,71.97,21.62,0.66,0.94,754
Player Miyori from team GIANTX GC has the following stats: R2.0: 1.05 ACS: 224.23 K:D: 1.11 KAST: 69.64 ADR: 146.28 KPR: 0.79 APR: 0.19 FKPR: 0.16 FDPR: 0.15 HS%: 25.19 CL%: 21.47 KMax: 29.72 K: 702.3 D: 630.78 A: 166.3 FK: 133.46 FD: 129.1 Rnd: 1781,Miyori,GIANTX GC,"jett, raze, killjoy",166.3,224.23,146.28,0.19,21.47,630.78,129.1,0.15,133.46,0.16,25.19,702.3,1.11,69.64,29.72,0.79,1.05,1781
Player majusia from team SK Nebula has the following stats: R2.0: 0.99 ACS: 225.71 K:D: 1.01 KAST: 66.97 ADR: 149.65 KPR: 0.79 APR: 0.18 FKPR: 0.2 FDPR: 0.18 HS%: 25.75 CL%: 14.52 KMax: 32.48 K: 813.79 D: 784.83 A: 193.15 FK: 206.63 FD: 175.84 Rnd: 1625,majusia,SK Nebula,"jett, raze, yoru",193.15,225.71,149.65,0.18,14.52,784.83,175.84,0.18,206.63,0.2,25.75,813.79,1.01,66.97,32.48,0.79,0.99,1625
Player Miku from team New Combat Line GC has the following stats: R2.0: 1.25 ACS: 293.47 K:D: 1.29 KAST: 72.42 ADR: 183.3 KPR: 0.99 APR: 0.25 FKPR: 0.28 FDPR: 0.18 HS%: 19.14 CL%: 13.71 KMax: 31.85 K: 510.86 D: 380.47 A: 125.62 FK: 144.59 FD: 92.65 Rnd: 851,Miku,New Combat Line GC,"jett, raze, neon",125.62,293.47,183.3,0.25,13.71,380.47,92.65,0.18,144.59,0.28,19.14,510.86,1.29,72.42,31.85,0.99,1.25,851
Player eluwu from team Purr-fectionists has the following stats: R2.0: 1.02 ACS: 230.0 K:D: 1.05 KAST: 67.0 ADR: 148.6 KPR: 0.8 APR: 0.19 FKPR: 0.23 FDPR: 0.18 HS%: 29.0 CL%: 20.0 KMax: 28.0 K: 384.0 D: 365.0 A: 92.0 FK: 110.0 FD: 88.0 Rnd: 482,eluwu,Purr-fectionists,"jett, raze, viper",92.0,230.0,148.6,0.19,20.0,365.0,88.0,0.18,110.0,0.23,29.0,384.0,1.05,67.0,28.0,0.8,1.02,482
Player StrwbryBagel from team 4Fun has the following stats: R2.0: 1.02 ACS: 201.8 K:D: 1.06 KAST: 70.0 ADR: 130.9 KPR: 0.71 APR: 0.21 FKPR: 0.08 FDPR: 0.08 HS%: 20.0 CL%: 18.0 KMax: 26.0 K: 517.0 D: 486.0 A: 154.0 FK: 62.0 FD: 61.0 Rnd: 731,StrwbryBagel,4Fun,"killjoy, cypher, chamber",154.0,201.8,130.9,0.21,18.0,486.0,61.0,0.08,62.0,0.08,20.0,517.0,1.06,70.0,26.0,0.71,1.02,731
Player Vivii from team University War GC has the following stats: R2.0: 1.02 ACS: 199.9 K:D: 0.99 KAST: 68.0 ADR: 136.7 KPR: 0.72 APR: 0.26 FKPR: 0.12 FDPR: 0.12 HS%: 27.0 CL%: 20.0 KMax: 38.0 K: 291.0 D: 294.0 A: 106.0 FK: 49.0 FD: 48.0 Rnd: 404,Vivii,University War GC,"sova, breach, skye",106.0,199.9,136.7,0.26,20.0,294.0,48.0,0.12,49.0,0.12,27.0,291.0,0.99,68.0,38.0,0.72,1.02,404
Player Pichy from team SAVAGE has the following stats: R2.0: 1.02 ACS: 210.4 K:D: 0.97 KAST: 71.0 ADR: 133.3 KPR: 0.72 APR: 0.33 FKPR: 0.08 FDPR: 0.08 HS%: 18.0 CL%: 30.0 KMax: 30.0 K: 255.0 D: 264.0 A: 119.0 FK: 29.0 FD: 30.0 Rnd: 356,Pichy,SAVAGE,"sova, jett, kayo",119.0,210.4,133.3,0.33,30.0,264.0,30.0,0.08,29.0,0.08,18.0,255.0,0.97,71.0,30.0,0.72,1.02,356
Player capybara from team BIGG Siren has the following stats: R2.0: 1.02 ACS: 233.6 K:D: 1.02 KAST: 69.0 ADR: 156.3 KPR: 0.82 APR: 0.2 FKPR: 0.17 FDPR: 0.19 HS%: 25.0 CL%: 17.0 KMax: 40.0 K: 507.0 D: 499.0 A: 126.0 FK: 103.0 FD: 116.0 Rnd: 621,capybara,BIGG Siren,"raze, jett, chamber",126.0,233.6,156.3,0.2,17.0,499.0,116.0,0.19,103.0,0.17,25.0,507.0,1.02,69.0,40.0,0.82,1.02,621
Player lazylion from team Passion Project has the following stats: R2.0: 1.04 ACS: 208.47 K:D: 1.06 KAST: 73.0 ADR: 136.74 KPR: 0.72 APR: 0.34 FKPR: 0.08 FDPR: 0.09 HS%: 26.0 CL%: 14.61 KMax: 23.0 K: 516.28 D: 484.6 A: 230.64 FK: 60.87 FD: 62.36 Rnd: 1353,lazylion,Passion Project,"sova, killjoy, cypher",230.64,208.47,136.74,0.34,14.61,484.6,62.36,0.09,60.87,0.08,26.0,516.28,1.06,73.0,23.0,0.72,1.04,1353
Player Nana from team GnG Amazigh White has the following stats: R2.0: 0.98 ACS: 226.17 K:D: 1.0 KAST: 68.65 ADR: 149.89 KPR: 0.78 APR: 0.22 FKPR: 0.13 FDPR: 0.11 HS%: 29.08 CL%: 11.96 KMax: 26.35 K: 400.08 D: 397.35 A: 107.01 FK: 70.51 FD: 56.2 Rnd: 922,Nana,GnG Amazigh White,"raze, jett, skye",107.01,226.17,149.89,0.22,11.96,397.35,56.2,0.11,70.51,0.13,29.08,400.08,1.0,68.65,26.35,0.78,0.98,922
Player Nahashi from team LUA Gaming has the following stats: R2.0: 1.01 ACS: 222.7 K:D: 1.01 KAST: 69.0 ADR: 149.9 KPR: 0.77 APR: 0.19 FKPR: 0.17 FDPR: 0.16 HS%: 25.0 CL%: 25.0 KMax: 25.0 K: 245.0 D: 242.0 A: 60.0 FK: 55.0 FD: 52.0 Rnd: 319,Nahashi,LUA Gaming,"jett, raze, omen",60.0,222.7,149.9,0.19,25.0,242.0,52.0,0.16,55.0,0.17,25.0,245.0,1.01,69.0,25.0,0.77,1.01,319
Player Desi from team FOKUS Sakura has the following stats: R2.0: 0.99 ACS: 201.22 K:D: 0.95 KAST: 70.86 ADR: 131.24 KPR: 0.72 APR: 0.33 FKPR: 0.08 FDPR: 0.08 HS%: 26.29 CL%: 21.29 KMax: 24.43 K: 417.22 D: 435.97 A: 190.68 FK: 47.99 FD: 46.28 Rnd: 1148,Desi,FOKUS Sakura,"breach, sova, skye",190.68,201.22,131.24,0.33,21.29,435.97,46.28,0.08,47.99,0.08,26.29,417.22,0.95,70.86,24.43,0.72,0.99,1148
Player Nirvana from team R8 Blue has the following stats: R2.0: 0.88 ACS: 213.09 K:D: 0.92 KAST: 65.02 ADR: 144.15 KPR: 0.73 APR: 0.21 FKPR: 0.18 FDPR: 0.19 HS%: 23.5 CL%: 17.5 KMax: 24.5 K: 218.1 D: 239.48 A: 63.0 FK: 53.52 FD: 56.98 Rnd: 602,Nirvana,R8 Blue,"neon, raze, jett",63.0,213.09,144.15,0.21,17.5,239.48,56.98,0.19,53.52,0.18,23.5,218.1,0.92,65.02,24.5,0.73,0.88,602
Player Wens from team BBL Queens has the following stats: R2.0: 1.03 ACS: 200.06 K:D: 1.09 KAST: 72.34 ADR: 135.19 KPR: 0.72 APR: 0.19 FKPR: 0.1 FDPR: 0.09 HS%: 35.13 CL%: 16.72 KMax: 24.19 K: 482.31 D: 441.25 A: 124.0 FK: 67.16 FD: 62.59 Rnd: 1327,Wens,BBL Queens,"killjoy, cypher, viper",124.0,200.06,135.19,0.19,16.72,441.25,62.59,0.09,67.16,0.1,35.13,482.31,1.09,72.34,24.19,0.72,1.03,1327
Player Pyro from team Infinity X has the following stats: R2.0: 0.92 ACS: 190.89 K:D: 0.88 KAST: 69.91 ADR: 120.74 KPR: 0.66 APR: 0.34 FKPR: 0.09 FDPR: 0.11 HS%: 22.0 CL%: 13.34 KMax: 22.37 K: 175.86 D: 203.43 A: 92.94 FK: 24.63 FD: 30.86 Rnd: 536,Pyro,Infinity X,"viper, breach, gekko",92.94,190.89,120.74,0.34,13.34,203.43,30.86,0.11,24.63,0.09,22.0,175.86,0.88,69.91,22.37,0.66,0.92,536
Player Aisling from team 4Fun has the following stats: R2.0: 0.99 ACS: 178.17 K:D: 0.93 KAST: 73.63 ADR: 114.38 KPR: 0.63 APR: 0.46 FKPR: 0.06 FDPR: 0.07 HS%: 19.81 CL%: 18.3 KMax: 23.81 K: 659.5 D: 700.59 A: 496.1 FK: 68.97 FD: 76.27 Rnd: 1515,Aisling,4Fun,"astra, omen, brimstone",496.1,178.17,114.38,0.46,18.3,700.59,76.27,0.07,68.97,0.06,19.81,659.5,0.93,73.63,23.81,0.63,0.99,1515
Player rezq from team G2 Gozen has the following stats: R2.0: 1.06 ACS: 225.92 K:D: 1.14 KAST: 71.81 ADR: 147.04 KPR: 0.8 APR: 0.22 FKPR: 0.16 FDPR: 0.15 HS%: 25.55 CL%: 26.64 KMax: 31.09 K: 707.3 D: 630.86 A: 194.27 FK: 141.53 FD: 136.3 Rnd: 1757,rezq,G2 Gozen,"raze, jett, killjoy",194.27,225.92,147.04,0.22,26.64,630.86,136.3,0.15,141.53,0.16,25.55,707.3,1.14,71.81,31.09,0.8,1.06,1757
Player nenuay from team FULL SENSE Pink has the following stats: R2.0: 1.01 ACS: 200.9 K:D: 0.99 KAST: 69.0 ADR: 129.7 KPR: 0.72 APR: 0.3 FKPR: 0.08 FDPR: 0.07 HS%: 21.0 CL%: 17.0 KMax: 24.0 K: 220.0 D: 222.0 A: 91.0 FK: 24.0 FD: 21.0 Rnd: 305,nenuay,FULL SENSE Pink,"astra, omen, brimstone",91.0,200.9,129.7,0.3,17.0,222.0,21.0,0.07,24.0,0.08,21.0,220.0,0.99,69.0,24.0,0.72,1.01,305
Player Felce from team invincible gc has the following stats: R2.0: 0.99 ACS: 203.85 K:D: 1.0 KAST: 75.0 ADR: 134.46 KPR: 0.73 APR: 0.3 FKPR: 0.07 FDPR: 0.06 HS%: 31.22 CL%: 16.44 KMax: 28.37 K: 455.8 D: 456.95 A: 191.29 FK: 42.46 FD: 38.8 Rnd: 1212,Felce,invincible gc,"sova, fade, chamber",191.29,203.85,134.46,0.3,16.44,456.95,38.8,0.06,42.46,0.07,31.22,455.8,1.0,75.0,28.37,0.73,0.99,1212
Player Yunaaa from team RIMA GC has the following stats: R2.0: 1.01 ACS: 192.0 K:D: 0.97 KAST: 72.0 ADR: 122.8 KPR: 0.69 APR: 0.48 FKPR: 0.06 FDPR: 0.07 HS%: 23.0 CL%: 13.0 KMax: 27.0 K: 389.0 D: 402.0 A: 267.0 FK: 33.0 FD: 40.0 Rnd: 562,Yunaaa,RIMA GC,"skye, astra, kayo",267.0,192.0,122.8,0.48,13.0,402.0,40.0,0.07,33.0,0.06,23.0,389.0,0.97,72.0,27.0,0.69,1.01,562
