agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
kayo,(20) 95%,395,1.13,235.0,1.10,150.9,75%,0.79,0.44,0.13,0.10,314,286,173,51,39,SWEET,https://www.vlr.gg/player/40797/sweet?timespan=all
sova,(1) 5%,17,0.84,141.0,0.62,122.6,47%,0.47,0.18,0.06,0.12,8,13,3,1,2,SWEET,https://www.vlr.gg/player/40797/sweet?timespan=all
,,,,,,,,,,,,,,,,,Jazzyk1ns,https://www.vlr.gg/player/3077/jazzyk1ns?timespan=all
jett,(215) 39%,4215,1.09,237.2,1.18,150.3,72%,0.82,0.19,0.20,0.16,3449,2929,790,849,679,Jazzyk1ns,https://www.vlr.gg/player/3077/jazzyk1ns?timespan=all
raze,(212) 39%,4108,1.10,243.0,1.14,161.4,73%,0.80,0.26,0.17,0.16,3301,2897,1054,713,661,Jazzyk1ns,https://www.vlr.gg/player/3077/jazzyk1ns?timespan=all
sage,(36) 7%,683,1.11,212.6,1.17,137.4,77%,0.75,0.35,0.12,0.11,511,435,240,82,73,Jazzyk1ns,https://www.vlr.gg/player/3077/jazzyk1ns?timespan=all
,,,,,,,,,,,,,,,,,romily,https://www.vlr.gg/player/18982/romily?timespan=all
jett,(66) 34%,1271,1.22,254.6,1.37,164.8,76%,0.89,0.23,0.19,0.14,1136,827,286,243,179,romily,https://www.vlr.gg/player/18982/romily?timespan=all
killjoy,(49) 25%,965,1.17,220.6,1.40,146.0,76%,0.79,0.17,0.08,0.06,763,546,161,80,56,romily,https://www.vlr.gg/player/18982/romily?timespan=all
viper,(25) 13%,479,1.26,233.4,1.48,154.6,77%,0.87,0.26,0.10,0.07,417,281,124,48,34,romily,https://www.vlr.gg/player/18982/romily?timespan=all
,,,,,,,,,,,,,,,,,sonder,https://www.vlr.gg/player/8849/sonder?timespan=all
raze,(141) 26%,2879,1.12,262.1,1.13,170.6,73%,0.86,0.27,0.20,0.19,2477,2198,776,574,533,sonder,https://www.vlr.gg/player/8849/sonder?timespan=all
kayo,(66) 12%,1265,1.09,221.9,1.04,141.2,77%,0.74,0.60,0.12,0.11,938,906,760,148,136,sonder,https://www.vlr.gg/player/8849/sonder?timespan=all
jett,(64) 12%,1264,1.12,262.4,1.23,159.1,71%,0.90,0.20,0.23,0.19,1135,923,248,292,243,sonder,https://www.vlr.gg/player/8849/sonder?timespan=all
,,,,,,,,,,,,,,,,,Clem,https://www.vlr.gg/player/17526/clem?timespan=all
astra,(14) 24%,271,1.11,224.6,1.16,143.6,73%,0.80,0.31,0.06,0.06,217,187,84,16,17,Clem,https://www.vlr.gg/player/17526/clem?timespan=all
killjoy,(13) 22%,262,1.15,226.1,1.28,161.0,77%,0.82,0.19,0.10,0.11,215,168,43,24,25,Clem,https://www.vlr.gg/player/17526/clem?timespan=all
brimstone,(10) 17%,210,1.01,207.4,1.03,130.8,71%,0.74,0.30,0.08,0.09,156,151,64,16,19,Clem,https://www.vlr.gg/player/17526/clem?timespan=all
,,,,,,,,,,,,,,,,,SoberSushi,https://www.vlr.gg/player/15408/sobersushi?timespan=all
breach,(33) 53%,687,0.93,164.0,0.96,105.7,74%,0.60,0.29,0.05,0.06,412,431,199,34,42,SoberSushi,https://www.vlr.gg/player/15408/sobersushi?timespan=all
kayo,(17) 27%,376,0.78,156.4,0.69,100.8,73%,0.52,0.45,0.06,0.06,197,285,169,21,23,SoberSushi,https://www.vlr.gg/player/15408/sobersushi?timespan=all
killjoy,(7) 11%,139,0.85,173.1,0.80,119.9,68%,0.60,0.19,0.04,0.06,83,104,26,5,8,SoberSushi,https://www.vlr.gg/player/15408/sobersushi?timespan=all
,,,,,,,,,,,,,,,,,Jem,https://www.vlr.gg/player/29906/jem?timespan=all
sova,(17) 27%,357,1.06,188.5,1.02,132.3,78%,0.65,0.33,0.05,0.05,232,227,118,19,19,Jem,https://www.vlr.gg/player/29906/jem?timespan=all
raze,(13) 20%,286,0.96,217.9,0.95,142.7,72%,0.70,0.22,0.11,0.14,199,209,63,31,41,Jem,https://www.vlr.gg/player/29906/jem?timespan=all
skye,(12) 19%,251,0.99,185.3,0.94,118.2,74%,0.62,0.41,0.07,0.08,156,166,102,18,19,Jem,https://www.vlr.gg/player/29906/jem?timespan=all
,,,,,,,,,,,,,,,,,julia,https://www.vlr.gg/player/44235/julia?timespan=all
sova,(16) 32%,323,1.05,193.9,1.00,136.8,72%,0.67,0.33,0.07,0.09,216,216,107,23,28,julia,https://www.vlr.gg/player/44235/julia?timespan=all
skye,(15) 30%,295,0.96,174.7,0.83,115.0,73%,0.61,0.44,0.09,0.08,180,217,130,27,24,julia,https://www.vlr.gg/player/44235/julia?timespan=all
gekko,(14) 28%,292,0.86,177.7,0.85,116.1,74%,0.63,0.29,0.09,0.09,184,217,85,27,25,julia,https://www.vlr.gg/player/44235/julia?timespan=all
,,,,,,,,,,,,,,,,,venus,https://www.vlr.gg/player/28546/venus?timespan=all
raze,(52) 31%,1007,1.07,228.4,1.11,151.0,71%,0.80,0.19,0.17,0.16,805,725,188,169,164,venus,https://www.vlr.gg/player/28546/venus?timespan=all
jett,(37) 22%,737,1.08,223.0,1.13,143.1,69%,0.80,0.13,0.20,0.16,593,527,96,148,116,venus,https://www.vlr.gg/player/28546/venus?timespan=all
neon,(25) 15%,489,0.94,209.8,0.96,136.9,67%,0.73,0.20,0.17,0.16,357,373,99,81,76,venus,https://www.vlr.gg/player/28546/venus?timespan=all
,,,,,,,,,,,,,,,,,Koyorii,https://www.vlr.gg/player/20066/koyorii?timespan=all
omen,(33) 62%,718,1.12,201.7,1.10,130.7,76%,0.73,0.45,0.07,0.05,521,475,326,53,39,Koyorii,https://www.vlr.gg/player/20066/koyorii?timespan=all
killjoy,(9) 17%,177,1.06,207.0,1.17,144.9,75%,0.73,0.18,0.08,0.07,129,110,31,14,12,Koyorii,https://www.vlr.gg/player/20066/koyorii?timespan=all
sage,(5) 9%,88,1.01,159.0,1.02,100.9,74%,0.61,0.36,0.08,0.10,54,53,32,7,9,Koyorii,https://www.vlr.gg/player/20066/koyorii?timespan=all
,,,,,,,,,,,,,,,,,aco,https://www.vlr.gg/player/29316/aco?timespan=all
skye,(26) 35%,508,0.99,187.7,1.00,118.9,74%,0.66,0.39,0.08,0.09,334,335,200,41,46,aco,https://www.vlr.gg/player/29316/aco?timespan=all
sova,(19) 26%,392,1.06,209.1,1.09,131.2,75%,0.71,0.36,0.07,0.05,277,253,141,28,18,aco,https://www.vlr.gg/player/29316/aco?timespan=all
kayo,(11) 15%,224,1.03,200.0,1.03,129.9,74%,0.69,0.50,0.07,0.13,155,150,111,16,28,aco,https://www.vlr.gg/player/29316/aco?timespan=all
,,,,,,,,,,,,,,,,,Alessia,https://www.vlr.gg/player/30060/alessia?timespan=all
killjoy,(38) 35%,757,1.08,206.9,1.12,142.9,71%,0.76,0.14,0.11,0.08,572,513,109,83,57,Alessia,https://www.vlr.gg/player/30060/alessia?timespan=all
chamber,(37) 34%,742,1.04,201.4,1.15,132.6,69%,0.74,0.13,0.14,0.13,552,482,93,102,93,Alessia,https://www.vlr.gg/player/30060/alessia?timespan=all
cypher,(22) 20%,462,1.17,207.3,1.34,134.8,71%,0.79,0.18,0.10,0.09,366,273,83,44,40,Alessia,https://www.vlr.gg/player/30060/alessia?timespan=all
,,,,,,,,,,,,,,,,,dati,https://www.vlr.gg/player/19360/dati?timespan=all
breach,(109) 39%,2265,0.96,175.5,0.92,113.7,75%,0.62,0.40,0.06,0.07,1399,1518,907,131,150,dati,https://www.vlr.gg/player/19360/dati?timespan=all
sova,(104) 38%,2037,1.13,197.1,1.14,134.3,77%,0.69,0.38,0.08,0.06,1401,1226,771,155,121,dati,https://www.vlr.gg/player/19360/dati?timespan=all
kayo,(15) 5%,311,0.99,183.5,0.87,120.1,77%,0.60,0.56,0.09,0.09,188,215,175,29,27,dati,https://www.vlr.gg/player/19360/dati?timespan=all
,,,,,,,,,,,,,,,,,nugget,https://www.vlr.gg/player/14351/nugget?timespan=all
killjoy,(85) 36%,1797,0.92,181.2,0.91,127.1,70%,0.61,0.21,0.07,0.08,1096,1204,380,121,138,nugget,https://www.vlr.gg/player/14351/nugget?timespan=all
cypher,(82) 35%,1656,1.00,190.4,1.04,124.1,72%,0.67,0.20,0.08,0.05,1111,1068,337,135,89,nugget,https://www.vlr.gg/player/14351/nugget?timespan=all
chamber,(42) 18%,897,1.04,211.2,1.06,135.6,71%,0.74,0.18,0.13,0.08,661,622,164,120,71,nugget,https://www.vlr.gg/player/14351/nugget?timespan=all
,,,,,,,,,,,,,,,,,ary,https://www.vlr.gg/player/20993/ary?timespan=all
brimstone,(22) 20%,441,1.10,218.4,1.13,137.5,76%,0.73,0.40,0.10,0.08,324,288,175,46,37,ary,https://www.vlr.gg/player/20993/ary?timespan=all
astra,(22) 20%,436,1.04,215.2,1.04,140.7,72%,0.72,0.35,0.10,0.12,316,305,154,42,51,ary,https://www.vlr.gg/player/20993/ary?timespan=all
omen,(19) 17%,408,1.12,220.5,1.23,142.2,75%,0.80,0.40,0.11,0.10,328,267,165,43,39,ary,https://www.vlr.gg/player/20993/ary?timespan=all
,,,,,,,,,,,,,,,,,rayne,https://www.vlr.gg/player/37905/rayne?timespan=all
jett,(56) 28%,1108,1.05,231.5,1.10,150.8,67%,0.82,0.16,0.19,0.18,914,832,182,216,196,rayne,https://www.vlr.gg/player/37905/rayne?timespan=all
raze,(40) 20%,770,1.23,259.9,1.31,170.8,72%,0.90,0.17,0.18,0.14,695,530,131,139,104,rayne,https://www.vlr.gg/player/37905/rayne?timespan=all
yoru,(19) 10%,358,1.09,233.7,1.17,150.2,70%,0.81,0.21,0.12,0.13,289,248,74,44,46,rayne,https://www.vlr.gg/player/37905/rayne?timespan=all
,,,,,,,,,,,,,,,,,Ltomlee,https://www.vlr.gg/player/21500/ltomlee?timespan=all
chamber,(32) 27%,668,0.98,192.7,1.04,130.3,68%,0.71,0.14,0.11,0.10,472,452,95,72,68,Ltomlee,https://www.vlr.gg/player/21500/ltomlee?timespan=all
killjoy,(25) 21%,490,0.93,197.2,0.91,135.3,69%,0.67,0.19,0.07,0.10,326,358,91,33,47,Ltomlee,https://www.vlr.gg/player/21500/ltomlee?timespan=all
omen,(23) 19%,501,1.05,204.2,1.00,132.9,74%,0.70,0.49,0.07,0.07,350,349,244,34,34,Ltomlee,https://www.vlr.gg/player/21500/ltomlee?timespan=all
,,,,,,,,,,,,,,,,,Kaz,https://www.vlr.gg/player/45181/kaz?timespan=all
sova,(17) 39%,352,1.14,223.9,1.06,154.8,74%,0.76,0.33,0.07,0.06,266,252,117,24,20,Kaz,https://www.vlr.gg/player/45181/kaz?timespan=all
gekko,(7) 16%,141,0.98,155.7,1.00,110.7,72%,0.60,0.18,0.04,0.03,85,85,25,6,4,Kaz,https://www.vlr.gg/player/45181/kaz?timespan=all
cypher,(6) 14%,122,0.82,167.8,0.82,112.4,59%,0.60,0.18,0.05,0.09,73,89,22,6,11,Kaz,https://www.vlr.gg/player/45181/kaz?timespan=all
,,,,,,,,,,,,,,,,,mediKa,https://www.vlr.gg/player/9623/medika?timespan=all
breach,(73) 30%,1476,0.99,183.2,0.97,120.4,75%,0.65,0.39,0.06,0.07,953,980,575,89,101,mediKa,https://www.vlr.gg/player/9623/medika?timespan=all
killjoy,(55) 22%,1134,1.00,210.3,0.99,145.4,72%,0.70,0.24,0.08,0.08,792,801,267,89,90,mediKa,https://www.vlr.gg/player/9623/medika?timespan=all
viper,(26) 11%,526,0.85,176.5,0.79,120.7,68%,0.57,0.32,0.08,0.13,301,381,167,42,69,mediKa,https://www.vlr.gg/player/9623/medika?timespan=all
,,,,,,,,,,,,,,,,,ciao,https://www.vlr.gg/player/15338/ciao?timespan=all
astra,(40) 26%,824,1.02,192.3,1.01,130.1,73%,0.70,0.34,0.06,0.06,576,568,281,51,50,ciao,https://www.vlr.gg/player/15338/ciao?timespan=all
sage,(20) 13%,394,0.93,185.7,0.95,115.1,68%,0.64,0.32,0.07,0.09,253,266,125,27,35,ciao,https://www.vlr.gg/player/15338/ciao?timespan=all
omen,(16) 11%,334,1.05,193.9,1.10,118.5,78%,0.71,0.42,0.07,0.05,237,215,141,23,18,ciao,https://www.vlr.gg/player/15338/ciao?timespan=all
,,,,,,,,,,,,,,,,,niciplesss,https://www.vlr.gg/player/21159/niciplesss?timespan=all
cypher,(35) 24%,782,1.00,201.8,1.07,134.0,72%,0.73,0.23,0.09,0.09,570,535,181,74,74,niciplesss,https://www.vlr.gg/player/21159/niciplesss?timespan=all
killjoy,(34) 24%,745,1.07,212.6,1.12,144.1,71%,0.74,0.19,0.10,0.09,548,489,141,78,64,niciplesss,https://www.vlr.gg/player/21159/niciplesss?timespan=all
viper,(27) 19%,505,1.00,209.9,1.03,134.3,70%,0.72,0.33,0.08,0.10,366,356,166,42,51,niciplesss,https://www.vlr.gg/player/21159/niciplesss?timespan=all
,,,,,,,,,,,,,,,,,YamzzI,https://www.vlr.gg/player/25000/yamzzi?timespan=all
killjoy,(29) 30%,579,1.26,226.6,1.41,157.3,75%,0.83,0.14,0.08,0.05,482,342,82,48,30,YamzzI,https://www.vlr.gg/player/25000/yamzzi?timespan=all
omen,(19) 19%,381,1.10,192.9,1.10,127.3,78%,0.71,0.46,0.07,0.05,269,244,175,27,18,YamzzI,https://www.vlr.gg/player/25000/yamzzi?timespan=all
chamber,(10) 10%,208,1.33,243.2,1.55,162.0,77%,0.90,0.11,0.17,0.07,188,121,22,36,15,YamzzI,https://www.vlr.gg/player/25000/yamzzi?timespan=all
,,,,,,,,,,,,,,,,,nenuay,https://www.vlr.gg/player/39981/nenuay?timespan=all
astra,(22) 33%,440,1.18,225.3,1.20,145.2,74%,0.82,0.39,0.08,0.06,360,299,170,36,25,nenuay,https://www.vlr.gg/player/39981/nenuay?timespan=all
omen,(21) 32%,411,1.06,197.0,0.99,125.4,77%,0.68,0.45,0.07,0.05,281,283,186,28,20,nenuay,https://www.vlr.gg/player/39981/nenuay?timespan=all
brimstone,(16) 24%,324,1.16,222.1,1.21,141.0,80%,0.78,0.41,0.06,0.04,252,208,133,19,14,nenuay,https://www.vlr.gg/player/39981/nenuay?timespan=all
,,,,,,,,,,,,,,,,,Danii,https://www.vlr.gg/player/15345/danii?timespan=all
sova,(30) 29%,598,0.89,186.8,0.84,122.0,69%,0.62,0.26,0.06,0.09,373,445,154,35,51,Danii,https://www.vlr.gg/player/15345/danii?timespan=all
breach,(22) 21%,436,0.97,178.8,0.92,110.1,72%,0.64,0.39,0.05,0.06,277,301,168,20,25,Danii,https://www.vlr.gg/player/15345/danii?timespan=all
raze,(12) 12%,228,0.70,166.9,0.68,118.2,58%,0.57,0.21,0.10,0.14,130,192,47,22,33,Danii,https://www.vlr.gg/player/15345/danii?timespan=all
,,,,,,,,,,,,,,,,,let,https://www.vlr.gg/player/11241/let?timespan=all
jett,(143) 53%,2802,0.96,227.4,1.05,141.3,67%,0.79,0.16,0.21,0.20,2202,2105,449,595,558,let,https://www.vlr.gg/player/11241/let?timespan=all
raze,(68) 25%,1373,1.00,236.3,1.04,153.8,70%,0.80,0.21,0.18,0.18,1097,1053,287,249,251,let,https://www.vlr.gg/player/11241/let?timespan=all
sage,(19) 7%,357,1.10,223.3,1.17,142.7,76%,0.79,0.30,0.12,0.11,282,241,108,44,41,let,https://www.vlr.gg/player/11241/let?timespan=all
,,,,,,,,,,,,,,,,,Cleopatra,https://www.vlr.gg/player/20078/cleopatra?timespan=all
kayo,(30) 32%,609,0.97,190.3,0.87,125.9,73%,0.65,0.41,0.06,0.08,393,452,252,39,46,Cleopatra,https://www.vlr.gg/player/20078/cleopatra?timespan=all
sage,(24) 26%,497,0.91,182.3,0.85,116.5,68%,0.61,0.35,0.08,0.08,304,356,175,41,41,Cleopatra,https://www.vlr.gg/player/20078/cleopatra?timespan=all
breach,(17) 18%,364,0.87,167.6,0.79,111.6,72%,0.58,0.33,0.05,0.05,212,267,121,20,18,Cleopatra,https://www.vlr.gg/player/20078/cleopatra?timespan=all
,,,,,,,,,,,,,,,,,Andrea,https://www.vlr.gg/player/20425/andrea?timespan=all
skye,(20) 22%,402,0.73,152.0,0.67,95.4,64%,0.50,0.42,0.06,0.11,203,305,167,23,45,Andrea,https://www.vlr.gg/player/20425/andrea?timespan=all
breach,(13) 14%,282,0.94,176.2,0.96,112.8,74%,0.61,0.40,0.07,0.07,173,180,113,19,19,Andrea,https://www.vlr.gg/player/20425/andrea?timespan=all
omen,(13) 14%,251,0.80,161.4,0.72,102.7,65%,0.55,0.43,0.06,0.10,139,194,107,14,25,Andrea,https://www.vlr.gg/player/20425/andrea?timespan=all
,,,,,,,,,,,,,,,,,ARIANARCHIST,https://www.vlr.gg/player/3089/arianarchist?timespan=all
jett,(108) 30%,2179,1.10,243.8,1.12,152.9,72%,0.84,0.20,0.19,0.16,1840,1636,425,418,346,ARIANARCHIST,https://www.vlr.gg/player/3089/arianarchist?timespan=all
viper,(50) 14%,1036,1.11,227.3,1.14,148.4,71%,0.79,0.28,0.12,0.12,823,719,288,126,120,ARIANARCHIST,https://www.vlr.gg/player/3089/arianarchist?timespan=all
raze,(34) 9%,712,1.21,261.8,1.16,171.4,76%,0.87,0.25,0.17,0.15,617,532,179,122,109,ARIANARCHIST,https://www.vlr.gg/player/3089/arianarchist?timespan=all
,,,,,,,,,,,,,,,,,Mcfly,https://www.vlr.gg/player/21008/mcfly?timespan=all
sova,(19) 19%,390,1.01,206.4,1.04,133.7,70%,0.72,0.25,0.09,0.09,279,267,97,34,34,Mcfly,https://www.vlr.gg/player/21008/mcfly?timespan=all
fade,(15) 15%,328,0.96,175.3,0.95,120.5,71%,0.63,0.28,0.08,0.09,208,219,92,27,30,Mcfly,https://www.vlr.gg/player/21008/mcfly?timespan=all
omen,(13) 13%,276,0.82,150.5,0.73,99.5,72%,0.53,0.39,0.03,0.09,146,200,109,7,25,Mcfly,https://www.vlr.gg/player/21008/mcfly?timespan=all
,,,,,,,,,,,,,,,,,alyssa,https://www.vlr.gg/player/17447/alyssa?timespan=all
sova,(43) 24%,861,1.02,193.6,1.08,130.5,75%,0.69,0.28,0.06,0.07,593,548,243,52,62,alyssa,https://www.vlr.gg/player/17447/alyssa?timespan=all
jett,(40) 22%,762,1.12,234.6,1.20,145.4,71%,0.82,0.18,0.16,0.13,623,520,138,125,101,alyssa,https://www.vlr.gg/player/17447/alyssa?timespan=all
killjoy,(19) 10%,379,1.18,227.5,1.30,153.9,76%,0.80,0.20,0.13,0.08,303,233,75,50,29,alyssa,https://www.vlr.gg/player/17447/alyssa?timespan=all
,,,,,,,,,,,,,,,,,fawn,https://www.vlr.gg/player/14723/fawn?timespan=all
skye,(45) 23%,962,0.91,172.0,0.84,110.7,70%,0.58,0.41,0.05,0.07,562,673,394,45,71,fawn,https://www.vlr.gg/player/14723/fawn?timespan=all
raze,(34) 18%,661,1.11,239.1,1.12,155.9,72%,0.78,0.27,0.13,0.11,515,461,178,86,76,fawn,https://www.vlr.gg/player/14723/fawn?timespan=all
kayo,(25) 13%,501,1.15,217.4,1.11,138.3,76%,0.77,0.53,0.07,0.07,385,346,265,36,33,fawn,https://www.vlr.gg/player/14723/fawn?timespan=all
,,,,,,,,,,,,,,,,,Stan,https://www.vlr.gg/player/16017/stan?timespan=all
sova,(24) 57%,500,0.93,169.3,0.86,112.4,73%,0.59,0.34,0.04,0.04,293,340,169,18,19,Stan,https://www.vlr.gg/player/16017/stan?timespan=all
killjoy,(12) 29%,255,0.90,178.3,0.92,116.7,70%,0.62,0.18,0.05,0.08,158,172,46,13,20,Stan,https://www.vlr.gg/player/16017/stan?timespan=all
sage,(6) 14%,112,1.10,202.8,1.20,119.7,79%,0.71,0.38,0.03,0.09,79,66,42,3,10,Stan,https://www.vlr.gg/player/16017/stan?timespan=all
,,,,,,,,,,,,,,,,,LechugaFresh,https://www.vlr.gg/player/35845/lechugafresh?timespan=all
cypher,(35) 42%,683,0.94,187.4,0.96,124.2,68%,0.67,0.22,0.08,0.08,460,477,150,52,53,LechugaFresh,https://www.vlr.gg/player/35845/lechugafresh?timespan=all
killjoy,(25) 30%,526,1.04,201.4,1.08,142.0,73%,0.71,0.21,0.09,0.06,372,346,108,48,31,LechugaFresh,https://www.vlr.gg/player/35845/lechugafresh?timespan=all
gekko,(8) 10%,151,0.85,160.1,0.79,110.6,72%,0.55,0.32,0.05,0.06,83,105,49,8,9,LechugaFresh,https://www.vlr.gg/player/35845/lechugafresh?timespan=all
,,,,,,,,,,,,,,,,,maze,https://www.vlr.gg/player/12157/maze?timespan=all
omen,(20) 18%,413,0.97,185.8,0.97,118.9,75%,0.66,0.37,0.07,0.07,273,282,152,28,30,maze,https://www.vlr.gg/player/12157/maze?timespan=all
skye,(18) 16%,376,0.80,167.2,0.78,108.6,67%,0.57,0.33,0.06,0.10,213,273,124,21,36,maze,https://www.vlr.gg/player/12157/maze?timespan=all
sova,(16) 14%,303,0.81,162.5,0.77,112.5,63%,0.55,0.29,0.04,0.09,168,219,89,12,26,maze,https://www.vlr.gg/player/12157/maze?timespan=all
,,,,,,,,,,,,,,,,,Akame,https://www.vlr.gg/player/11697/akame?timespan=all
chamber,(48) 56%,981,1.12,234.0,1.19,148.9,69%,0.84,0.14,0.17,0.13,827,695,134,171,127,Akame,https://www.vlr.gg/player/11697/akame?timespan=all
raze,(14) 16%,334,1.10,254.5,1.12,164.3,73%,0.83,0.26,0.19,0.19,278,249,87,63,63,Akame,https://www.vlr.gg/player/11697/akame?timespan=all
jett,(11) 13%,211,0.97,216.5,0.95,137.8,63%,0.73,0.20,0.15,0.15,154,162,42,31,31,Akame,https://www.vlr.gg/player/11697/akame?timespan=all
,,,,,,,,,,,,,,,,,Kohaibi,https://www.vlr.gg/player/9175/kohaibi?timespan=all
raze,(67) 27%,1295,1.48,303.0,1.67,198.8,83%,1.04,0.26,0.15,0.07,1341,805,341,194,89,Kohaibi,https://www.vlr.gg/player/9175/kohaibi?timespan=all
killjoy,(39) 16%,755,1.28,242.1,1.51,164.7,79%,0.89,0.19,0.11,0.07,673,446,141,86,55,Kohaibi,https://www.vlr.gg/player/9175/kohaibi?timespan=all
reyna,(35) 14%,688,1.53,302.4,1.75,186.6,83%,1.07,0.19,0.16,0.07,737,420,134,111,47,Kohaibi,https://www.vlr.gg/player/9175/kohaibi?timespan=all
,,,,,,,,,,,,,,,,,anninha,https://www.vlr.gg/player/21927/anninha?timespan=all
sova,(39) 38%,756,0.99,195.4,0.97,130.7,72%,0.68,0.28,0.08,0.07,515,529,212,62,51,anninha,https://www.vlr.gg/player/21927/anninha?timespan=all
fade,(15) 15%,279,0.86,173.9,0.83,112.5,69%,0.63,0.29,0.09,0.10,175,212,80,25,27,anninha,https://www.vlr.gg/player/21927/anninha?timespan=all
omen,(10) 10%,211,1.02,192.8,0.99,122.3,72%,0.68,0.38,0.08,0.09,144,145,81,17,20,anninha,https://www.vlr.gg/player/21927/anninha?timespan=all
,,,,,,,,,,,,,,,,,Jenniffer,https://www.vlr.gg/player/25580/jenniffer?timespan=all
jett,(53) 52%,1022,1.04,231.6,1.12,150.1,66%,0.82,0.16,0.19,0.18,836,747,159,198,180,Jenniffer,https://www.vlr.gg/player/25580/jenniffer?timespan=all
raze,(31) 30%,628,0.93,201.1,0.94,140.3,68%,0.69,0.18,0.14,0.16,433,461,114,88,99,Jenniffer,https://www.vlr.gg/player/25580/jenniffer?timespan=all
chamber,(7) 7%,142,0.89,198.4,0.93,132.1,56%,0.70,0.12,0.11,0.15,100,107,17,16,21,Jenniffer,https://www.vlr.gg/player/25580/jenniffer?timespan=all
,,,,,,,,,,,,,,,,,Samsi,https://www.vlr.gg/player/9434/samsi?timespan=all
sova,(55) 22%,1111,1.12,206.8,1.10,137.6,75%,0.72,0.31,0.07,0.04,800,729,342,74,47,Samsi,https://www.vlr.gg/player/9434/samsi?timespan=all
killjoy,(52) 20%,1115,1.09,217.6,1.13,144.7,74%,0.76,0.19,0.09,0.08,849,750,215,95,85,Samsi,https://www.vlr.gg/player/9434/samsi?timespan=all
chamber,(48) 19%,990,1.11,218.2,1.21,141.7,72%,0.78,0.18,0.14,0.09,775,640,183,142,93,Samsi,https://www.vlr.gg/player/9434/samsi?timespan=all
,,,,,,,,,,,,,,,,,tokameite,https://www.vlr.gg/player/24058/tokameite?timespan=all
sova,(48) 40%,992,1.17,222.8,1.18,149.9,77%,0.77,0.36,0.08,0.04,768,649,361,84,42,tokameite,https://www.vlr.gg/player/24058/tokameite?timespan=all
breach,(16) 13%,307,1.00,198.1,0.93,121.8,75%,0.68,0.47,0.06,0.07,208,224,144,18,21,tokameite,https://www.vlr.gg/player/24058/tokameite?timespan=all
fade,(14) 12%,283,1.19,218.3,1.26,141.8,78%,0.78,0.38,0.07,0.04,222,176,107,19,10,tokameite,https://www.vlr.gg/player/24058/tokameite?timespan=all
,,,,,,,,,,,,,,,,,Miyori,https://www.vlr.gg/player/24101/miyori?timespan=all
jett,(45) 23%,944,1.04,241.8,1.07,154.9,68%,0.84,0.18,0.20,0.19,791,739,166,193,181,Miyori,https://www.vlr.gg/player/24101/miyori?timespan=all
raze,(41) 21%,895,1.12,260.6,1.17,164.3,74%,0.88,0.21,0.19,0.15,787,674,184,162,131,Miyori,https://www.vlr.gg/player/24101/miyori?timespan=all
killjoy,(28) 15%,529,1.20,234.4,1.32,157.1,74%,0.83,0.19,0.13,0.11,441,333,102,67,57,Miyori,https://www.vlr.gg/player/24101/miyori?timespan=all
,,,,,,,,,,,,,,,,,eva,https://www.vlr.gg/player/19371/eva?timespan=all
sova,(113) 44%,2295,1.20,212.1,1.28,141.3,78%,0.78,0.27,0.06,0.04,1795,1406,614,131,88,eva,https://www.vlr.gg/player/19371/eva?timespan=all
skye,(75) 29%,1520,1.25,220.6,1.43,143.8,80%,0.82,0.32,0.07,0.05,1252,877,488,103,79,eva,https://www.vlr.gg/player/19371/eva?timespan=all
sage,(18) 7%,341,1.22,207.3,1.40,134.5,79%,0.79,0.32,0.06,0.07,269,192,109,20,24,eva,https://www.vlr.gg/player/19371/eva?timespan=all
,,,,,,,,,,,,,,,,,Melsm,https://www.vlr.gg/player/44481/melsm?timespan=all
breach,(30) 56%,588,1.09,203.8,1.05,134.2,74%,0.72,0.44,0.11,0.10,426,404,256,65,61,Melsm,https://www.vlr.gg/player/44481/melsm?timespan=all
skye,(19) 35%,368,1.05,200.1,0.93,128.3,78%,0.67,0.48,0.11,0.10,246,265,177,41,38,Melsm,https://www.vlr.gg/player/44481/melsm?timespan=all
kayo,(4) 7%,80,0.92,217.8,0.79,136.2,69%,0.66,0.49,0.13,0.20,53,67,39,10,16,Melsm,https://www.vlr.gg/player/44481/melsm?timespan=all
,,,,,,,,,,,,,,,,,Lex,https://www.vlr.gg/player/21470/lex?timespan=all
jett,(63) 52%,1272,1.03,230.4,1.06,152.1,67%,0.81,0.18,0.15,0.17,1027,972,232,190,221,Lex,https://www.vlr.gg/player/21470/lex?timespan=all
raze,(52) 43%,1070,1.05,243.7,1.05,161.1,69%,0.80,0.23,0.15,0.16,859,818,244,163,170,Lex,https://www.vlr.gg/player/21470/lex?timespan=all
sage,(3) 2%,62,0.73,150.0,0.65,94.2,66%,0.50,0.40,0.05,0.15,31,48,25,3,9,Lex,https://www.vlr.gg/player/21470/lex?timespan=all
,,,,,,,,,,,,,,,,,WawaLee,https://www.vlr.gg/player/17525/wawalee?timespan=all
sova,(26) 30%,524,0.78,164.0,0.79,108.1,69%,0.55,0.28,0.05,0.07,288,366,143,24,37,WawaLee,https://www.vlr.gg/player/17525/wawalee?timespan=all
