agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
viper,(81) 22%,1681,0.93,172.8,0.90,117.2,72%,0.59,0.30,0.07,0.07,984,1098,510,118,122,ADRENALINE,https://www.vlr.gg/player/8273/adrenaline?timespan=all
sova,(56) 15%,1161,1.04,194.6,0.96,134.6,74%,0.63,0.37,0.06,0.05,732,759,425,71,60,ADRENALINE,https://www.vlr.gg/player/8273/adrenaline?timespan=all
,,,,,,,,,,,,,,,,,rdo,https://www.vlr.gg/player/19517/rdo?timespan=all
sova,(21) 23%,445,0.92,174.7,0.85,116.0,70%,0.58,0.31,0.05,0.08,260,307,137,24,35,rdo,https://www.vlr.gg/player/19517/rdo?timespan=all
kayo,(15) 16%,303,0.96,183.3,0.90,118.2,73%,0.60,0.53,0.12,0.10,183,203,160,35,31,rdo,https://www.vlr.gg/player/19517/rdo?timespan=all
sage,(14) 15%,302,0.93,180.9,0.90,115.4,70%,0.63,0.33,0.06,0.11,189,209,100,19,34,rdo,https://www.vlr.gg/player/19517/rdo?timespan=all
,,,,,,,,,,,,,,,,,YaBoiLewis,https://www.vlr.gg/player/4244/yaboilewis?timespan=all
raze,(76) 24%,1555,1.05,264.3,1.16,167.9,69%,0.89,0.19,0.20,0.17,1388,1195,288,310,268,YaBoiLewis,https://www.vlr.gg/player/4244/yaboilewis?timespan=all
kayo,(68) 21%,1455,1.04,211.2,1.00,135.5,73%,0.73,0.46,0.10,0.11,1055,1059,670,144,163,YaBoiLewis,https://www.vlr.gg/player/4244/yaboilewis?timespan=all
breach,(34) 11%,704,1.01,203.4,1.04,128.2,72%,0.72,0.36,0.09,0.12,504,483,254,60,86,YaBoiLewis,https://www.vlr.gg/player/4244/yaboilewis?timespan=all
,,,,,,,,,,,,,,,,,lowel,https://www.vlr.gg/player/2534/lowel?timespan=all
sage,(117) 45%,2368,1.12,204.3,1.39,127.8,75%,0.76,0.35,0.06,0.04,1788,1287,827,144,93,lowel,https://www.vlr.gg/player/2534/lowel?timespan=all
omen,(34) 13%,679,1.23,194.0,1.40,123.1,81%,0.72,0.47,0.05,0.05,486,346,320,36,34,lowel,https://www.vlr.gg/player/2534/lowel?timespan=all
sova,(26) 10%,540,1.24,202.2,1.19,136.1,77%,0.70,0.37,0.04,0.04,378,317,201,20,21,lowel,https://www.vlr.gg/player/2534/lowel?timespan=all
,,,,,,,,,,,,,,,,,KILLDREAM,https://www.vlr.gg/player/8590/killdream?timespan=all
jett,(109) 36%,2273,1.11,256.7,1.19,161.9,69%,0.88,0.17,0.23,0.18,2005,1687,396,526,404,KILLDREAM,https://www.vlr.gg/player/8590/killdream?timespan=all
omen,(47) 16%,955,1.01,213.4,1.02,134.8,71%,0.74,0.33,0.11,0.11,711,698,312,104,103,KILLDREAM,https://www.vlr.gg/player/8590/killdream?timespan=all
astra,(42) 14%,844,1.04,232.8,1.16,145.1,74%,0.80,0.33,0.14,0.11,679,585,275,114,93,KILLDREAM,https://www.vlr.gg/player/8590/killdream?timespan=all
,,,,,,,,,,,,,,,,,JayH,https://www.vlr.gg/player/7560/jayh?timespan=all
kayo,(38) 16%,824,1.09,204.6,1.03,128.2,77%,0.69,0.54,0.07,0.08,566,552,443,61,65,JayH,https://www.vlr.gg/player/7560/jayh?timespan=all
sova,(38) 16%,746,0.98,193.7,0.95,121.6,70%,0.65,0.31,0.07,0.06,485,510,231,43,30,JayH,https://www.vlr.gg/player/7560/jayh?timespan=all
breach,(37) 15%,746,1.07,188.1,1.02,122.6,79%,0.66,0.46,0.05,0.05,490,481,346,38,35,JayH,https://www.vlr.gg/player/7560/jayh?timespan=all
,,,,,,,,,,,,,,,,,Exalt,https://www.vlr.gg/player/901/exalt?timespan=all
kayo,(87) 23%,1736,1.13,218.8,1.09,140.1,75%,0.75,0.48,0.10,0.09,1295,1185,828,176,148,Exalt,https://www.vlr.gg/player/901/exalt?timespan=all
raze,(78) 21%,1555,1.12,257.1,1.23,160.9,75%,0.87,0.26,0.16,0.13,1355,1100,397,246,208,Exalt,https://www.vlr.gg/player/901/exalt?timespan=all
skye,(44) 12%,938,0.99,198.7,0.98,124.3,71%,0.69,0.30,0.09,0.09,648,658,282,88,81,Exalt,https://www.vlr.gg/player/901/exalt?timespan=all
,,,,,,,,,,,,,,,,,retauZ,https://www.vlr.gg/player/2430/retauz?timespan=all
jett,(71) 31%,1490,1.06,238.9,1.18,149.0,70%,0.83,0.16,0.18,0.14,1234,1050,239,270,208,retauZ,https://www.vlr.gg/player/2430/retauz?timespan=all
sage,(35) 15%,691,1.08,208.5,1.16,130.9,75%,0.74,0.32,0.05,0.08,513,444,224,35,58,retauZ,https://www.vlr.gg/player/2430/retauz?timespan=all
phoenix,(32) 14%,629,1.10,250.9,1.24,159.7,71%,0.87,0.25,0.17,0.11,545,441,156,104,68,retauZ,https://www.vlr.gg/player/2430/retauz?timespan=all
,,,,,,,,,,,,,,,,,FroxeKzz,https://www.vlr.gg/player/8787/froxekzz?timespan=all
killjoy,(26) 55%,574,0.87,186.2,0.88,123.5,68%,0.62,0.26,0.06,0.07,358,407,149,36,43,FroxeKzz,https://www.vlr.gg/player/8787/froxekzz?timespan=all
cypher,(17) 36%,340,1.18,210.2,1.09,134.3,86%,0.74,0.24,0.08,0.08,251,230,83,27,27,FroxeKzz,https://www.vlr.gg/player/8787/froxekzz?timespan=all
skye,(1) 2%,21,0.73,175.0,0.76,101.5,57%,0.62,0.14,0.05,0.00,13,17,3,1,0,FroxeKzz,https://www.vlr.gg/player/8787/froxekzz?timespan=all
,,,,,,,,,,,,,,,,,Insane,https://www.vlr.gg/player/7786/insane?timespan=all
sova,(60) 62%,1245,0.98,194.6,0.96,129.9,72%,0.66,0.32,0.07,0.08,819,851,399,87,94,Insane,https://www.vlr.gg/player/7786/insane?timespan=all
raze,(14) 14%,283,0.93,226.4,0.86,140.8,72%,0.71,0.20,0.15,0.16,201,233,56,43,44,Insane,https://www.vlr.gg/player/7786/insane?timespan=all
sage,(8) 8%,175,0.77,175.1,0.87,112.5,66%,0.62,0.23,0.06,0.09,108,124,41,10,15,Insane,https://www.vlr.gg/player/7786/insane?timespan=all
,,,,,,,,,,,,,,,,,BuZz,https://www.vlr.gg/player/804/buzz?timespan=all
jett,(190) 46%,3884,1.06,243.6,1.19,148.1,71%,0.85,0.16,0.21,0.16,3297,2760,634,805,638,BuZz,https://www.vlr.gg/player/804/buzz?timespan=all
raze,(65) 16%,1378,1.13,256.9,1.19,161.6,73%,0.87,0.19,0.18,0.17,1198,1004,260,250,230,BuZz,https://www.vlr.gg/player/804/buzz?timespan=all
chamber,(50) 12%,991,1.23,244.5,1.46,155.4,74%,0.88,0.17,0.16,0.10,873,600,173,158,99,BuZz,https://www.vlr.gg/player/804/buzz?timespan=all
,,,,,,,,,,,,,,,,,Killu,https://www.vlr.gg/player/3769/killu?timespan=all
jett,(116) 44%,2420,1.14,221.5,1.18,140.9,72%,0.81,0.14,0.14,0.10,1951,1648,330,341,248,Killu,https://www.vlr.gg/player/3769/killu?timespan=all
chamber,(28) 11%,582,1.28,235.0,1.36,156.6,73%,0.88,0.13,0.14,0.06,510,375,76,82,36,Killu,https://www.vlr.gg/player/3769/killu?timespan=all
viper,(26) 10%,559,1.04,196.6,1.09,131.5,73%,0.71,0.23,0.06,0.08,397,364,127,34,44,Killu,https://www.vlr.gg/player/3769/killu?timespan=all
,,,,,,,,,,,,,,,,,NeskaaS,https://www.vlr.gg/player/6889/neskaas?timespan=all
killjoy,(86) 32%,1817,0.94,190.5,0.97,128.0,68%,0.66,0.16,0.09,0.09,1204,1243,295,172,168,NeskaaS,https://www.vlr.gg/player/6889/neskaas?timespan=all
sova,(41) 15%,843,0.96,182.3,0.91,119.5,69%,0.61,0.32,0.08,0.07,514,565,269,66,55,NeskaaS,https://www.vlr.gg/player/6889/neskaas?timespan=all
skye,(34) 13%,672,0.77,184.1,0.92,117.3,67%,0.65,0.25,0.07,0.09,434,470,167,46,61,NeskaaS,https://www.vlr.gg/player/6889/neskaas?timespan=all
,,,,,,,,,,,,,,,,,nukkye,https://www.vlr.gg/player/3070/nukkye?timespan=all
raze,(144) 43%,2906,1.19,262.9,1.29,169.6,75%,0.87,0.27,0.15,0.12,2529,1965,782,439,343,nukkye,https://www.vlr.gg/player/3070/nukkye?timespan=all
sova,(46) 14%,947,1.20,229.3,1.20,157.0,77%,0.77,0.35,0.07,0.07,728,606,330,70,66,nukkye,https://www.vlr.gg/player/3070/nukkye?timespan=all
jett,(31) 9%,579,1.10,265.5,1.33,161.8,67%,0.89,0.22,0.20,0.15,517,389,125,118,88,nukkye,https://www.vlr.gg/player/3070/nukkye?timespan=all
,,,,,,,,,,,,,,,,,Sam,https://www.vlr.gg/player/2502/sam?timespan=all
jett,(52) 66%,1043,0.81,198.6,0.92,123.8,64%,0.68,0.16,0.14,0.16,709,768,169,151,169,Sam,https://www.vlr.gg/player/2502/sam?timespan=all
sage,(9) 11%,193,1.00,172.1,0.94,112.8,75%,0.63,0.31,0.05,0.09,122,130,60,10,17,Sam,https://www.vlr.gg/player/2502/sam?timespan=all
sova,(5) 6%,103,1.18,201.8,1.34,132.6,75%,0.76,0.23,0.05,0.06,78,58,24,5,6,Sam,https://www.vlr.gg/player/2502/sam?timespan=all
,,,,,,,,,,,,,,,,,Cryy,https://www.vlr.gg/player/6189/cryy?timespan=all
astra,(72) 75%,1467,0.95,179.9,0.97,117.7,70%,0.66,0.32,0.08,0.08,973,1008,472,119,122,Cryy,https://www.vlr.gg/player/6189/cryy?timespan=all
omen,(14) 15%,294,0.88,170.1,0.86,99.1,69%,0.62,0.36,0.08,0.05,183,212,106,23,16,Cryy,https://www.vlr.gg/player/6189/cryy?timespan=all
viper,(5) 5%,115,0.95,170.6,0.86,113.9,65%,0.57,0.23,0.01,0.08,66,77,26,1,9,Cryy,https://www.vlr.gg/player/6189/cryy?timespan=all
,,,,,,,,,,,,,,,,,vilczek,https://www.vlr.gg/player/3780/vilczek?timespan=all
omen,(112) 31%,2397,0.94,183.1,0.94,116.2,74%,0.64,0.33,0.07,0.08,1526,1632,787,177,190,vilczek,https://www.vlr.gg/player/3780/vilczek?timespan=all
sage,(59) 16%,1229,0.86,171.6,0.83,109.5,70%,0.59,0.35,0.07,0.10,720,864,432,82,119,vilczek,https://www.vlr.gg/player/3780/vilczek?timespan=all
brimstone,(43) 12%,929,0.96,185.1,0.93,115.8,75%,0.62,0.36,0.10,0.09,577,622,332,90,82,vilczek,https://www.vlr.gg/player/3780/vilczek?timespan=all
,,,,,,,,,,,,,,,,,leak,https://www.vlr.gg/player/2161/leak?timespan=all
sova,(176) 47%,3588,1.00,190.0,0.97,124.6,73%,0.66,0.33,0.05,0.06,2361,2434,1179,171,201,leak,https://www.vlr.gg/player/2161/leak?timespan=all
sage,(64) 17%,1309,0.96,180.4,0.95,113.1,74%,0.64,0.32,0.07,0.09,843,891,415,89,123,leak,https://www.vlr.gg/player/2161/leak?timespan=all
jett,(54) 15%,1055,,223.9,1.06,131.1,,0.79,0.15,0.16,0.14,830,780,158,169,147,leak,https://www.vlr.gg/player/2161/leak?timespan=all
,,,,,,,,,,,,,,,,,JSUNG,https://www.vlr.gg/player/2997/jsung?timespan=all
kayo,(190) 28%,3968,1.10,213.0,1.07,143.0,76%,0.75,0.42,0.09,0.06,2960,2758,1677,341,239,JSUNG,https://www.vlr.gg/player/2997/jsung?timespan=all
skye,(126) 19%,2576,1.10,208.0,1.17,139.3,74%,0.77,0.27,0.07,0.06,1991,1695,707,182,167,JSUNG,https://www.vlr.gg/player/2997/jsung?timespan=all
sova,(87) 13%,1776,1.16,191.6,1.01,128.5,77%,0.65,0.37,0.04,0.04,1162,1147,659,70,69,JSUNG,https://www.vlr.gg/player/2997/jsung?timespan=all
,,,,,,,,,,,,,,,,,godko,https://www.vlr.gg/player/4474/godko?timespan=all
sova,(35) 36%,699,0.99,168.2,0.96,113.2,71%,0.59,0.29,0.04,0.05,413,430,203,31,32,godko,https://www.vlr.gg/player/4474/godko?timespan=all
cypher,(22) 22%,456,0.81,173.9,1.00,111.0,83%,0.63,0.26,0.07,0.08,289,290,119,33,37,godko,https://www.vlr.gg/player/4474/godko?timespan=all
sage,(12) 12%,249,0.93,178.3,0.93,111.4,71%,0.60,0.30,0.04,0.07,149,161,74,9,18,godko,https://www.vlr.gg/player/4474/godko?timespan=all
,,,,,,,,,,,,,,,,,Antidote,https://www.vlr.gg/player/3269/antidote?timespan=all
astra,(136) 23%,2756,1.04,194.5,1.09,126.9,71%,0.71,0.27,0.08,0.08,1946,1787,754,225,223,Antidote,https://www.vlr.gg/player/3269/antidote?timespan=all
killjoy,(99) 17%,1992,0.99,199.6,1.10,131.9,71%,0.71,0.14,0.10,0.09,1408,1280,281,194,183,Antidote,https://www.vlr.gg/player/3269/antidote?timespan=all
jett,(98) 17%,2001,1.13,233.7,1.34,136.9,71%,0.84,0.12,0.19,0.11,1690,1264,240,378,227,Antidote,https://www.vlr.gg/player/3269/antidote?timespan=all
,,,,,,,,,,,,,,,,,zepher,https://www.vlr.gg/player/687/zepher?timespan=all
jett,(104) 52%,2145,1.06,230.9,1.20,138.8,70%,0.81,0.17,0.17,0.13,1744,1451,358,357,261,zepher,https://www.vlr.gg/player/687/zepher?timespan=all
killjoy,(22) 11%,450,0.99,186.2,1.01,127.6,70%,0.65,0.16,0.09,0.10,294,291,73,41,44,zepher,https://www.vlr.gg/player/687/zepher?timespan=all
chamber,(17) 8%,322,1.18,225.8,1.35,149.1,74%,0.83,0.14,0.15,0.07,268,198,46,47,24,zepher,https://www.vlr.gg/player/687/zepher?timespan=all
,,,,,,,,,,,,,,,,,stax,https://www.vlr.gg/player/485/stax?timespan=all
breach,(164) 40%,3316,1.04,205.6,1.24,132.0,77%,0.74,0.44,0.06,0.05,2470,1994,1447,198,163,stax,https://www.vlr.gg/player/485/stax?timespan=all
skye,(117) 29%,2392,1.04,195.9,1.13,124.6,73%,0.72,0.28,0.06,0.06,1714,1517,678,153,150,stax,https://www.vlr.gg/player/485/stax?timespan=all
kayo,(49) 12%,1008,1.00,182.2,0.92,115.7,74%,0.62,0.56,0.05,0.07,621,675,561,53,75,stax,https://www.vlr.gg/player/485/stax?timespan=all
,,,,,,,,,,,,,,,,,ALEKSANDAR,https://www.vlr.gg/player/1120/aleksandar?timespan=all
raze,(141) 24%,2887,1.18,258.2,1.23,166.0,74%,0.89,0.20,0.18,0.14,2567,2085,582,523,394,ALEKSANDAR,https://www.vlr.gg/player/1120/aleksandar?timespan=all
jett,(80) 14%,1609,1.17,241.0,1.32,153.9,72%,0.88,0.12,0.20,0.15,1416,1072,195,324,240,ALEKSANDAR,https://www.vlr.gg/player/1120/aleksandar?timespan=all
reyna,(66) 11%,1399,1.30,229.1,1.27,143.6,74%,0.84,0.21,0.11,0.10,1172,924,298,155,143,ALEKSANDAR,https://www.vlr.gg/player/1120/aleksandar?timespan=all
,,,,,,,,,,,,,,,,,Nozz,https://www.vlr.gg/player/1176/nozz?timespan=all
breach,(64) 19%,1289,1.03,172.2,0.94,110.7,76%,0.61,0.49,0.05,0.05,783,832,627,68,64,Nozz,https://www.vlr.gg/player/1176/nozz?timespan=all
astra,(51) 15%,1055,1.02,176.9,1.08,113.7,76%,0.66,0.29,0.06,0.05,695,646,310,68,57,Nozz,https://www.vlr.gg/player/1176/nozz?timespan=all
sage,(30) 9%,621,1.00,166.9,0.98,108.2,77%,0.59,0.40,0.06,0.08,369,378,246,36,47,Nozz,https://www.vlr.gg/player/1176/nozz?timespan=all
,,,,,,,,,,,,,,,,,DENYA,https://www.vlr.gg/player/3232/denya?timespan=all
jett,(390) 84%,7923,1.11,227.0,1.21,141.4,72%,0.81,0.17,0.15,0.12,6450,5352,1324,1190,913,DENYA,https://www.vlr.gg/player/3232/denya?timespan=all
chamber,(34) 7%,699,1.12,222.0,1.22,140.6,70%,0.81,0.13,0.17,0.12,563,461,88,119,85,DENYA,https://www.vlr.gg/player/3232/denya?timespan=all
sage,(18) 4%,379,1.09,209.2,1.10,129.5,73%,0.73,0.32,0.13,0.09,277,251,121,51,36,DENYA,https://www.vlr.gg/player/3232/denya?timespan=all
,,,,,,,,,,,,,,,,,buzlumuzlusut,https://www.vlr.gg/player/5516/buzlumuzlusut?timespan=all
omen,(56) 62%,1135,0.92,201.4,1.03,127.2,69%,0.73,0.19,0.08,0.08,828,801,220,86,88,buzlumuzlusut,https://www.vlr.gg/player/5516/buzlumuzlusut?timespan=all
viper,(22) 24%,449,1.05,206.7,1.07,131.9,71%,0.73,0.26,0.06,0.07,330,308,116,25,32,buzlumuzlusut,https://www.vlr.gg/player/5516/buzlumuzlusut?timespan=all
brimstone,(4) 4%,79,0.90,187.3,1.22,133.9,76%,0.70,0.37,0.06,0.04,55,45,29,5,3,buzlumuzlusut,https://www.vlr.gg/player/5516/buzlumuzlusut?timespan=all
,,,,,,,,,,,,,,,,,Sadge,https://www.vlr.gg/player/3902/sadge?timespan=all
raze,(20) 17%,408,1.16,245.0,1.10,156.8,76%,0.82,0.23,0.12,0.11,336,305,95,50,44,Sadge,https://www.vlr.gg/player/3902/sadge?timespan=all
omen,(19) 16%,364,1.01,197.8,0.99,121.4,72%,0.71,0.30,0.06,0.10,260,263,111,23,37,Sadge,https://www.vlr.gg/player/3902/sadge?timespan=all
brimstone,(13) 11%,259,1.18,215.3,1.16,135.9,76%,0.76,0.29,0.10,0.06,198,171,76,26,15,Sadge,https://www.vlr.gg/player/3902/sadge?timespan=all
,,,,,,,,,,,,,,,,,Fulvous,https://www.vlr.gg/player/5444/fulvous?timespan=all
killjoy,(58) 63%,1210,1.04,205.6,1.05,134.7,69%,0.71,0.18,0.08,0.09,857,819,213,101,107,Fulvous,https://www.vlr.gg/player/5444/fulvous?timespan=all
viper,(20) 22%,405,1.00,189.4,0.96,131.4,69%,0.69,0.27,0.08,0.09,278,290,109,31,35,Fulvous,https://www.vlr.gg/player/5444/fulvous?timespan=all
sage,(9) 10%,186,0.82,148.3,0.78,102.4,72%,0.54,0.34,0.04,0.06,100,129,63,8,11,Fulvous,https://www.vlr.gg/player/5444/fulvous?timespan=all
,,,,,,,,,,,,,,,,,re1sxd,https://www.vlr.gg/player/11001/re1sxd?timespan=all
sova,(58) 33%,1234,1.11,211.2,1.10,140.0,74%,0.73,0.28,0.06,0.07,906,821,344,72,83,re1sxd,https://www.vlr.gg/player/11001/re1sxd?timespan=all
sage,(53) 30%,1115,1.04,201.8,1.06,127.3,73%,0.73,0.30,0.09,0.10,811,768,330,103,106,re1sxd,https://www.vlr.gg/player/11001/re1sxd?timespan=all
chamber,(21) 12%,462,1.01,197.9,1.04,126.4,71%,0.70,0.12,0.12,0.10,325,313,55,55,47,re1sxd,https://www.vlr.gg/player/11001/re1sxd?timespan=all
,,,,,,,,,,,,,,,,,Mykoz,https://www.vlr.gg/player/8842/mykoz?timespan=all
killjoy,(52) 18%,1064,1.09,210.2,1.12,138.5,72%,0.75,0.19,0.09,0.09,800,714,206,97,98,Mykoz,https://www.vlr.gg/player/8842/mykoz?timespan=all
viper,(39) 14%,825,1.00,218.4,0.99,143.1,69%,0.74,0.31,0.11,0.12,610,614,252,94,101,Mykoz,https://www.vlr.gg/player/8842/mykoz?timespan=all
breach,(38) 13%,825,1.03,195.5,1.02,127.7,76%,0.69,0.39,0.05,0.06,570,558,321,44,51,Mykoz,https://www.vlr.gg/player/8842/mykoz?timespan=all
,,,,,,,,,,,,,,,,,Klauss,https://www.vlr.gg/player/2900/klauss?timespan=all
omen,(32) 24%,674,1.02,183.0,0.97,112.6,72%,0.66,0.27,0.08,0.10,444,460,183,53,68,Klauss,https://www.vlr.gg/player/2900/klauss?timespan=all
cypher,(18) 14%,372,0.86,170.2,0.86,103.6,71%,0.59,0.25,0.05,0.07,221,256,92,19,25,Klauss,https://www.vlr.gg/player/2900/klauss?timespan=all
brimstone,(17) 13%,342,,197.4,1.10,127.8,,0.71,0.21,0.08,0.08,242,221,72,27,29,Klauss,https://www.vlr.gg/player/2900/klauss?timespan=all
,,,,,,,,,,,,,,,,,starxo,https://www.vlr.gg/player/565/starxo?timespan=all
skye,(104) 28%,2110,1.06,202.4,1.12,126.1,74%,0.73,0.31,0.07,0.07,1538,1372,662,151,155,starxo,https://www.vlr.gg/player/565/starxo?timespan=all
sage,(60) 16%,1253,1.07,201.1,1.14,126.1,73%,0.71,0.40,0.07,0.07,895,784,497,85,85,starxo,https://www.vlr.gg/player/565/starxo?timespan=all
omen,(54) 15%,1091,0.94,193.8,1.02,123.6,71%,0.69,0.33,0.07,0.08,757,740,357,78,82,starxo,https://www.vlr.gg/player/565/starxo?timespan=all
,,,,,,,,,,,,,,,,,azys,https://www.vlr.gg/player/13221/azys?timespan=all
jett,(111) 32%,2339,1.09,242.0,1.18,154.1,69%,0.85,0.15,0.22,0.17,1995,1697,344,518,395,azys,https://www.vlr.gg/player/13221/azys?timespan=all
raze,(105) 30%,2176,1.12,261.5,1.21,167.5,71%,0.88,0.19,0.17,0.15,1922,1590,416,376,317,azys,https://www.vlr.gg/player/13221/azys?timespan=all
kayo,(37) 11%,756,1.17,228.6,1.21,148.7,75%,0.80,0.41,0.09,0.09,606,501,311,69,65,azys,https://www.vlr.gg/player/13221/azys?timespan=all
,,,,,,,,,,,,,,,,,Alejo,https://www.vlr.gg/player/588/alejo?timespan=all
sage,(45) 29%,907,0.86,172.4,1.00,115.1,68%,0.62,0.34,0.06,0.07,559,557,309,54,66,Alejo,https://www.vlr.gg/player/588/alejo?timespan=all
killjoy,(28) 18%,572,,177.9,1.03,115.6,,0.62,0.18,0.05,0.04,356,346,102,29,23,Alejo,https://www.vlr.gg/player/588/alejo?timespan=all
breach,(19) 12%,361,0.89,181.7,0.90,101.9,75%,0.62,0.47,0.06,0.09,225,249,169,22,34,Alejo,https://www.vlr.gg/player/588/alejo?timespan=all
,,,,,,,,,,,,,,,,,Jamieeee,https://www.vlr.gg/player/4338/jamieeee?timespan=all
jett,(49) 37%,969,0.99,229.1,1.16,134.4,64%,0.81,0.12,0.23,0.18,787,677,120,223,170,Jamieeee,https://www.vlr.gg/player/4338/jamieeee?timespan=all
breach,(26) 19%,541,0.98,175.0,0.89,110.4,73%,0.63,0.34,0.07,0.09,341,384,182,38,47,Jamieeee,https://www.vlr.gg/player/4338/jamieeee?timespan=all
killjoy,(23) 17%,480,,190.2,0.99,123.8,,0.65,0.16,0.06,0.06,314,316,77,31,29,Jamieeee,https://www.vlr.gg/player/4338/jamieeee?timespan=all
,,,,,,,,,,,,,,,,,NoMan,https://www.vlr.gg/player/11527/noman?timespan=all
jett,(56) 55%,1215,1.12,243.4,1.17,152.7,72%,0.84,0.16,0.25,0.17,1022,875,200,301,203,NoMan,https://www.vlr.gg/player/11527/noman?timespan=all
neon,(11) 11%,225,0.95,204.9,0.93,139.0,68%,0.71,0.16,0.16,0.16,159,171,37,36,37,NoMan,https://www.vlr.gg/player/11527/noman?timespan=all
raze,(9) 9%,182,1.05,232.9,1.10,151.2,71%,0.81,0.19,0.14,0.13,148,134,34,25,24,NoMan,https://www.vlr.gg/player/11527/noman?timespan=all
,,,,,,,,,,,,,,,,,reeq,https://www.vlr.gg/player/15678/reeq?timespan=all
viper,(39) 19%,812,1.00,193.8,1.04,123.8,71%,0.69,0.28,0.09,0.08,563,541,224,75,66,reeq,https://www.vlr.gg/player/15678/reeq?timespan=all
omen,(34) 16%,692,1.01,197.4,0.98,126.3,73%,0.71,0.33,0.07,0.05,489,497,228,49,37,reeq,https://www.vlr.gg/player/15678/reeq?timespan=all
skye,(27) 13%,535,0.96,183.7,0.95,122.8,73%,0.65,0.33,0.06,0.08,348,366,175,34,43,reeq,https://www.vlr.gg/player/15678/reeq?timespan=all
,,,,,,,,,,,,,,,,,Polvi,https://www.vlr.gg/player/1839/polvi?timespan=all
jett,(200) 46%,4161,1.08,243.9,1.17,149.6,69%,0.84,0.18,0.22,0.18,3491,2980,766,919,748,Polvi,https://www.vlr.gg/player/1839/polvi?timespan=all
raze,(168) 39%,3507,1.13,254.9,1.13,164.6,74%,0.84,0.25,0.20,0.17,2957,2625,875,686,590,Polvi,https://www.vlr.gg/player/1839/polvi?timespan=all
sage,(15) 3%,308,1.03,200.2,1.04,127.5,74%,0.70,0.34,0.09,0.16,217,209,104,28,49,Polvi,https://www.vlr.gg/player/1839/polvi?timespan=all
,,,,,,,,,,,,,,,,,fzkk,https://www.vlr.gg/player/1222/fzkk?timespan=all
raze,(118) 29%,2411,0.99,241.3,1.11,146.4,69%,0.80,0.27,0.16,0.16,1923,1725,647,390,352,fzkk,https://www.vlr.gg/player/1222/fzkk?timespan=all
omen,(84) 21%,1754,0.99,189.8,0.99,120.1,72%,0.67,0.38,0.08,0.08,1169,1177,666,146,144,fzkk,https://www.vlr.gg/player/1222/fzkk?timespan=all
viper,(59) 15%,1269,1.07,205.7,1.11,133.0,72%,0.71,0.33,0.07,0.10,899,810,414,91,126,fzkk,https://www.vlr.gg/player/1222/fzkk?timespan=all
,,,,,,,,,,,,,,,,,Meddo,https://www.vlr.gg/player/448/meddo?timespan=all
cypher,(274) 53%,5538,1.00,197.3,1.21,124.4,73%,0.73,0.21,0.07,0.05,4031,3334,1172,360,214,Meddo,https://www.vlr.gg/player/448/meddo?timespan=all
killjoy,(148) 29%,3029,1.12,203.9,1.26,137.4,76%,0.75,0.15,0.06,0.05,2267,1794,468,187,136,Meddo,https://www.vlr.gg/player/448/meddo?timespan=all
viper,(44) 8%,920,1.07,197.0,1.16,130.8,74%,0.72,0.25,0.07,0.05,660,567,229,60,47,Meddo,https://www.vlr.gg/player/448/meddo?timespan=all
,,,,,,,,,,,,,,,,,legoo,https://www.vlr.gg/player/572/legoo?timespan=all
raze,(62) 44%,1293,0.85,196.5,0.93,128.7,71%,0.65,0.25,0.10,0.13,837,898,326,134,149,legoo,https://www.vlr.gg/player/572/legoo?timespan=all
omen,(28) 20%,545,0.69,152.4,0.72,96.3,69%,0.53,0.26,0.07,0.11,288,402,142,39,53,legoo,https://www.vlr.gg/player/572/legoo?timespan=all
sova,(14) 10%,310,0.88,139.1,0.65,92.5,82%,0.46,0.29,0.03,0.12,142,220,91,10,36,legoo,https://www.vlr.gg/player/572/legoo?timespan=all
,,,,,,,,,,,,,,,,,Babyblue,https://www.vlr.gg/player/15302/babyblue?timespan=all
jett,(46) 29%,891,1.00,226.4,1.07,144.4,69%,0.83,0.20,0.19,0.19,741,691,174,165,154,Babyblue,https://www.vlr.gg/player/15302/babyblue?timespan=all
raze,(32) 20%,688,1.06,251.6,1.06,165.8,68%,0.83,0.22,0.18,0.16,574,543,150,117,98,Babyblue,https://www.vlr.gg/player/15302/babyblue?timespan=all
skye,(29) 18%,574,0.92,182.0,0.91,117.0,72%,0.66,0.29,0.09,0.10,376,414,166,49,56,Babyblue,https://www.vlr.gg/player/15302/babyblue?timespan=all
,,,,,,,,,,,,,,,,,chase,https://www.vlr.gg/player/3156/chase?timespan=all
raze,(82) 34%,1770,1.01,231.6,1.06,149.5,72%,0.79,0.22,0.15,0.15,1390,1306,384,258,258,chase,https://www.vlr.gg/player/3156/chase?timespan=all
jett,(49) 21%,1068,1.03,227.7,1.11,144.6,71%,0.82,0.15,0.22,0.17,871,783,156,238,182,chase,https://www.vlr.gg/player/3156/chase?timespan=all
omen,(28) 12%,583,1.30,226.7,1.30,143.1,78%,0.85,0.31,0.10,0.06,498,382,183,59,37,chase,https://www.vlr.gg/player/3156/chase?timespan=all
,,,,,,,,,,,,,,,,,m4xikk,https://www.vlr.gg/player/4201/m4xikk?timespan=all
