agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
sova,(31) 16%,645,1.23,218.1,1.15,155.8,75%,0.76,0.33,0.08,0.03,489,424,215,52,21,Mot1on,https://www.vlr.gg/player/15384/mot1on?timespan=all
fade,(30) 16%,629,1.06,199.3,1.04,130.9,72%,0.70,0.31,0.05,0.05,438,420,193,30,30,Mot1on,https://www.vlr.gg/player/15384/mot1on?timespan=all
,,,,,,,,,,,,,,,,,RIZKYMD,https://www.vlr.gg/player/7805/rizkymd?timespan=all
omen,(55) 35%,1123,0.97,182.9,1.02,113.7,75%,0.67,0.31,0.07,0.07,752,734,350,76,74,RIZKYMD,https://www.vlr.gg/player/7805/rizkymd?timespan=all
breach,(33) 21%,659,1.05,206.5,1.06,130.7,78%,0.73,0.39,0.08,0.08,481,455,258,55,52,RIZKYMD,https://www.vlr.gg/player/7805/rizkymd?timespan=all
skye,(23) 15%,486,1.03,205.7,1.03,130.6,74%,0.73,0.38,0.08,0.11,355,345,184,41,52,RIZKYMD,https://www.vlr.gg/player/7805/rizkymd?timespan=all
,,,,,,,,,,,,,,,,,KhA,https://www.vlr.gg/player/1467/kha?timespan=all
viper,(46) 21%,975,0.95,185.7,0.95,122.8,71%,0.66,0.23,0.06,0.08,640,672,223,62,75,KhA,https://www.vlr.gg/player/1467/kha?timespan=all
killjoy,(43) 19%,871,0.98,191.2,1.06,126.7,69%,0.69,0.15,0.06,0.07,602,566,133,55,62,KhA,https://www.vlr.gg/player/1467/kha?timespan=all
omen,(39) 18%,829,1.00,172.9,0.96,111.7,72%,0.62,0.43,0.05,0.06,517,538,358,43,51,KhA,https://www.vlr.gg/player/1467/kha?timespan=all
,,,,,,,,,,,,,,,,,Jow,https://www.vlr.gg/player/17690/jow?timespan=all
sova,(77) 42%,1581,1.12,218.5,1.14,146.5,75%,0.76,0.30,0.09,0.06,1208,1064,470,150,87,Jow,https://www.vlr.gg/player/17690/jow?timespan=all
viper,(24) 13%,503,1.02,203.0,1.03,138.2,70%,0.72,0.24,0.08,0.11,362,352,120,39,52,Jow,https://www.vlr.gg/player/17690/jow?timespan=all
skye,(16) 9%,317,0.91,187.9,0.88,122.8,68%,0.67,0.28,0.08,0.08,212,242,90,25,26,Jow,https://www.vlr.gg/player/17690/jow?timespan=all
,,,,,,,,,,,,,,,,,falltw,https://www.vlr.gg/player/1472/falltw?timespan=all
omen,(171) 36%,3555,1.05,213.4,1.09,137.8,73%,0.75,0.34,0.10,0.10,2675,2465,1222,363,353,falltw,https://www.vlr.gg/player/1472/falltw?timespan=all
breach,(108) 23%,2174,0.95,216.4,1.04,132.9,71%,0.75,0.38,0.11,0.10,1632,1564,835,245,208,falltw,https://www.vlr.gg/player/1472/falltw?timespan=all
viper,(81) 17%,1632,1.07,229.4,1.11,149.7,73%,0.78,0.27,0.11,0.10,1271,1145,441,185,166,falltw,https://www.vlr.gg/player/1472/falltw?timespan=all
,,,,,,,,,,,,,,,,,reazy,https://www.vlr.gg/player/10146/reazy?timespan=all
sova,(55) 24%,1146,1.03,194.1,1.06,133.7,75%,0.68,0.29,0.07,0.05,785,742,336,76,54,reazy,https://www.vlr.gg/player/10146/reazy?timespan=all
fade,(42) 18%,902,0.98,190.1,1.00,125.6,72%,0.69,0.27,0.06,0.07,620,623,243,56,61,reazy,https://www.vlr.gg/player/10146/reazy?timespan=all
sage,(35) 15%,691,1.02,204.3,1.00,131.5,73%,0.70,0.33,0.11,0.08,485,483,227,74,54,reazy,https://www.vlr.gg/player/10146/reazy?timespan=all
,,,,,,,,,,,,,,,,,Momiji,https://www.vlr.gg/player/7702/momiji?timespan=all
viper,(158) 27%,3259,1.09,211.8,1.11,143.0,74%,0.73,0.30,0.09,0.08,2376,2141,992,300,272,Momiji,https://www.vlr.gg/player/7702/momiji?timespan=all
killjoy,(89) 15%,1793,1.05,202.8,1.10,135.8,74%,0.71,0.19,0.08,0.08,1271,1157,337,139,145,Momiji,https://www.vlr.gg/player/7702/momiji?timespan=all
omen,(78) 13%,1637,1.06,193.2,1.01,124.7,75%,0.68,0.39,0.08,0.07,1108,1098,636,124,113,Momiji,https://www.vlr.gg/player/7702/momiji?timespan=all
,,,,,,,,,,,,,,,,,Wo0t,https://www.vlr.gg/player/21328/wo0t?timespan=all
jett,(31) 13%,656,1.16,252.9,1.23,165.0,71%,0.89,0.18,0.26,0.19,582,473,121,169,123,Wo0t,https://www.vlr.gg/player/21328/wo0t?timespan=all
viper,(31) 13%,644,1.16,229.9,1.23,152.9,74%,0.82,0.25,0.11,0.11,525,426,164,69,73,Wo0t,https://www.vlr.gg/player/21328/wo0t?timespan=all
omen,(30) 13%,620,1.08,209.6,1.09,132.2,74%,0.73,0.41,0.09,0.09,454,415,252,58,53,Wo0t,https://www.vlr.gg/player/21328/wo0t?timespan=all
,,,,,,,,,,,,,,,,,rubkkoide,https://www.vlr.gg/player/13860/rubkkoide?timespan=all
skye,(64) 36%,1257,1.20,202.1,1.28,132.5,80%,0.72,0.53,0.07,0.05,906,710,672,88,69,rubkkoide,https://www.vlr.gg/player/13860/rubkkoide?timespan=all
kayo,(30) 17%,575,1.23,225.5,1.16,142.8,79%,0.77,0.61,0.09,0.06,440,378,351,51,33,rubkkoide,https://www.vlr.gg/player/13860/rubkkoide?timespan=all
jett,(23) 13%,474,1.31,266.5,1.44,166.6,75%,0.95,0.16,0.18,0.11,451,314,76,85,50,rubkkoide,https://www.vlr.gg/player/13860/rubkkoide?timespan=all
,,,,,,,,,,,,,,,,,ALMO,https://www.vlr.gg/player/10378/almo?timespan=all
killjoy,(56) 17%,1176,1.04,216.7,1.06,148.7,68%,0.75,0.16,0.09,0.09,878,826,189,109,106,ALMO,https://www.vlr.gg/player/10378/almo?timespan=all
raze,(45) 14%,986,0.93,230.2,0.96,151.7,66%,0.75,0.23,0.17,0.18,735,766,225,164,173,ALMO,https://www.vlr.gg/player/10378/almo?timespan=all
viper,(41) 12%,858,1.05,206.2,1.09,138.4,70%,0.73,0.26,0.10,0.12,627,577,220,82,100,ALMO,https://www.vlr.gg/player/10378/almo?timespan=all
,,,,,,,,,,,,,,,,,saiko,https://www.vlr.gg/player/8629/saiko?timespan=all
jett,(165) 48%,3464,1.01,227.6,1.08,142.2,69%,0.80,0.16,0.20,0.16,2768,2556,548,676,552,saiko,https://www.vlr.gg/player/8629/saiko?timespan=all
raze,(64) 19%,1339,1.06,249.7,1.07,161.8,70%,0.82,0.23,0.20,0.16,1101,1027,313,271,212,saiko,https://www.vlr.gg/player/8629/saiko?timespan=all
phoenix,(39) 11%,822,0.90,206.0,0.97,131.0,71%,0.71,0.26,0.14,0.15,581,601,213,116,122,saiko,https://www.vlr.gg/player/8629/saiko?timespan=all
,,,,,,,,,,,,,,,,,pandejalea,https://www.vlr.gg/player/35559/pandejalea?timespan=all
neon,(19) 35%,376,0.98,235.4,1.02,149.9,73%,0.79,0.26,0.20,0.17,298,292,99,76,65,pandejalea,https://www.vlr.gg/player/35559/pandejalea?timespan=all
jett,(15) 27%,307,1.06,234.6,1.10,156.0,72%,0.81,0.20,0.21,0.16,249,227,62,65,49,pandejalea,https://www.vlr.gg/player/35559/pandejalea?timespan=all
raze,(13) 24%,268,1.06,234.8,1.05,158.7,71%,0.77,0.28,0.15,0.21,207,198,76,40,55,pandejalea,https://www.vlr.gg/player/35559/pandejalea?timespan=all
,,,,,,,,,,,,,,,,,BRIAN,https://www.vlr.gg/player/25915/brian?timespan=all
raze,(17) 17%,379,0.95,223.2,0.97,149.4,69%,0.73,0.22,0.17,0.16,275,283,85,64,61,BRIAN,https://www.vlr.gg/player/25915/brian?timespan=all
chamber,(17) 17%,346,1.00,229.8,1.05,146.5,69%,0.80,0.12,0.19,0.15,277,265,42,67,51,BRIAN,https://www.vlr.gg/player/25915/brian?timespan=all
killjoy,(11) 11%,220,0.98,212.7,1.03,146.2,65%,0.72,0.18,0.17,0.12,158,153,40,37,27,BRIAN,https://www.vlr.gg/player/25915/brian?timespan=all
,,,,,,,,,,,,,,,,,King,https://www.vlr.gg/player/6402/king?timespan=all
sova,(274) 47%,5498,1.12,202.5,1.14,138.1,74%,0.71,0.32,0.07,0.06,3888,3399,1746,369,319,King,https://www.vlr.gg/player/6402/king?timespan=all
cypher,(119) 20%,2560,0.94,194.7,1.01,124.8,69%,0.69,0.22,0.10,0.10,1757,1736,573,249,257,King,https://www.vlr.gg/player/6402/king?timespan=all
killjoy,(101) 17%,2039,1.02,205.4,1.10,130.5,72%,0.72,0.18,0.08,0.08,1459,1328,361,170,167,King,https://www.vlr.gg/player/6402/king?timespan=all
,,,,,,,,,,,,,,,,,seph1roth,https://www.vlr.gg/player/27244/seph1roth?timespan=all
viper,(45) 26%,994,1.13,218.0,1.19,142.8,73%,0.77,0.25,0.10,0.09,767,645,251,97,86,seph1roth,https://www.vlr.gg/player/27244/seph1roth?timespan=all
jett,(32) 19%,665,1.08,246.8,1.15,156.2,69%,0.85,0.16,0.22,0.18,566,493,104,146,119,seph1roth,https://www.vlr.gg/player/27244/seph1roth?timespan=all
raze,(23) 14%,479,1.06,242.9,1.13,155.6,70%,0.83,0.16,0.17,0.16,398,353,78,82,75,seph1roth,https://www.vlr.gg/player/27244/seph1roth?timespan=all
,,,,,,,,,,,,,,,,,velis,https://www.vlr.gg/player/8539/velis?timespan=all
omen,(90) 15%,1806,1.16,209.8,1.16,133.0,78%,0.74,0.51,0.08,0.08,1330,1145,913,137,139,velis,https://www.vlr.gg/player/8539/velis?timespan=all
jett,(86) 15%,1753,1.11,232.8,1.19,146.8,71%,0.82,0.18,0.15,0.12,1438,1211,321,269,214,velis,https://www.vlr.gg/player/8539/velis?timespan=all
raze,(77) 13%,1568,1.17,249.7,1.24,161.0,72%,0.86,0.24,0.12,0.12,1341,1079,369,181,189,velis,https://www.vlr.gg/player/8539/velis?timespan=all
,,,,,,,,,,,,,,,,,Kosuke,https://www.vlr.gg/player/2137/kosuke?timespan=all
fade,(22) 23%,444,0.96,178.9,0.98,120.0,71%,0.65,0.30,0.04,0.06,288,295,131,18,28,Kosuke,https://www.vlr.gg/player/2137/kosuke?timespan=all
jett,(13) 14%,273,1.05,229.9,1.11,145.6,70%,0.80,0.21,0.19,0.18,218,196,57,52,49,Kosuke,https://www.vlr.gg/player/2137/kosuke?timespan=all
killjoy,(11) 12%,223,1.00,239.8,1.03,156.4,75%,0.76,0.29,0.12,0.09,170,165,65,27,18,Kosuke,https://www.vlr.gg/player/2137/kosuke?timespan=all
,,,,,,,,,,,,,,,,,RARE,https://www.vlr.gg/player/4339/rare?timespan=all
jett,(32) 28%,656,1.07,225.7,1.12,137.5,71%,0.79,0.18,0.17,0.15,519,465,118,112,99,RARE,https://www.vlr.gg/player/4339/rare?timespan=all
breach,(14) 12%,293,1.03,190.9,0.94,122.3,76%,0.66,0.46,0.05,0.07,192,204,135,14,20,RARE,https://www.vlr.gg/player/4339/rare?timespan=all
viper,(11) 10%,245,1.02,194.9,0.95,127.2,73%,0.67,0.28,0.06,0.05,163,171,68,15,13,RARE,https://www.vlr.gg/player/4339/rare?timespan=all
,,,,,,,,,,,,,,,,,splash,https://www.vlr.gg/player/40367/splash?timespan=all
raze,(37) 63%,754,1.18,281.3,1.25,180.2,73%,0.94,0.21,0.21,0.17,710,568,162,160,130,splash,https://www.vlr.gg/player/40367/splash?timespan=all
jett,(17) 29%,340,1.16,272.4,1.24,173.6,75%,0.94,0.19,0.23,0.18,321,259,65,77,60,splash,https://www.vlr.gg/player/40367/splash?timespan=all
iso,(2) 3%,49,1.46,326.0,1.47,216.5,73%,1.14,0.18,0.20,0.14,56,38,9,10,7,splash,https://www.vlr.gg/player/40367/splash?timespan=all
,,,,,,,,,,,,,,,,,Marzil,https://www.vlr.gg/player/14322/marzil?timespan=all
killjoy,(70) 21%,1445,0.93,201.2,0.98,133.3,70%,0.69,0.16,0.12,0.12,1002,1026,231,176,178,Marzil,https://www.vlr.gg/player/14322/marzil?timespan=all
raze,(47) 14%,935,0.93,212.5,0.98,140.5,69%,0.71,0.22,0.14,0.14,667,683,202,134,128,Marzil,https://www.vlr.gg/player/14322/marzil?timespan=all
chamber,(37) 11%,782,1.10,233.6,1.17,150.8,67%,0.83,0.11,0.17,0.13,652,559,88,136,104,Marzil,https://www.vlr.gg/player/14322/marzil?timespan=all
,,,,,,,,,,,,,,,,,Excali,https://www.vlr.gg/player/3271/excali?timespan=all
raze,(168) 25%,3472,1.07,245.4,1.13,158.3,73%,0.82,0.22,0.15,0.14,2856,2526,758,538,488,Excali,https://www.vlr.gg/player/3271/excali?timespan=all
jett,(110) 16%,2295,1.18,252.8,1.29,157.4,71%,0.90,0.15,0.21,0.15,2074,1603,338,485,355,Excali,https://www.vlr.gg/player/3271/excali?timespan=all
kayo,(61) 9%,1250,1.15,217.4,1.13,141.7,75%,0.76,0.47,0.11,0.09,946,835,593,133,112,Excali,https://www.vlr.gg/player/3271/excali?timespan=all
,,,,,,,,,,,,,,,,,AntiBiotique,https://www.vlr.gg/player/1243/antibiotique?timespan=all
killjoy,(33) 18%,697,1.08,203.9,1.13,138.4,71%,0.74,0.19,0.07,0.08,513,454,132,48,53,AntiBiotique,https://www.vlr.gg/player/1243/antibiotique?timespan=all
kayo,(30) 16%,620,1.13,208.1,1.19,135.4,78%,0.74,0.42,0.08,0.04,461,388,258,50,27,AntiBiotique,https://www.vlr.gg/player/1243/antibiotique?timespan=all
sage,(25) 14%,547,1.02,181.6,1.02,114.3,75%,0.65,0.34,0.07,0.05,358,352,185,38,27,AntiBiotique,https://www.vlr.gg/player/1243/antibiotique?timespan=all
,,,,,,,,,,,,,,,,,epathy,https://www.vlr.gg/player/1119/epathy?timespan=all
jett,(297) 71%,5974,1.06,232.7,1.16,145.1,71%,0.83,0.14,0.21,0.16,4963,4277,838,1248,953,epathy,https://www.vlr.gg/player/1119/epathy?timespan=all
chamber,(39) 9%,814,1.03,217.5,1.15,135.5,69%,0.81,0.10,0.17,0.12,660,574,83,142,98,epathy,https://www.vlr.gg/player/1119/epathy?timespan=all
raze,(27) 6%,562,0.98,218.1,0.99,141.6,70%,0.72,0.17,0.15,0.17,406,409,98,86,94,epathy,https://www.vlr.gg/player/1119/epathy?timespan=all
,,,,,,,,,,,,,,,,,Mizern,https://www.vlr.gg/player/24629/mizern?timespan=all
jett,(25) 37%,521,1.08,237.4,1.14,152.8,69%,0.83,0.16,0.13,0.12,432,378,85,69,63,Mizern,https://www.vlr.gg/player/24629/mizern?timespan=all
breach,(19) 28%,392,0.90,172.8,0.92,111.2,76%,0.62,0.34,0.05,0.07,243,263,134,19,26,Mizern,https://www.vlr.gg/player/24629/mizern?timespan=all
cypher,(9) 13%,181,0.89,193.0,0.91,127.7,68%,0.70,0.20,0.08,0.06,127,140,36,14,11,Mizern,https://www.vlr.gg/player/24629/mizern?timespan=all
,,,,,,,,,,,,,,,,,Zneva,https://www.vlr.gg/player/26404/zneva?timespan=all
cypher,(26) 42%,543,1.02,199.8,1.03,129.6,70%,0.73,0.22,0.09,0.08,394,383,119,50,43,Zneva,https://www.vlr.gg/player/26404/zneva?timespan=all
killjoy,(18) 29%,389,0.92,191.6,0.98,130.7,67%,0.69,0.14,0.09,0.09,269,275,55,36,36,Zneva,https://www.vlr.gg/player/26404/zneva?timespan=all
breach,(6) 10%,122,0.92,187.8,0.85,118.6,72%,0.65,0.45,0.04,0.07,79,93,55,5,9,Zneva,https://www.vlr.gg/player/26404/zneva?timespan=all
,,,,,,,,,,,,,,,,,zery,https://www.vlr.gg/player/27813/zery?timespan=all
jett,(78) 33%,1689,1.10,239.2,1.15,157.5,69%,0.85,0.16,0.19,0.17,1432,1241,265,325,292,zery,https://www.vlr.gg/player/27813/zery?timespan=all
sova,(50) 21%,1015,1.18,227.3,1.21,153.5,75%,0.79,0.33,0.07,0.05,799,662,331,69,54,zery,https://www.vlr.gg/player/27813/zery?timespan=all
raze,(40) 17%,847,1.09,251.6,1.10,170.1,69%,0.86,0.21,0.21,0.17,726,661,180,174,146,zery,https://www.vlr.gg/player/27813/zery?timespan=all
,,,,,,,,,,,,,,,,,Polkan,https://www.vlr.gg/player/5128/polkan?timespan=all
jett,(71) 25%,1494,0.99,220.3,1.05,140.9,67%,0.79,0.16,0.21,0.17,1186,1127,235,310,254,Polkan,https://www.vlr.gg/player/5128/polkan?timespan=all
kayo,(69) 24%,1459,1.01,192.1,0.93,123.8,75%,0.66,0.56,0.08,0.08,968,1037,819,112,124,Polkan,https://www.vlr.gg/player/5128/polkan?timespan=all
breach,(51) 18%,1050,1.03,189.5,0.98,122.2,78%,0.67,0.50,0.05,0.06,701,716,520,53,63,Polkan,https://www.vlr.gg/player/5128/polkan?timespan=all
,,,,,,,,,,,,,,,,,Bocah,https://www.vlr.gg/player/10806/bocah?timespan=all
omen,(33) 29%,643,1.08,198.7,1.12,125.7,73%,0.72,0.37,0.07,0.07,461,410,237,44,47,Bocah,https://www.vlr.gg/player/10806/bocah?timespan=all
astra,(23) 20%,461,1.06,191.5,1.09,126.5,73%,0.71,0.35,0.07,0.05,326,298,162,32,25,Bocah,https://www.vlr.gg/player/10806/bocah?timespan=all
sova,(19) 17%,381,1.12,204.4,1.09,131.7,73%,0.70,0.36,0.04,0.04,268,247,138,16,17,Bocah,https://www.vlr.gg/player/10806/bocah?timespan=all
,,,,,,,,,,,,,,,,,Felix,https://www.vlr.gg/player/4127/felix?timespan=all
sova,(70) 34%,1449,1.05,190.9,1.02,127.3,75%,0.66,0.33,0.05,0.05,951,936,476,68,73,Felix,https://www.vlr.gg/player/4127/felix?timespan=all
breach,(26) 13%,529,1.01,181.3,0.95,120.4,72%,0.64,0.41,0.04,0.05,338,354,216,19,27,Felix,https://www.vlr.gg/player/4127/felix?timespan=all
killjoy,(20) 10%,422,0.94,189.9,0.95,125.2,70%,0.65,0.17,0.08,0.08,275,288,70,35,35,Felix,https://www.vlr.gg/player/4127/felix?timespan=all
,,,,,,,,,,,,,,,,,M4CHINA,https://www.vlr.gg/player/1283/m4china?timespan=all
sova,(124) 36%,2521,1.05,208.3,1.04,137.3,73%,0.69,0.36,0.07,0.09,1746,1677,914,189,210,M4CHINA,https://www.vlr.gg/player/1283/m4china?timespan=all
jett,(55) 16%,1073,0.99,242.3,1.14,144.5,66%,0.85,0.15,0.23,0.19,911,801,160,244,204,M4CHINA,https://www.vlr.gg/player/1283/m4china?timespan=all
cypher,(33) 10%,694,1.04,213.8,1.15,134.4,66%,0.78,0.22,0.13,0.10,539,468,156,91,71,M4CHINA,https://www.vlr.gg/player/1283/m4china?timespan=all
,,,,,,,,,,,,,,,,,siJk,https://www.vlr.gg/player/4167/sijk?timespan=all
jett,(126) 63%,2673,1.06,239.9,1.18,145.8,68%,0.85,0.12,0.19,0.16,2264,1926,333,502,437,siJk,https://www.vlr.gg/player/4167/sijk?timespan=all
raze,(41) 20%,876,1.03,232.3,1.05,151.3,69%,0.78,0.20,0.18,0.15,682,647,178,154,131,siJk,https://www.vlr.gg/player/4167/sijk?timespan=all
chamber,(11) 5%,240,1.04,201.9,1.21,129.3,71%,0.78,0.09,0.15,0.13,188,156,22,36,32,siJk,https://www.vlr.gg/player/4167/sijk?timespan=all
,,,,,,,,,,,,,,,,,artn,https://www.vlr.gg/player/7376/artn?timespan=all
omen,(53) 30%,1098,0.90,159.4,0.87,99.1,74%,0.56,0.36,0.06,0.09,620,715,395,61,101,artn,https://www.vlr.gg/player/7376/artn?timespan=all
sova,(40) 22%,775,0.92,159.8,0.98,106.7,78%,0.55,0.35,0.05,0.07,423,433,272,38,54,artn,https://www.vlr.gg/player/7376/artn?timespan=all
brimstone,(28) 16%,591,0.97,167.6,0.88,104.8,78%,0.57,0.35,0.08,0.10,334,381,208,47,58,artn,https://www.vlr.gg/player/7376/artn?timespan=all
,,,,,,,,,,,,,,,,,ganter,https://www.vlr.gg/player/33566/ganter?timespan=all
killjoy,(27) 36%,541,1.09,219.8,1.16,147.0,74%,0.79,0.16,0.10,0.08,429,370,85,54,45,ganter,https://www.vlr.gg/player/33566/ganter?timespan=all
raze,(11) 14%,258,0.89,216.5,0.87,144.8,66%,0.70,0.23,0.12,0.22,180,206,60,30,58,ganter,https://www.vlr.gg/player/33566/ganter?timespan=all
jett,(8) 11%,206,0.84,205.5,0.88,132.9,65%,0.72,0.18,0.19,0.21,149,169,37,40,44,ganter,https://www.vlr.gg/player/33566/ganter?timespan=all
,,,,,,,,,,,,,,,,,kugio,https://www.vlr.gg/player/5636/kugio?timespan=all
raze,(60) 18%,1239,1.07,230.5,1.10,153.0,71%,0.79,0.22,0.15,0.16,974,882,276,182,195,kugio,https://www.vlr.gg/player/5636/kugio?timespan=all
kayo,(55) 17%,1111,1.13,215.7,1.10,137.0,75%,0.75,0.48,0.10,0.07,837,763,537,111,75,kugio,https://www.vlr.gg/player/5636/kugio?timespan=all
jett,(47) 14%,958,1.06,232.3,1.16,138.8,70%,0.82,0.18,0.20,0.17,786,677,175,191,166,kugio,https://www.vlr.gg/player/5636/kugio?timespan=all
,,,,,,,,,,,,,,,,,bryce,https://www.vlr.gg/player/7418/bryce?timespan=all
astra,(79) 29%,1554,1.15,208.7,1.22,132.9,76%,0.76,0.31,0.07,0.07,1186,976,485,116,105,bryce,https://www.vlr.gg/player/7418/bryce?timespan=all
killjoy,(69) 25%,1467,1.05,206.0,1.11,139.8,72%,0.73,0.15,0.09,0.07,1075,971,225,138,98,bryce,https://www.vlr.gg/player/7418/bryce?timespan=all
viper,(42) 15%,845,1.00,199.2,0.99,130.7,69%,0.69,0.27,0.07,0.09,584,591,226,63,76,bryce,https://www.vlr.gg/player/7418/bryce?timespan=all
,,,,,,,,,,,,,,,,,blurred,https://www.vlr.gg/player/11557/blurred?timespan=all
jett,(86) 46%,1830,1.02,220.2,1.09,139.9,70%,0.79,0.19,0.18,0.16,1437,1319,340,328,288,blurred,https://www.vlr.gg/player/11557/blurred?timespan=all
chamber,(27) 14%,565,1.05,205.3,1.12,131.2,68%,0.76,0.09,0.12,0.10,432,387,52,67,59,blurred,https://www.vlr.gg/player/11557/blurred?timespan=all
raze,(23) 12%,519,1.04,232.7,1.04,150.8,72%,0.78,0.25,0.11,0.13,403,386,129,59,69,blurred,https://www.vlr.gg/player/11557/blurred?timespan=all
,,,,,,,,,,,,,,,,,lyNxi,https://www.vlr.gg/player/2619/lynxi?timespan=all
cypher,(80) 23%,1624,1.02,173.0,0.99,112.6,74%,0.61,0.26,0.06,0.05,994,1001,428,98,85,lyNxi,https://www.vlr.gg/player/2619/lynxi?timespan=all
sova,(50) 14%,1075,1.05,181.1,1.03,121.1,77%,0.63,0.32,0.05,0.03,675,654,349,51,36,lyNxi,https://www.vlr.gg/player/2619/lynxi?timespan=all
breach,(40) 11%,820,0.92,167.0,0.94,106.9,74%,0.61,0.35,0.04,0.06,502,536,290,34,48,lyNxi,https://www.vlr.gg/player/2619/lynxi?timespan=all
,,,,,,,,,,,,,,,,,Celasun,https://www.vlr.gg/player/31855/celasun?timespan=all
killjoy,(38) 46%,811,1.05,199.4,1.11,134.7,74%,0.71,0.17,0.07,0.07,577,518,135,55,53,Celasun,https://www.vlr.gg/player/31855/celasun?timespan=all
cypher,(33) 40%,674,0.92,171.3,0.94,115.2,71%,0.63,0.21,0.06,0.05,423,450,140,41,37,Celasun,https://www.vlr.gg/player/31855/celasun?timespan=all
viper,(5) 6%,101,0.90,166.6,0.88,112.5,69%,0.59,0.27,0.09,0.08,60,68,27,9,8,Celasun,https://www.vlr.gg/player/31855/celasun?timespan=all
,,,,,,,,,,,,,,,,,HoangBao2,https://www.vlr.gg/player/44960/hoangbao2?timespan=all
raze,(9) 32%,193,0.91,201.1,0.85,142.7,73%,0.63,0.25,0.13,0.12,121,143,48,25,24,HoangBao2,https://www.vlr.gg/player/44960/hoangbao2?timespan=all
jett,(7) 25%,143,0.98,211.3,1.01,134.7,71%,0.79,0.09,0.15,0.14,113,112,13,21,20,HoangBao2,https://www.vlr.gg/player/44960/hoangbao2?timespan=all
gekko,(5) 18%,109,0.89,189.8,0.85,126.2,72%,0.65,0.21,0.09,0.11,71,84,23,10,12,HoangBao2,https://www.vlr.gg/player/44960/hoangbao2?timespan=all
,,,,,,,,,,,,,,,,,Trick,https://www.vlr.gg/player/31/trick?timespan=all
sova,(168) 31%,3364,1.06,210.1,1.04,139.5,75%,0.68,0.39,0.09,0.08,2301,2221,1319,319,285,Trick,https://www.vlr.gg/player/31/trick?timespan=all
raze,(141) 26%,2905,0.99,233.0,1.02,149.0,72%,0.76,0.25,0.15,0.13,2209,2174,735,431,383,Trick,https://www.vlr.gg/player/31/trick?timespan=all
skye,(71) 13%,1489,0.94,199.1,0.95,128.8,71%,0.69,0.34,0.10,0.11,1022,1080,499,146,159,Trick,https://www.vlr.gg/player/31/trick?timespan=all
,,,,,,,,,,,,,,,,,Logan,https://www.vlr.gg/player/5093/logan?timespan=all
jett,(242) 36%,5074,1.18,246.8,1.30,158.3,75%,0.87,0.19,0.20,0.16,4416,3392,987,1032,794,Logan,https://www.vlr.gg/player/5093/logan?timespan=all
raze,(120) 18%,2494,1.09,241.1,1.13,156.7,74%,0.82,0.23,0.17,0.16,2048,1814,577,425,394,Logan,https://www.vlr.gg/player/5093/logan?timespan=all
sova,(116) 17%,2425,1.12,224.9,1.08,151.8,74%,0.75,0.33,0.09,0.06,1808,1668,809,210,145,Logan,https://www.vlr.gg/player/5093/logan?timespan=all
,,,,,,,,,,,,,,,,,Louda,https://www.vlr.gg/player/19495/louda?timespan=all
jett,(118) 80%,2508,1.03,217.7,1.07,140.1,68%,0.77,0.14,0.17,0.15,1933,1801,361,428,377,Louda,https://www.vlr.gg/player/19495/louda?timespan=all
sova,(11) 7%,206,1.10,229.6,0.97,158.3,70%,0.75,0.32,0.07,0.09,155,160,66,15,18,Louda,https://www.vlr.gg/player/19495/louda?timespan=all
chamber,(6) 4%,111,0.89,166.7,0.83,107.8,64%,0.57,0.14,0.10,0.07,63,76,16,11,8,Louda,https://www.vlr.gg/player/19495/louda?timespan=all
,,,,,,,,,,,,,,,,,Forcee,https://www.vlr.gg/player/15547/forcee?timespan=all
skye,(46) 37%,995,1.09,189.2,1.11,119.5,76%,0.68,0.40,0.05,0.06,673,608,395,54,63,Forcee,https://www.vlr.gg/player/15547/forcee?timespan=all
kayo,(34) 27%,674,1.14,210.7,1.07,134.2,76%,0.71,0.60,0.07,0.06,476,446,404,48,38,Forcee,https://www.vlr.gg/player/15547/forcee?timespan=all
sova,(15) 12%,299,1.00,188.0,0.98,126.5,67%,0.67,0.20,0.08,0.06,200,205,59,23,19,Forcee,https://www.vlr.gg/player/15547/forcee?timespan=all
,,,,,,,,,,,,,,,,,sword,https://www.vlr.gg/player/33501/sword?timespan=all
sova,(12) 24%,260,1.11,203.1,1.04,137.4,75%,0.68,0.37,0.07,0.05,178,171,97,18,13,sword,https://www.vlr.gg/player/33501/sword?timespan=all
killjoy,(8) 16%,143,1.01,207.8,1.00,136.0,66%,0.71,0.10,0.09,0.06,101,101,15,13,8,sword,https://www.vlr.gg/player/33501/sword?timespan=all
raze,(7) 14%,142,0.91,195.1,0.82,139.8,65%,0.65,0.23,0.13,0.15,93,113,32,18,22,sword,https://www.vlr.gg/player/33501/sword?timespan=all
,,,,,,,,,,,,,,,,,cortezia,https://www.vlr.gg/player/5395/cortezia?timespan=all
omen,(82) 32%,1772,1.16,221.5,1.17,140.3,75%,0.77,0.45,0.08,0.09,1368,1166,801,147,157,cortezia,https://www.vlr.gg/player/5395/cortezia?timespan=all
