agents,games,rounds,rating,acs,k/d,adr,kast,kpr,apr,fkpr,fdpr,kills,deaths,assists,first bloods,first deaths,Player Name,URL
killjoy,(31) 15%,662,0.99,192.1,1.01,130.6,69%,0.65,0.17,0.10,0.10,433,428,115,63,68,Persia,https://www.vlr.gg/player/4122/persia?timespan=all
astra,(21) 10%,413,1.26,207.0,1.33,134.5,76%,0.76,0.45,0.10,0.08,315,236,184,40,32,Persia,https://www.vlr.gg/player/4122/persia?timespan=all
,,,,,,,,,,,,,,,,,ImNotD7o,https://www.vlr.gg/player/41088/imnotd7o?timespan=all
omen,(45) 70%,953,0.90,176.0,0.88,103.4,72%,0.64,0.39,0.08,0.09,608,693,373,77,90,ImNotD7o,https://www.vlr.gg/player/41088/imnotd7o?timespan=all
harbor,(11) 17%,215,0.81,169.5,0.76,103.4,65%,0.60,0.26,0.04,0.09,128,169,56,9,20,ImNotD7o,https://www.vlr.gg/player/41088/imnotd7o?timespan=all
gekko,(2) 3%,39,0.65,148.0,0.53,87.9,56%,0.44,0.33,0.08,0.10,17,32,13,3,4,ImNotD7o,https://www.vlr.gg/player/41088/imnotd7o?timespan=all
,,,,,,,,,,,,,,,,,SN0KEER,https://www.vlr.gg/player/5664/sn0keer?timespan=all
cypher,(35) 22%,697,0.89,166.2,0.81,104.2,70%,0.58,0.22,0.08,0.07,407,501,154,53,46,SN0KEER,https://www.vlr.gg/player/5664/sn0keer?timespan=all
viper,(34) 22%,675,0.92,191.0,0.92,124.8,69%,0.65,0.29,0.09,0.09,442,483,197,60,59,SN0KEER,https://www.vlr.gg/player/5664/sn0keer?timespan=all
killjoy,(33) 21%,709,0.90,178.0,0.91,117.7,67%,0.63,0.17,0.07,0.10,445,490,123,48,70,SN0KEER,https://www.vlr.gg/player/5664/sn0keer?timespan=all
,,,,,,,,,,,,,,,,,MERjie,https://www.vlr.gg/player/6731/merjie?timespan=all
jett,(23) 25%,471,0.95,210.7,0.90,129.7,65%,0.71,0.16,0.15,0.17,335,372,74,72,80,MERjie,https://www.vlr.gg/player/6731/merjie?timespan=all
raze,(14) 15%,267,0.91,222.2,0.90,142.1,71%,0.73,0.22,0.12,0.17,195,216,60,33,45,MERjie,https://www.vlr.gg/player/6731/merjie?timespan=all
kayo,(13) 14%,259,1.11,206.7,1.02,140.6,77%,0.73,0.49,0.10,0.09,188,184,127,26,24,MERjie,https://www.vlr.gg/player/6731/merjie?timespan=all
,,,,,,,,,,,,,,,,,Divine,https://www.vlr.gg/player/2381/divine?timespan=all
omen,(53) 30%,1066,1.12,201.6,1.13,126.9,78%,0.72,0.46,0.08,0.06,772,682,494,83,65,Divine,https://www.vlr.gg/player/2381/divine?timespan=all
skye,(21) 12%,438,1.03,192.7,1.01,123.4,73%,0.69,0.39,0.06,0.08,303,300,173,27,36,Divine,https://www.vlr.gg/player/2381/divine?timespan=all
kayo,(20) 11%,424,1.04,197.0,0.98,124.2,75%,0.68,0.57,0.06,0.08,290,295,241,26,33,Divine,https://www.vlr.gg/player/2381/divine?timespan=all
,,,,,,,,,,,,,,,,,Jady,https://www.vlr.gg/player/2256/jady?timespan=all
sage,(61) 20%,1258,1.01,227.4,1.26,136.7,70%,0.82,0.30,0.08,0.06,1027,818,377,99,78,Jady,https://www.vlr.gg/player/2256/jady?timespan=all
sova,(60) 20%,1223,1.21,229.8,1.33,146.4,78%,0.82,0.32,0.07,0.04,1006,754,396,90,55,Jady,https://www.vlr.gg/player/2256/jady?timespan=all
kayo,(33) 11%,697,1.22,242.3,1.23,159.3,78%,0.86,0.48,0.10,0.06,601,487,334,71,42,Jady,https://www.vlr.gg/player/2256/jady?timespan=all
,,,,,,,,,,,,,,,,,Blessed,https://www.vlr.gg/player/22816/blessed?timespan=all
breach,(30) 20%,616,0.96,174.8,0.91,118.2,74%,0.62,0.43,0.06,0.09,379,418,266,35,53,Blessed,https://www.vlr.gg/player/22816/blessed?timespan=all
viper,(30) 20%,597,1.09,215.5,1.13,138.4,74%,0.75,0.32,0.10,0.09,447,396,193,58,54,Blessed,https://www.vlr.gg/player/22816/blessed?timespan=all
kayo,(26) 18%,526,1.05,203.3,1.01,130.5,74%,0.69,0.49,0.08,0.08,364,361,260,43,41,Blessed,https://www.vlr.gg/player/22816/blessed?timespan=all
,,,,,,,,,,,,,,,,,musashi,https://www.vlr.gg/player/4325/musashi?timespan=all
raze,(67) 16%,1397,1.11,256.7,1.19,162.9,74%,0.88,0.22,0.17,0.16,1224,1032,309,235,219,musashi,https://www.vlr.gg/player/4325/musashi?timespan=all
jett,(66) 16%,1368,1.10,255.9,1.24,149.8,68%,0.90,0.14,0.21,0.17,1234,995,185,281,238,musashi,https://www.vlr.gg/player/4325/musashi?timespan=all
kayo,(56) 13%,1173,1.08,211.7,1.06,135.3,74%,0.72,0.49,0.09,0.09,849,800,570,105,103,musashi,https://www.vlr.gg/player/4325/musashi?timespan=all
,,,,,,,,,,,,,,,,,solution,https://www.vlr.gg/player/25097/solution?timespan=all
astra,(16) 30%,327,1.14,198.4,1.23,127.7,73%,0.75,0.33,0.08,0.07,246,200,109,25,24,solution,https://www.vlr.gg/player/25097/solution?timespan=all
omen,(13) 25%,258,0.89,178.2,0.87,117.3,71%,0.66,0.30,0.10,0.07,169,195,77,26,19,solution,https://www.vlr.gg/player/25097/solution?timespan=all
brimstone,(6) 11%,137,1.08,215.0,1.10,137.1,74%,0.74,0.37,0.07,0.04,102,93,51,9,5,solution,https://www.vlr.gg/player/25097/solution?timespan=all
,,,,,,,,,,,,,,,,,songry,https://www.vlr.gg/player/26321/songry?timespan=all
kayo,(34) 24%,691,0.98,195.6,0.93,122.9,74%,0.66,0.50,0.09,0.09,454,486,344,64,65,songry,https://www.vlr.gg/player/26321/songry?timespan=all
killjoy,(29) 21%,565,1.11,233.7,1.19,155.1,69%,0.82,0.16,0.14,0.10,465,390,92,80,55,songry,https://www.vlr.gg/player/26321/songry?timespan=all
skye,(21) 15%,456,0.89,178.6,0.81,115.6,67%,0.61,0.34,0.09,0.11,276,340,156,39,51,songry,https://www.vlr.gg/player/26321/songry?timespan=all
,,,,,,,,,,,,,,,,,xnfri,https://www.vlr.gg/player/7718/xnfri?timespan=all
skye,(39) 21%,814,1.03,192.8,1.03,128.2,72%,0.68,0.32,0.07,0.06,556,541,261,58,50,xnfri,https://www.vlr.gg/player/7718/xnfri?timespan=all
raze,(36) 20%,720,1.01,220.3,1.05,145.0,72%,0.72,0.25,0.13,0.13,519,495,181,93,92,xnfri,https://www.vlr.gg/player/7718/xnfri?timespan=all
kayo,(21) 11%,436,1.09,198.1,1.03,132.1,75%,0.70,0.45,0.06,0.06,304,295,197,28,26,xnfri,https://www.vlr.gg/player/7718/xnfri?timespan=all
,,,,,,,,,,,,,,,,,runi,https://www.vlr.gg/player/16003/runi?timespan=all
sova,(277) 55%,5700,1.18,223.1,1.18,151.9,75%,0.75,0.36,0.08,0.05,4294,3644,2065,470,295,runi,https://www.vlr.gg/player/16003/runi?timespan=all
fade,(94) 19%,1933,1.11,206.1,1.10,131.9,77%,0.71,0.49,0.06,0.05,1368,1249,938,125,103,runi,https://www.vlr.gg/player/16003/runi?timespan=all
breach,(89) 18%,1875,1.07,185.7,1.04,122.4,76%,0.67,0.42,0.04,0.05,1252,1208,788,74,85,runi,https://www.vlr.gg/player/16003/runi?timespan=all
,,,,,,,,,,,,,,,,,ExciteMVP,https://www.vlr.gg/player/14011/excitemvp?timespan=all
sova,(219) 56%,4523,1.12,202.4,1.08,138.0,75%,0.69,0.33,0.07,0.05,3118,2878,1489,335,216,ExciteMVP,https://www.vlr.gg/player/14011/excitemvp?timespan=all
skye,(54) 14%,1076,0.94,168.0,0.89,109.4,73%,0.61,0.39,0.05,0.05,660,744,420,50,55,ExciteMVP,https://www.vlr.gg/player/14011/excitemvp?timespan=all
fade,(29) 7%,613,1.02,181.6,1.00,118.6,73%,0.64,0.33,0.05,0.05,393,393,200,31,28,ExciteMVP,https://www.vlr.gg/player/14011/excitemvp?timespan=all
,,,,,,,,,,,,,,,,,Aeonyx,https://www.vlr.gg/player/35020/aeonyx?timespan=all
killjoy,(37) 40%,769,1.02,207.3,1.02,138.5,67%,0.71,0.16,0.10,0.07,549,539,124,75,54,Aeonyx,https://www.vlr.gg/player/35020/aeonyx?timespan=all
cypher,(34) 37%,701,0.98,191.9,1.00,129.4,72%,0.67,0.22,0.08,0.07,473,474,155,56,52,Aeonyx,https://www.vlr.gg/player/35020/aeonyx?timespan=all
sage,(7) 8%,131,0.85,167.3,0.77,106.9,71%,0.57,0.34,0.11,0.14,75,97,45,15,18,Aeonyx,https://www.vlr.gg/player/35020/aeonyx?timespan=all
,,,,,,,,,,,,,,,,,DOXZ3R,https://www.vlr.gg/player/4089/doxz3r?timespan=all
killjoy,(37) 23%,790,0.99,201.7,0.99,135.5,69%,0.70,0.16,0.08,0.06,554,559,127,65,50,DOXZ3R,https://www.vlr.gg/player/4089/doxz3r?timespan=all
sova,(37) 23%,743,1.06,208.0,1.01,137.5,72%,0.72,0.27,0.07,0.06,533,526,202,55,43,DOXZ3R,https://www.vlr.gg/player/4089/doxz3r?timespan=all
omen,(32) 20%,668,0.93,186.3,0.89,122.5,68%,0.67,0.38,0.07,0.09,448,504,256,50,57,DOXZ3R,https://www.vlr.gg/player/4089/doxz3r?timespan=all
,,,,,,,,,,,,,,,,,v1nny,https://www.vlr.gg/player/1586/v1nny?timespan=all
skye,(105) 22%,2250,1.00,182.6,1.02,116.5,75%,0.66,0.32,0.06,0.07,1478,1445,724,136,148,v1nny,https://www.vlr.gg/player/1586/v1nny?timespan=all
sova,(92) 19%,1885,1.02,183.3,1.00,123.0,76%,0.62,0.34,0.06,0.05,1166,1164,646,116,96,v1nny,https://www.vlr.gg/player/1586/v1nny?timespan=all
breach,(61) 13%,1263,0.97,171.7,0.97,114.0,76%,0.61,0.40,0.05,0.06,775,801,508,62,71,v1nny,https://www.vlr.gg/player/1586/v1nny?timespan=all
,,,,,,,,,,,,,,,,,sora,https://www.vlr.gg/player/11701/sora?timespan=all
jett,(27) 44%,563,0.99,227.6,1.03,142.8,66%,0.80,0.17,0.21,0.19,451,436,93,119,106,sora,https://www.vlr.gg/player/11701/sora?timespan=all
breach,(10) 16%,200,1.00,174.0,0.93,104.4,74%,0.62,0.50,0.06,0.08,123,132,99,11,16,sora,https://www.vlr.gg/player/11701/sora?timespan=all
fade,(7) 11%,145,0.93,191.4,0.93,118.0,72%,0.68,0.34,0.10,0.12,99,107,49,15,17,sora,https://www.vlr.gg/player/11701/sora?timespan=all
,,,,,,,,,,,,,,,,,Juicy,https://www.vlr.gg/player/7426/juicy?timespan=all
jett,(149) 50%,3079,1.12,245.4,1.25,153.4,73%,0.87,0.18,0.19,0.15,2685,2143,539,587,468,Juicy,https://www.vlr.gg/player/7426/juicy?timespan=all
raze,(69) 23%,1458,1.17,248.2,1.24,164.1,76%,0.85,0.22,0.16,0.14,1234,998,325,228,207,Juicy,https://www.vlr.gg/player/7426/juicy?timespan=all
reyna,(40) 13%,828,1.28,263.9,1.44,169.1,78%,0.95,0.25,0.17,0.12,784,544,207,139,103,Juicy,https://www.vlr.gg/player/7426/juicy?timespan=all
,,,,,,,,,,,,,,,,,Turko,https://www.vlr.gg/player/568/turko?timespan=all
sage,(129) 34%,2641,1.06,197.3,1.19,125.2,75%,0.73,0.28,0.06,0.05,1928,1619,727,163,117,Turko,https://www.vlr.gg/player/568/turko?timespan=all
killjoy,(95) 25%,2008,1.14,227.6,1.36,152.0,76%,0.82,0.15,0.09,0.06,1656,1215,303,182,122,Turko,https://www.vlr.gg/player/568/turko?timespan=all
brimstone,(31) 8%,644,1.08,194.3,1.10,132.5,78%,0.70,0.19,0.07,0.03,449,408,122,48,7,Turko,https://www.vlr.gg/player/568/turko?timespan=all
,,,,,,,,,,,,,,,,,KROSTALY,https://www.vlr.gg/player/15735/krostaly?timespan=all
raze,(34) 26%,732,0.95,216.7,0.97,143.4,67%,0.73,0.18,0.18,0.17,533,549,131,131,123,KROSTALY,https://www.vlr.gg/player/15735/krostaly?timespan=all
jett,(33) 25%,698,1.06,221.4,1.12,137.3,70%,0.80,0.14,0.17,0.14,555,495,101,121,96,KROSTALY,https://www.vlr.gg/player/15735/krostaly?timespan=all
cypher,(13) 10%,287,1.01,185.2,0.99,123.7,70%,0.69,0.21,0.10,0.07,197,198,59,30,21,KROSTALY,https://www.vlr.gg/player/15735/krostaly?timespan=all
,,,,,,,,,,,,,,,,,Luca,https://www.vlr.gg/player/31298/luca?timespan=all
omen,(19) 19%,384,0.99,193.8,0.94,130.1,71%,0.68,0.38,0.08,0.09,260,278,145,29,35,Luca,https://www.vlr.gg/player/31298/luca?timespan=all
jett,(16) 16%,327,1.21,246.8,1.34,157.4,75%,0.87,0.17,0.19,0.11,283,211,57,62,35,Luca,https://www.vlr.gg/player/31298/luca?timespan=all
killjoy,(15) 15%,317,1.04,209.9,1.03,144.6,66%,0.75,0.15,0.09,0.07,237,230,47,29,23,Luca,https://www.vlr.gg/player/31298/luca?timespan=all
,,,,,,,,,,,,,,,,,SAGE,https://www.vlr.gg/player/7387/sage?timespan=all
omen,(19) 17%,371,1.20,186.1,1.03,119.3,79%,0.69,0.31,0.05,0.03,255,248,114,17,12,SAGE,https://www.vlr.gg/player/7387/sage?timespan=all
breach,(14) 12%,326,0.93,178.6,0.97,112.1,71%,0.65,0.44,0.03,0.04,212,219,145,10,12,SAGE,https://www.vlr.gg/player/7387/sage?timespan=all
kayo,(14) 12%,296,1.06,205.1,1.06,132.3,74%,0.72,0.39,0.08,0.06,213,201,115,23,19,SAGE,https://www.vlr.gg/player/7387/sage?timespan=all
,,,,,,,,,,,,,,,,,krejzzs,https://www.vlr.gg/player/41220/krejzzs?timespan=all
jett,(38) 51%,795,1.05,226.3,1.14,149.2,67%,0.84,0.13,0.19,0.19,670,587,102,149,155,krejzzs,https://www.vlr.gg/player/41220/krejzzs?timespan=all
raze,(23) 31%,469,1.14,260.7,1.23,170.8,72%,0.91,0.18,0.24,0.18,429,348,85,111,83,krejzzs,https://www.vlr.gg/player/41220/krejzzs?timespan=all
chamber,(14) 19%,285,1.02,209.4,1.11,133.4,65%,0.79,0.09,0.15,0.14,225,203,27,42,40,krejzzs,https://www.vlr.gg/player/41220/krejzzs?timespan=all
,,,,,,,,,,,,,,,,,2766,https://www.vlr.gg/player/8505/2766?timespan=all
sova,(62) 67%,1287,1.09,190.5,1.07,122.9,74%,0.66,0.34,0.04,0.04,849,795,444,57,54,2766,https://www.vlr.gg/player/8505/2766?timespan=all
fade,(7) 8%,147,0.80,134.1,0.74,82.8,70%,0.48,0.30,0.04,0.03,70,95,44,6,4,2766,https://www.vlr.gg/player/8505/2766?timespan=all
omen,(6) 7%,125,0.87,137.2,0.79,89.2,79%,0.49,0.54,0.02,0.07,61,77,68,2,9,2766,https://www.vlr.gg/player/8505/2766?timespan=all
,,,,,,,,,,,,,,,,,Unfair,https://www.vlr.gg/player/23237/unfair?timespan=all
sova,(35) 64%,710,1.07,225.6,1.06,151.4,69%,0.78,0.23,0.10,0.08,554,522,165,71,54,Unfair,https://www.vlr.gg/player/23237/unfair?timespan=all
reyna,(4) 7%,107,0.89,183.5,0.85,131.7,64%,0.68,0.20,0.10,0.18,73,86,21,11,19,Unfair,https://www.vlr.gg/player/23237/unfair?timespan=all
jett,(4) 7%,82,1.07,235.8,1.11,156.8,66%,0.84,0.16,0.13,0.15,69,62,13,11,12,Unfair,https://www.vlr.gg/player/23237/unfair?timespan=all
,,,,,,,,,,,,,,,,,Lar0k,https://www.vlr.gg/player/31305/lar0k?timespan=all
kayo,(21) 30%,441,1.20,210.1,1.20,142.9,76%,0.73,0.53,0.09,0.08,321,268,234,39,36,Lar0k,https://www.vlr.gg/player/31305/lar0k?timespan=all
breach,(14) 20%,303,1.22,217.4,1.20,138.3,80%,0.75,0.46,0.08,0.05,227,189,139,25,16,Lar0k,https://www.vlr.gg/player/31305/lar0k?timespan=all
gekko,(14) 20%,282,1.16,204.5,1.19,132.0,76%,0.72,0.23,0.07,0.07,203,171,64,20,19,Lar0k,https://www.vlr.gg/player/31305/lar0k?timespan=all
,,,,,,,,,,,,,,,,,tryst,https://www.vlr.gg/player/5541/tryst?timespan=all
killjoy,(63) 27%,1320,1.00,198.6,0.98,134.2,70%,0.70,0.18,0.07,0.07,921,936,233,98,96,tryst,https://www.vlr.gg/player/5541/tryst?timespan=all
viper,(32) 14%,645,0.96,194.8,0.96,127.4,71%,0.69,0.31,0.06,0.07,448,466,200,39,47,tryst,https://www.vlr.gg/player/5541/tryst?timespan=all
kayo,(25) 11%,541,0.99,196.2,0.93,123.2,72%,0.67,0.46,0.06,0.08,360,388,248,35,41,tryst,https://www.vlr.gg/player/5541/tryst?timespan=all
,,,,,,,,,,,,,,,,,tixx,https://www.vlr.gg/player/12968/tixx?timespan=all
omen,(56) 28%,1181,1.09,207.0,1.07,136.2,76%,0.72,0.45,0.09,0.07,853,794,532,109,87,tixx,https://www.vlr.gg/player/12968/tixx?timespan=all
astra,(37) 18%,740,1.10,207.2,1.14,134.9,77%,0.76,0.36,0.09,0.06,563,496,264,63,46,tixx,https://www.vlr.gg/player/12968/tixx?timespan=all
viper,(31) 15%,662,1.18,227.5,1.22,151.8,76%,0.80,0.31,0.08,0.07,530,436,206,56,48,tixx,https://www.vlr.gg/player/12968/tixx?timespan=all
,,,,,,,,,,,,,,,,,Hitch,https://www.vlr.gg/player/3746/hitch?timespan=all
sova,(256) 74%,5358,1.06,216.4,1.07,141.7,73%,0.73,0.35,0.08,0.08,3900,3640,1875,428,442,Hitch,https://www.vlr.gg/player/3746/hitch?timespan=all
breach,(34) 10%,688,0.83,166.8,0.74,111.0,72%,0.56,0.42,0.06,0.09,384,521,290,38,60,Hitch,https://www.vlr.gg/player/3746/hitch?timespan=all
kayo,(14) 4%,330,1.03,194.5,0.88,126.9,75%,0.62,0.61,0.04,0.09,205,232,200,13,31,Hitch,https://www.vlr.gg/player/3746/hitch?timespan=all
,,,,,,,,,,,,,,,,,Radski,https://www.vlr.gg/player/13235/radski?timespan=all
killjoy,(36) 27%,770,0.96,192.0,0.99,132.5,69%,0.67,0.14,0.09,0.09,516,521,110,69,72,Radski,https://www.vlr.gg/player/13235/radski?timespan=all
cypher,(26) 20%,506,0.86,177.4,0.89,115.0,64%,0.64,0.15,0.07,0.09,324,365,76,33,48,Radski,https://www.vlr.gg/player/13235/radski?timespan=all
viper,(22) 17%,451,0.88,173.5,0.87,118.0,69%,0.62,0.24,0.07,0.09,279,321,110,30,39,Radski,https://www.vlr.gg/player/13235/radski?timespan=all
,,,,,,,,,,,,,,,,,Crunchy,https://www.vlr.gg/player/1174/crunchy?timespan=all
astra,(175) 25%,3667,1.08,202.8,1.12,131.5,75%,0.73,0.32,0.08,0.07,2693,2410,1162,309,255,Crunchy,https://www.vlr.gg/player/1174/crunchy?timespan=all
omen,(152) 22%,2966,1.12,221.1,1.25,134.6,77%,0.80,0.33,0.10,0.08,2371,1899,991,299,240,Crunchy,https://www.vlr.gg/player/1174/crunchy?timespan=all
brimstone,(73) 10%,1481,1.05,207.9,1.07,126.6,74%,0.72,0.35,0.08,0.06,1066,996,511,124,83,Crunchy,https://www.vlr.gg/player/1174/crunchy?timespan=all
,,,,,,,,,,,,,,,,,Kohliii,https://www.vlr.gg/player/10758/kohliii?timespan=all
sova,(111) 38%,2349,1.07,211.1,1.02,144.1,73%,0.71,0.33,0.07,0.07,1670,1635,776,172,167,Kohliii,https://www.vlr.gg/player/10758/kohliii?timespan=all
omen,(62) 21%,1307,1.03,193.5,0.97,125.2,73%,0.68,0.45,0.06,0.07,883,909,590,79,92,Kohliii,https://www.vlr.gg/player/10758/kohliii?timespan=all
astra,(34) 12%,711,0.90,171.4,0.87,110.7,72%,0.60,0.33,0.06,0.08,430,495,234,40,56,Kohliii,https://www.vlr.gg/player/10758/kohliii?timespan=all
,,,,,,,,,,,,,,,,,Governor,https://www.vlr.gg/player/3980/governor?timespan=all
jett,(217) 26%,4468,1.09,247.1,1.21,150.4,71%,0.87,0.16,0.22,0.16,3906,3224,730,965,729,Governor,https://www.vlr.gg/player/3980/governor?timespan=all
sova,(189) 23%,3931,1.04,214.6,1.04,146.4,74%,0.72,0.34,0.09,0.09,2817,2712,1326,360,344,Governor,https://www.vlr.gg/player/3980/governor?timespan=all
raze,(104) 13%,2149,1.04,246.7,1.09,157.6,72%,0.81,0.22,0.21,0.15,1748,1610,478,445,330,Governor,https://www.vlr.gg/player/3980/governor?timespan=all
,,,,,,,,,,,,,,,,,LockM,https://www.vlr.gg/player/25339/lockm?timespan=all
sova,(61) 31%,1332,1.08,194.7,1.00,141.1,75%,0.68,0.27,0.08,0.07,902,900,365,87,70,LockM,https://www.vlr.gg/player/25339/lockm?timespan=all
killjoy,(35) 18%,742,1.07,213.7,1.13,145.4,73%,0.75,0.15,0.08,0.07,559,495,113,59,52,LockM,https://www.vlr.gg/player/25339/lockm?timespan=all
breach,(33) 17%,658,0.96,178.1,0.99,117.1,74%,0.66,0.33,0.07,0.05,435,440,216,43,32,LockM,https://www.vlr.gg/player/25339/lockm?timespan=all
,,,,,,,,,,,,,,,,,kimmy,https://www.vlr.gg/player/7530/kimmy?timespan=all
jett,(35) 22%,719,1.10,234.8,1.19,148.0,69%,0.86,0.11,0.16,0.13,621,524,81,114,95,kimmy,https://www.vlr.gg/player/7530/kimmy?timespan=all
kayo,(29) 19%,650,0.97,171.2,0.89,111.6,74%,0.60,0.54,0.05,0.05,390,440,349,32,32,kimmy,https://www.vlr.gg/player/7530/kimmy?timespan=all
breach,(21) 13%,432,0.93,160.2,0.79,109.8,73%,0.57,0.44,0.04,0.04,248,312,189,17,16,kimmy,https://www.vlr.gg/player/7530/kimmy?timespan=all
,,,,,,,,,,,,,,,,,A1mly,https://www.vlr.gg/player/15188/a1mly?timespan=all
killjoy,(151) 51%,3196,0.99,210.7,1.02,143.8,68%,0.73,0.17,0.11,0.11,2347,2295,530,362,356,A1mly,https://www.vlr.gg/player/15188/a1mly?timespan=all
cypher,(67) 23%,1344,1.01,205.3,1.05,135.1,68%,0.75,0.18,0.10,0.10,1003,952,241,137,135,A1mly,https://www.vlr.gg/player/15188/a1mly?timespan=all
viper,(23) 8%,526,0.88,193.1,0.88,128.6,71%,0.65,0.27,0.12,0.14,343,389,144,63,73,A1mly,https://www.vlr.gg/player/15188/a1mly?timespan=all
,,,,,,,,,,,,,,,,,Spocki,https://www.vlr.gg/player/12514/spocki?timespan=all
sova,(46) 19%,957,0.93,178.7,0.85,122.9,70%,0.60,0.34,0.06,0.08,574,673,329,56,77,Spocki,https://www.vlr.gg/player/12514/spocki?timespan=all
breach,(26) 11%,575,0.89,176.0,0.84,113.3,74%,0.61,0.38,0.07,0.07,352,419,218,41,43,Spocki,https://www.vlr.gg/player/12514/spocki?timespan=all
kayo,(26) 11%,571,0.95,186.6,0.87,122.4,72%,0.64,0.49,0.07,0.10,367,423,277,41,59,Spocki,https://www.vlr.gg/player/12514/spocki?timespan=all
,,,,,,,,,,,,,,,,,Depyro,https://www.vlr.gg/player/8237/depyro?timespan=all
breach,(153) 32%,3142,1.09,203.5,1.05,130.9,77%,0.71,0.42,0.08,0.08,2222,2112,1318,256,236,Depyro,https://www.vlr.gg/player/8237/depyro?timespan=all
skye,(110) 23%,2321,1.08,211.0,1.10,133.0,76%,0.73,0.42,0.09,0.08,1693,1541,970,209,185,Depyro,https://www.vlr.gg/player/8237/depyro?timespan=all
kayo,(94) 20%,1928,1.09,202.6,1.04,131.4,75%,0.68,0.55,0.09,0.09,1309,1262,1063,175,164,Depyro,https://www.vlr.gg/player/8237/depyro?timespan=all
,,,,,,,,,,,,,,,,,zharwow,https://www.vlr.gg/player/7783/zharwow?timespan=all
omen,(55) 23%,1147,1.03,200.0,1.02,124.8,74%,0.71,0.41,0.10,0.07,810,792,466,114,80,zharwow,https://www.vlr.gg/player/7783/zharwow?timespan=all
viper,(43) 18%,930,1.02,207.3,1.03,135.5,69%,0.72,0.27,0.08,0.08,672,654,250,75,72,zharwow,https://www.vlr.gg/player/7783/zharwow?timespan=all
astra,(43) 18%,912,0.97,192.4,0.97,121.8,71%,0.69,0.31,0.07,0.09,627,646,282,63,80,zharwow,https://www.vlr.gg/player/7783/zharwow?timespan=all
,,,,,,,,,,,,,,,,,Rayzey,https://www.vlr.gg/player/44442/rayzey?timespan=all
omen,(27) 56%,557,0.91,169.1,0.82,106.5,75%,0.56,0.48,0.05,0.05,311,378,267,30,26,Rayzey,https://www.vlr.gg/player/44442/rayzey?timespan=all
viper,(14) 29%,325,0.86,140.1,0.81,95.2,74%,0.49,0.31,0.04,0.05,160,198,102,12,17,Rayzey,https://www.vlr.gg/player/44442/rayzey?timespan=all
killjoy,(4) 8%,73,0.96,177.0,1.02,122.9,77%,0.62,0.16,0.05,0.07,45,44,12,4,5,Rayzey,https://www.vlr.gg/player/44442/rayzey?timespan=all
,,,,,,,,,,,,,,,,,Georggyyy,https://www.vlr.gg/player/9745/georggyyy?timespan=all
jett,(182) 68%,3795,1.08,255.9,1.16,158.4,69%,0.89,0.17,0.23,0.18,3368,2916,651,854,698,Georggyyy,https://www.vlr.gg/player/9745/georggyyy?timespan=all
reyna,(23) 9%,471,1.13,259.3,1.20,164.0,70%,0.89,0.24,0.18,0.15,417,347,114,84,71,Georggyyy,https://www.vlr.gg/player/9745/georggyyy?timespan=all
raze,(16) 6%,345,1.15,271.6,1.19,176.4,75%,0.91,0.29,0.19,0.17,314,264,100,66,57,Georggyyy,https://www.vlr.gg/player/9745/georggyyy?timespan=all
,,,,,,,,,,,,,,,,,Bob,https://www.vlr.gg/player/873/bob?timespan=all
sova,(416) 58%,8413,1.18,212.4,1.20,142.5,77%,0.73,0.37,0.08,0.06,6117,5078,3108,650,494,Bob,https://www.vlr.gg/player/873/bob?timespan=all
viper,(54) 8%,1102,1.07,206.2,1.11,127.8,77%,0.70,0.35,0.08,0.10,770,694,384,84,106,Bob,https://www.vlr.gg/player/873/bob?timespan=all
skye,(51) 7%,1059,1.23,226.4,1.30,146.2,78%,0.82,0.42,0.07,0.06,864,663,449,75,66,Bob,https://www.vlr.gg/player/873/bob?timespan=all
,,,,,,,,,,,,,,,,,phi,https://www.vlr.gg/player/34221/phi?timespan=all
omen,(20) 31%,403,1.19,210.4,1.19,130.2,79%,0.76,0.51,0.08,0.05,307,257,207,32,22,phi,https://www.vlr.gg/player/34221/phi?timespan=all
viper,(12) 18%,254,1.05,211.8,1.07,138.5,71%,0.74,0.28,0.09,0.05,188,176,72,23,13,phi,https://www.vlr.gg/player/34221/phi?timespan=all
breach,(8) 12%,157,0.96,178.0,0.88,118.2,69%,0.64,0.53,0.06,0.04,101,115,83,10,6,phi,https://www.vlr.gg/player/34221/phi?timespan=all
,,,,,,,,,,,,,,,,,million,https://www.vlr.gg/player/700/million?timespan=all
viper,(41) 27%,849,0.87,212.3,0.93,136.0,72%,0.70,0.30,0.12,0.13,597,642,258,103,110,million,https://www.vlr.gg/player/700/million?timespan=all
kayo,(27) 18%,553,0.94,189.3,0.86,119.8,73%,0.63,0.57,0.07,0.10,347,405,315,39,57,million,https://www.vlr.gg/player/700/million?timespan=all
omen,(16) 11%,335,0.83,210.3,0.92,136.3,68%,0.70,0.32,0.10,0.13,234,254,107,32,31,million,https://www.vlr.gg/player/700/million?timespan=all
,,,,,,,,,,,,,,,,,Mot1on,https://www.vlr.gg/player/15384/mot1on?timespan=all
kayo,(32) 17%,644,1.28,226.8,1.24,149.8,80%,0.80,0.55,0.08,0.04,514,413,356,51,26,Mot1on,https://www.vlr.gg/player/15384/mot1on?timespan=all
